Accession_number	Region	Domain
Q6DD87	[317, 356]	C2H2-type zinc finger
Q6VUC0	[368, 383]	Transcription factor AP-2
Q7Z5V6	[11, 42]	Protein phosphatase 1 regulatory subunit 32
Q8IWB7	[312, 333]	FYVE zinc finger
Q8N228	[83, 128]	SLED domain
Q8N441	[199, 235]	Immunoglobulin I-set domain
Q8TDE3	[40, 130]	Pancreatic ribonuclease
Q92674	[294, 341]	Mis6
Q9BVH7	[81, 140]	Glycosyltransferase family 29 (sialyltransferase)
Q9HBF4	[593, 666]	FYVE zinc finger
Q9HC84	[1315, 1435]	Mucin-2 protein WxxW repeating region
Q9P0K8	[119, 139]	Forkhead domain
Q9UKZ4	[529, 847]	Teneurin EGF domain
Q9UM47	[1593, 1616]	NOTCH protein
A8MVW0	[506, 534]	FAM171A1/A2/B C-terminal
O60359	[38, 84]	PMP-22/EMP/MP20/Claudin family
O95857	[92, 162]	Tetraspanin family
P0DTU3	[164, 230]	Domain of unknown function (DUF1968)
P16234	[422, 443]	Platelet-derived growth factor receptor Ig-like domain 4
Q13253	[166, 231]	Noggin
Q15303	[171, 354]	Furin-like cysteine rich region
Q16568	[68, 115]	Cocaine and amphetamine regulated transcript protein (CART)
Q5U5X8	[316, 374]	Protein family of FAM222A
Q6P1R3	[175, 218]	Myb/SANT-like DNA-binding domain
Q70Z44	[346, 363]	Neurotransmitter-gated ion-channel transmembrane region
Q86X76	[166, 193]	Carbon-nitrogen hydrolase
Q8IZD2	[109, 179]	PhD finger domain
Q8NCD3	[330, 380]	Holliday junction recognition protein-associated repeat
Q93099	[368, 386]	Homogentisate 1,2-dioxygenase C-terminal
Q96BD0	[198, 219]	Organic Anion Transporter Polypeptide (OATP) family
Q96KR1	[327, 356]	Zinc-finger of C2H2 type
Q9NP62	[54, 128]	GCM motif protein
Q9NSB4	[44, 115]	Keratin type II head
Q9NZH5	[177, 201]	Securin sister-chromatid separation inhibitor
Q9NZP8	[100, 139]	CUB domain
Q9UHD0	[119, 144]	Interleukin 10
Q9UHF7	[424, 465]	Trps1 zinc finger C2H2-type 3
Q9Y5L3	[67, 88]	GDA1/CD39 (nucleoside phosphatase) family
A0A1W2PQD8	[107, 146]	Ssu72-like protein
A6NC86	[14, 51]	Phospholipase A2 inhibitor
O15353	[327, 358]	Forkhead domain
O60312	[774, 791]	P-type ATPase, cytoplasmic domain N
O95382	[74, 93]	Deoxyribohydrolase (DRHyd) domain of the ASK signalosome
O95996	[388, 415]	Adenomatous polyposis coli (APC) repeat
P01344	[49, 94]	Insulin/IGF/Relaxin family
P01591	[78, 158]	Immunoglobulin J chain
P49223	[43, 81]	Kunitz/Bovine pancreatic trypsin inhibitor domain
P59991	[0, 145]	PMG protein
Q13183	[204, 221]	Sodium:sulfate symporter transmembrane region
Q13506	[191, 209]	NAB conserved region 2 (NCD2)
Q13907	[68, 111]	NUDIX domain
Q5T4I8	[31, 56]	Selenocysteine tRNA 1 associated proteins
Q86VZ4	[110, 168]	MANEC domain
Q8N6G6	[32, 100]	Thrombospondin type 1 domain
Q8TE60	[530, 575]	ADAMTS cysteine-rich domain 2
Q92871	[226, 260]	Eukaryotic phosphomannomutase
Q96PS1	[115, 137]	FANCD2 opposite strand protein
Q9BVV6	[1231, 1246]	Hedgehog signalling target
Q9BW19	[477, 511]	Kinesin motor domain
Q9H977	[300, 315]	WDR54
Q9NSV4	[643, 681]	Formin Homology 2 Domain
Q9UM07	[157, 184]	Protein-arginine deiminase (PAD) middle domain
Q9UNS1	[1005, 1027]	Timeless-like, PAB domain
B2RTY4	[2030, 2058]	Phorbol esters/diacylglycerol binding domain (C1 domain)
O15304	[97, 174]	Cd27 binding protein (Siva)
P01834	[75, 99]	Immunoglobulin C1-set domain
P02818	[66, 91]	Osteocalcin, C-terminal domain
P46459	[8, 32]	Cell division protein 48 (CDC48), N-terminal domain
P54922	[96, 127]	ADP-ribosylglycohydrolase
P78552	[89, 119]	Interleukin-13 receptor subunit alpha Ig-like domain
Q00888	[389, 406]	Immunoglobulin domain
Q05513	[117, 184]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q4QY38	[31, 65]	Beta defensin
Q5T7M9	[325, 369]	Protein-kinase domain of FAM69
Q63HR2	[37, 86]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q92854	[362, 381]	Sema domain
Q96QZ0	[61, 93]	Innexin
Q99487	[1, 18]	Platelet-activating factor acetylhydrolase, isoform II
Q9BUH6	[0, 43]	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
Q9BX67	[132, 168]	Immunoglobulin domain
Q9H4P4	[0, 67]	Zinc finger, C3HC4 type (RING finger)
Q9P1U1	[0, 38]	Actin
Q9UDV6	[305, 342]	Zinc finger, C2H2 type
Q9UQD0	[314, 352]	Ion transport protein
Q9Y3I0	[468, 504]	tRNA-splicing ligase RtcB
Q9Y5B0	[81, 144]	Fcp1 barrel-sandwich hybrid domain
Q9Y6T7	[316, 382]	Phorbol esters/diacylglycerol binding domain (C1 domain)
A6NM43	[248, 270]	TCP-1/cpn60 chaperonin family
P00734	[313, 347]	Thrombin light chain
P05556	[3, 74]	Integrin plexin domain
P28300	[279, 326]	Lysyl oxidase
Q01484	[983, 998]	ZU5 domain
Q12873	[366, 429]	PHD-finger
Q4G0W2	[82, 111]	Dual specificity phosphatase, catalytic domain
Q5T1A1	[599, 686]	E3 ubiquitin-protein ligase DCST1-like, C-terminal RING domain
Q6UW60	[329, 376]	Subtilase family
Q92574	[253, 271]	Hamartin protein
Q96F83	[238, 253]	Clathrin-binding box of Aftiphilin, vesicle trafficking
Q9BR10	[143, 185]	Spermatogenesis-associated protein 25
Q9H324	[652, 715]	ADAMTS cysteine-rich domain
Q9P2J2	[199, 220]	Immunoglobulin domain
Q9Y6L6	[445, 510]	Organic Anion Transporter Polypeptide (OATP) family
A6NMB1	[293, 313]	Immunoglobulin I-set domain
A8MTI9	[225, 251]	Trypsin
A8MTJ6	[192, 233]	Forkhead domain
O00470	[85, 120]	TALE/MEIS homeobox family N-terminal domain
P02458	[24, 93]	von Willebrand factor type C domain
P0DUQ1	[452, 477]	PRAME C-terminal domain
P20023	[107, 176]	Sushi repeat (SCR repeat)
P21675	[36, 62]	TATA box-binding protein binding
P36980	[236, 269]	Sushi repeat (SCR repeat)
P50336	[456, 476]	Flavin containing amine oxidoreductase
P55001	[96, 128]	Microfibril-associated glycoprotein (MAGP)
P59665	[59, 90]	Mammalian defensin
Q15434	[84, 135]	RNA recognition motif
Q3B820	[376, 476]	Protein FAM161A/B
Q6NVV9	[166, 237]	ADAM cysteine-rich
Q7Z304	[490, 530]	MAM domain, meprin/A5/mu
Q8IUN9	[265, 307]	Lectin C-type domain
Q8ND04	[162, 182]	Smg8_Smg9
Q96JN8	[316, 331]	Neuralized
Q9BQ69	[178, 212]	Macro domain
Q9BV68	[0, 36]	zinc-ribbon
Q9H694	[140, 169]	KH domain
Q9NQ34	[35, 100]	TMEM9
Q9UN76	[157, 191]	Sodium:neurotransmitter symporter family
Q9Y487	[705, 724]	V-type ATPase 116kDa subunit family
Q9Y5E2	[727, 770]	Cadherin cytoplasmic C-terminal
O14967	[347, 388]	Calreticulin family
O43374	[137, 157]	C2 domain
P02768	[105, 145]	Serum albumin family
P09429	[5, 49]	HMG-box domain
P15692	[254, 313]	PDGF/VEGF domain
P51606	[237, 256]	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
Q5SVJ3	[117, 146]	Family of unknown function (DUF5530)
Q5VYJ5	[427, 487]	Low-density lipoprotein receptor domain class A
Q70CQ2	[2049, 2075]	Ubiquitin carboxyl-terminal hydrolase
Q7Z7B7	[20, 68]	Beta defensin
Q8IWS0	[11, 140]	PHD-like zinc-binding domain
Q8N3T6	[229, 251]	TMEM132 second Ig-like domain
Q96B36	[34, 65]	Proline-rich AKT1 substrate 1, N-terminal domain
Q96D70	[91, 110]	R3H-associated N-terminal domain
Q96RP7	[410, 425]	Galactose-3-O-sulfotransferase
Q9BYM8	[260, 333]	RING-type zinc-finger
Q9H1B7	[2, 52]	Interferon regulatory factor 2-binding protein zinc finger
Q9UHI8	[344, 403]	Reprolysin (M12B) family zinc metalloprotease
Q9Y4G6	[538, 579]	Talin, middle domain
H3BPM6	[0, 29]	DUF4796 N-terminal
O14917	[74, 134]	Cadherin-like
O75928	[221, 240]	PINIT domain
O94811	[60, 98]	p25-alpha
O95602	[50, 76]	RNA polymerase Rpb1, domain 1
P01308	[80, 109]	Insulin/IGF/Relaxin family
P14866	[443, 569]	RRM domain
P16562	[60, 101]	Cysteine-rich secretory protein family
P23229	[536, 561]	Integrin alpha Ig-like domain 1
P50993	[228, 248]	P-type ATPase actuator domain
Q13275	[602, 636]	Semaphorin-7A-like, immunoglobulin-like domain
Q14469	[136, 156]	Hairy Orange
Q15257	[80, 103]	Phosphotyrosyl phosphate activator (PTPA) protein
Q2VWA4	[99, 208]	c-SKI Smad4 binding domain
Q5SNV9	[1114, 1141]	Domain of unknown function (DUF4684)
Q8IZF7	[393, 430]	GPCR proteolysis site, GPS, motif
Q92506	[10, 41]	Enoyl-(Acyl carrier protein) reductase
Q93086	[111, 175]	ATP P2X receptor
Q96S66	[47, 74]	Mid-1-related chloride channel (MCLC)
Q9BYV2	[51, 91]	RING-type zinc-finger
Q9H091	[305, 347]	MYND finger
Q9H2P0	[59, 87]	Activity-dependent neuroprotector homeobox protein N-terminal
Q9NVR0	[71, 104]	BTB/POZ domain
Q9UG22	[48, 65]	AIG1 family
Q9Y616	[419, 451]	Protein kinase domain
A0A0C4DH68	[31, 48]	Immunoglobulin V-set domain
P01130	[664, 727]	Coagulation Factor Xa inhibitory site
P06400	[833, 855]	Rb C-terminal domain
P07942	[17, 87]	Laminin N-terminal (Domain VI)
P28325	[96, 122]	Cystatin domain
P32298	[107, 152]	Regulator of G protein signaling domain
P48995	[186, 206]	Transient receptor ion channel II
Q00887	[395, 422]	Immunoglobulin domain
Q00G26	[239, 273]	Perilipin family
Q09328	[637, 740]	Glycosyltransferase family 18
Q14982	[191, 216]	Immunoglobulin domain
Q53H12	[323, 415]	Acylglycerol kinase C-terminal
Q5JPH6	[147, 177]	tRNA synthetases class I (E and Q), catalytic domain
Q8N2G4	[15, 105]	u-PAR/Ly-6 domain
Q8N3E9	[567, 592]	Phosphatidylinositol-specific phospholipase C, Y domain
Q8N944	[208, 244]	APC membrane recruitment protein
Q8TDF6	[555, 591]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q96DX8	[138, 180]	Zinc-binding domain
Q96P50	[410, 435]	Putative GTPase activating protein for Arf
Q99640	[145, 169]	Protein kinase domain
Q99973	[2044, 2083]	TEP-1 second beta-propeller
Q9NVM4	[210, 230]	Arginine methyltransferase oligomerization subdomain
Q9Y2G8	[713, 775]	DJC16, C-terminal domain
Q9Y4E5	[754, 838]	Two consecutive Zinc fingers C2H2 type, ZNF451
Q9Y5E9	[728, 758]	Cadherin cytoplasmic C-terminal
O00115	[289, 354]	Deoxyribonuclease II
O00400	[476, 497]	Acetyl-coenzyme A transporter 1
O43278	[46, 63]	MANEC domain
O60942	[240, 260]	mRNA capping enzyme, catalytic domain
O75038	[281, 304]	Phosphoinositide-specific phospholipase C, efhand-like
P10909	[214, 233]	Clusterin
P14555	[30, 143]	Phospholipase A2
P14598	[68, 98]	PX domain
P16619	[23, 72]	Small cytokines (intecrine/chemokine), interleukin-8 like
P20800	[37, 73]	Endothelin family
P29375	[10, 62]	jmjN domain
Q13641	[52, 81]	Leucine rich repeat N-terminal domain
Q13670	[200, 245]	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q14207	[756, 800]	NPAT C terminus
Q5TCS8	[161, 182]	Adenylate kinase
Q5XXA6	[365, 402]	Calcium-activated chloride channel
Q6Q6R5	[0, 60]	LIM domain
Q8IVQ6	[85, 128]	DHHC palmitoyltransferase
Q8IWU5	[98, 115]	Sulfatase
Q8N339	[0, 59]	Metallothionein
Q8TE57	[95, 133]	Reprolysin family propeptide
Q9BQ83	[177, 263]	Structure-specific endonuclease subunit SLX1, C-terminal
Q9Y2L5	[970, 999]	TPPC8 second Ig-like domain
Q9Y5F2	[726, 762]	Cadherin cytoplasmic C-terminal
Q9Y6H5	[367, 387]	Ankyrin repeats (3 copies)
A0A0K0K1E9	[88, 114]	Immunoglobulin V-set domain
O14523	[280, 317]	C2 domain
P15088	[235, 278]	Zinc carboxypeptidase
P47989	[971, 999]	Molybdopterin cofactor-binding domain
Q6N021	[1340, 1411]	Oxygenase domain of the 2OGFeDO superfamily
Q92878	[109, 133]	AAA domain
Q96T68	[135, 195]	Methyl-CpG binding domain
Q9BQC3	[240, 268]	Putative diphthamide synthesis protein
Q9H6B4	[140, 156]	Immunoglobulin domain
Q9HB07	[343, 362]	Uncharacterised protein family (UPF0160)
Q9NX46	[12, 38]	ADP-ribosylglycohydrolase
Q9UKJ3	[551, 574]	ZNF804A small beta sheet domain
O94892	[507, 523]	Zinc finger, C2H2 type
P01185	[12, 127]	Neurohypophysial hormones, C-terminal Domain
P0DMQ9	[0, 64]	Family of unknown function (DUF5537)
P11308	[329, 345]	Ets-domain
P29728	[663, 706]	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus
P49763	[73, 140]	PDGF/VEGF domain
Q05516	[458, 490]	C2H2-type zinc finger
Q30KQ9	[23, 66]	Beta defensin
Q5T4W7	[191, 219]	Transforming growth factor beta like domain
Q6NT76	[297, 321]	Homeodomain
Q6UWJ8	[6, 109]	Multi-glycosylated core protein 24 (MGC-24), sialomucin
Q6UWV7	[0, 50]	Shisa, N-terminal domain
Q6ZNM6	[61, 107]	Sperm-associated microtubule inner protein 10
Q8IYV9	[216, 238]	Izumo-like Immunoglobulin domain
Q8NFZ6	[359, 394]	Vomeronasal organ pheromone receptor family, V1R
Q8TDN2	[97, 149]	BTB/POZ domain
Q96T51	[636, 707]	FYVE zinc finger
Q99717	[96, 138]	MH1 domain
Q9GZZ7	[23, 134]	GDNF/GAS1 domain
Q9H611	[5, 32]	LRR1 pleckstrin homology domain
Q9HB63	[22, 90]	Laminin N-terminal (Domain VI)
Q9Y2X7	[13, 43]	Putative GTPase activating protein for Arf
Q9Y697	[292, 309]	Aminotransferase class-V
O60673	[3024, 3065]	C4-type zinc-finger of DNA polymerase delta
O75147	[213, 228]	Immunoglobulin I-set domain
O75369	[172, 202]	Calponin homology (CH) domain
O75792	[16, 45]	Ribonuclease HII
P08294	[193, 227]	Copper/zinc superoxide dismutase (SODC)
P10145	[23, 42]	Small cytokines (intecrine/chemokine), interleukin-8 like
P78325	[83, 101]	Reprolysin family propeptide
Q15572	[625, 648]	TAF1C, helical bundle domain
Q16842	[147, 176]	Glycosyltransferase family 29 (sialyltransferase)
Q4KMG9	[141, 157]	Transmembrane 52
Q4VX76	[46, 92]	FYVE-type zinc finger
Q5MIZ7	[87, 104]	EVH1-like domain in PP4R3 protein
Q8IWN7	[74, 107]	Doublecortin
Q8IXV7	[309, 353]	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
Q8N594	[126, 151]	Restriction Enzyme Adenine Methylase Associated
Q96QT4	[1772, 1840]	Alpha-kinase family
Q96RT7	[129, 146]	Gamma-tubulin complex component 6 N-terminus
Q9BQG2	[290, 313]	NADH pyrophosphatase zinc ribbon domain
Q9BSG5	[105, 182]	Folate receptor family
Q9BVM4	[106, 138]	Gamma-glutamyl cyclotransferase, AIG2-like
Q9H3R0	[808, 825]	PHD-zinc-finger like domain
Q9NY12	[64, 89]	Gar1/Naf1 RNA binding region
Q9Y3Y4	[335, 417]	Pygopus, PHD-type zinc finger
A6NCL2	[31, 158]	Colipase-like
A8MVU1	[41, 75]	PX domain
O15105	[96, 129]	MH1 domain
O94964	[581, 610]	Protein SOGA
O95551	[21, 67]	UBA-like domain
P49116	[116, 189]	Double treble clef zinc finger, C4 type
Q14515	[425, 518]	Kazal-type serine protease inhibitor domain
Q6EMK4	[406, 449]	EGF-like domain
Q6ZMC9	[51, 68]	Immunoglobulin V-set domain
Q6ZU65	[558, 573]	Ubinuclein conserved middle domain
Q7Z698	[302, 414]	Sprouty protein (Spry)
Q86TM6	[266, 336]	Ring finger domain
Q86UW8	[212, 228]	Extracellular link domain
Q8IYR6	[161, 239]	Kazal-type serine protease inhibitor domain
Q8N108	[178, 208]	ELM2 domain
Q8N1F8	[539, 573]	STK11-interacting protein PH domain
Q8NDY4	[116, 139]	MDS2-like, C-terminal domain
Q92766	[1239, 1264]	Zinc finger, C2H2 type
Q96RW7	[2167, 2184]	Immunoglobulin domain
Q9C029	[4, 68]	zinc finger of C3HC4-type, RING
Q9P270	[150, 181]	SLAIN motif-containing family
Q9UIG8	[457, 525]	Kazal-type serine protease inhibitor domain
Q9ULV8	[350, 409]	Zinc finger, C3HC4 type (RING finger)
Q9UPW8	[583, 610]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q9Y2K7	[567, 685]	PHD-finger
Q9Y6N6	[30, 98]	Laminin N-terminal (Domain VI)
Q9Y6R7	[1385, 1400]	von Willebrand factor type D domain
A0A0C4DH24	[75, 113]	Immunoglobulin V-set domain
B4DZS4	[249, 287]	T-complex protein 11
O00186	[502, 519]	Sec1 family
O00555	[252, 297]	Ion transport protein
O95248	[1115, 1156]	Myotubularin-like phosphatase domain
P08861	[203, 238]	Trypsin
P19397	[129, 172]	Tetraspanin family
Q14185	[588, 605]	C2 domain in Dock180 and Zizimin proteins
Q15633	[155, 195]	Double-stranded RNA binding motif
Q16630	[440, 488]	CPSF6-like, RSLD domain, N-terminal region
Q2QD12	[0, 18]	Ribulose-phosphate 3 epimerase family
Q5HYJ3	[0, 141]	FAM76 protein
Q5U5Q3	[602, 658]	Zinc finger, C3HC4 type (RING finger)
Q7Z4M0	[27, 54]	Meiotic recombination protein REC114-like
Q7Z7K0	[7, 68]	Cytochrome c oxidase biogenesis protein Cmc1 like
Q8IVN8	[110, 263]	SBSPON-like, C-terminal
Q8IZL8	[567, 633]	PELP1, middle domain
Q8TE58	[321, 356]	Reprolysin (M12B) family zinc metalloprotease
Q99733	[256, 271]	Nucleosome assembly protein (NAP)
Q9BY07	[679, 701]	HCO3- transporter integral membrane domain
Q9BYT5	[0, 73]	Keratin, high sulfur B2 protein
Q9NW08	[465, 489]	RNA polymerase Rpb2, domain 3
A0JNW5	[469, 490]	Bridge-like lipid transfer protein family member 3A/B
O00712	[96, 117]	MH1 domain
O15534	[274, 345]	Period circadian protein homolog 3-like, PAS-A domain
O76050	[511, 566]	Zinc finger, C3HC4 type (RING finger)
P15918	[94, 146]	RAG1 importin binding
P16519	[354, 386]	Subtilase family
P40425	[67, 110]	PBC domain
P49790	[716, 767]	Zn-finger in Ran binding protein and others
P49863	[137, 163]	Trypsin
P52743	[66, 84]	Zinc finger, C2H2 type
Q68DD2	[265, 313]	Cytosolic phospholipases A2 C2-domain
Q8NAC3	[392, 417]	Interleukin-17 receptor extracellular region
Q8WWL2	[43, 66]	Kinase non-catalytic C-lobe domain
Q8WZ59	[35, 91]	Transmembrane protein 190
Q9BQL6	[501, 528]	FERM central domain
Q9BXN1	[62, 100]	Leucine rich repeat N-terminal domain
Q9BXU7	[645, 667]	Ubiquitin carboxyl-terminal hydrolase
Q9C0K0	[45, 94]	BCL-11A-like CCHC zinc finger
Q9HCL2	[691, 708]	Glycerol-3-phosphate acyltransferase C-terminal region
Q9NRC6	[680, 706]	Spectrin repeat
Q9NYP9	[71, 162]	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q9UJU5	[186, 225]	Forkhead domain
Q9UK17	[453, 491]	Domain of unknown function (DUF3399)
Q9Y3R4	[120, 138]	BNR repeat-like domain
A1L4K1	[378, 397]	Fibronectin type III domain
O60259	[112, 250]	Trypsin
O95503	[365, 389]	CBX family C-terminal motif
P09497	[178, 224]	Clathrin light chain
P30926	[322, 341]	Neurotransmitter-gated ion-channel transmembrane region
P31689	[120, 217]	DnaJ central domain
Q16602	[90, 129]	Hormone receptor domain
Q6UX15	[172, 191]	Lectin C-type domain
Q6VVB1	[22, 90]	zinc-RING finger domain
Q86SG6	[476, 613]	RCC1-like domain
Q8IW19	[372, 394]	PBZ domain
Q8IWR1	[0, 22]	RING-type zinc-finger
Q8N126	[136, 163]	CD80-like C2-set immunoglobulin domain
Q96FI4	[0, 23]	Formamidopyrimidine-DNA glycosylase N-terminal domain
Q96H15	[42, 68]	Immunoglobulin V-set domain
Q96PX6	[164, 199]	CCDC85 family
Q96RU3	[586, 616]	SH3 domain
Q9BYG7	[190, 218]	MROH2B-like, HEAT repeats
Q9H2X0	[46, 124]	von Willebrand factor type C domain
Q9HAZ2	[81, 128]	PR domain zinc finger protein 2, PR domain
Q9HCM2	[501, 558]	Plexin repeat
Q9UBC3	[432, 455]	DNMT3, cysteine rich ADD domain, GATA1-like zinc finger
Q9ULJ3	[656, 689]	Zinc finger, C2H2 type
Q9UPA5	[170, 229]	Piccolo Zn-finger
Q9UQR1	[161, 182]	Zinc finger, C2H2 type
Q9Y5E4	[725, 759]	Cadherin cytoplasmic C-terminal
O95180	[271, 348]	Ion transport protein
O95625	[586, 617]	C2H2-type zinc finger
P04004	[17, 69]	Somatomedin B domain
P07205	[382, 411]	Phosphoglycerate kinase
P31994	[184, 201]	Immunoglobulin domain
P48059	[0, 37]	LIM domain
P49754	[815, 853]	Vps41 C-terminal RING finger domain
P51810	[0, 22]	Ocular albinism type 1 protein
P99999	[0, 34]	Cytochrome c
Q13231	[425, 465]	Chitin binding Peritrophin-A domain
Q14061	[21, 62]	Cytochrome C oxidase copper chaperone (COX17)
Q16270	[36, 88]	Insulin-like growth factor binding protein
Q16609	[18, 130]	Kringle domain
Q2M243	[174, 201]	Coiled-coil domain-containing protein 27
Q30KQ4	[25, 81]	Beta defensin
Q5JQC9	[549, 576]	A-kinase anchor protein 110 kDa (AKAP 110)
Q6ZS10	[343, 377]	Lectin C-type domain
Q86SQ4	[816, 832]	GPCR proteolysis site, GPS, motif
Q86V15	[1155, 1215]	CASZ1-like, zinc finger
Q8NAX2	[71, 114]	Domain of unknown function (DUF4656)
Q8WX93	[262, 289]	Immunoglobulin I-set domain
Q92824	[186, 226]	Subtilase family
Q9H6R6	[101, 132]	DHHC palmitoyltransferase
Q9NT68	[564, 889]	Teneurin EGF domain
Q9UGK8	[310, 416]	RCC1-like domain
Q9UIW2	[536, 616]	TIG domain
Q9UPN3	[843, 914]	SH3 domain
A6NFZ4	[59, 104]	FAM24 family
O15347	[7, 52]	HMG-box domain
O75478	[2, 69]	ADA2 ZZ-type zing finger
O95813	[188, 219]	DAN domain
P04054	[35, 147]	Phospholipase A2
P04233	[194, 266]	Thyroglobulin type-1 repeat
P0C7L1	[62, 96]	Kazal-type serine protease inhibitor domain
P13056	[121, 196]	Double treble clef zinc finger, C4 type
P24043	[57, 109]	Laminin N-terminal (Domain VI)
P24592	[162, 216]	Thyroglobulin type-1 repeat
P36897	[77, 118]	Activin types I and II receptor domain
P40394	[106, 122]	Alcohol dehydrogenase GroES-like domain
P56192	[408, 448]	tRNA synthetases class I (M)
Q13875	[17, 72]	FYVE-type zinc finger
Q2UY09	[1095, 1124]	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q3KNT7	[63, 107]	16S rRNA methyltransferase RsmB/F
Q5J5C9	[21, 60]	Beta defensin
Q76KX8	[18, 74]	KRAB box
Q8IXR5	[220, 270]	Coiled-coil and Nse Interacting (CANIN) domain
Q8TAT5	[501, 541]	GRF zinc finger
Q96G01	[514, 542]	Microtubule-associated protein Bicaudal-D
Q96QF0	[300, 328]	Rabin 8-like C-terminal domain
Q9P2Z0	[11, 80]	THAP domain
A6NP61	[246, 320]	Zinc-binding domain
O60664	[28, 72]	Perilipin family
O76074	[429, 453]	GAF domain
P05106	[24, 90]	Integrin plexin domain
P05997	[35, 97]	von Willebrand factor type C domain
P15509	[56, 77]	IL-3 receptor alpha chain N-terminal domain
P24666	[101, 146]	Low molecular weight phosphotyrosine protein phosphatase
P41439	[32, 184]	Folate receptor family
P42127	[94, 131]	Agouti protein
P43354	[253, 335]	Double treble clef zinc finger, C4 type
P63135	[1028, 1047]	Retro-transcribing viruses envelope glycoprotein
Q2I0M5	[22, 176]	Furin-like repeat, cysteine-rich
Q7RTZ1	[224, 278]	Trypsin
Q92630	[454, 506]	Protein kinase domain
Q969D9	[56, 84]	Thymic stromal lymphopoietin
Q96C12	[169, 197]	ARMC5
Q9BZJ3	[176, 196]	Trypsin
Q9GZM7	[243, 336]	Papain family cysteine protease
Q9NS23	[60, 118]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q9UHN6	[1141, 1159]	CEMIP domain X
A0A0G2JMM0	[228, 321]	Immunoglobulin domain
A1A5B4	[652, 680]	Calcium-activated chloride channel
A6NLU5	[120, 140]	Immunoglobulin V-set domain
O14618	[135, 154]	Copper/zinc superoxide dismutase (SODC)
O43865	[389, 405]	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
O60320	[124, 162]	CD20-like family
O95409	[237, 276]	Zic proteins zinc finger domain
P48443	[125, 215]	Double treble clef zinc finger, C4 type
P54317	[440, 468]	PLAT/LH2 domain
P86452	[278, 304]	BED zinc finger
Q13519	[10, 76]	Vertebrate endogenous opioids neuropeptide
Q5SNT2	[46, 137]	Ima1 N-terminal domain
Q5VUJ5	[439, 475]	Putative GTPase activating protein for Arf
Q5XPI4	[1243, 1306]	Zinc finger, C3HC4 type (RING finger)
Q6UWH4	[386, 410]	FAM198 protein
Q6ZTN6	[437, 459]	ANKRD13 C-terminal
Q71RG4	[226, 248]	Ubiquitin family
Q8NFH5	[240, 258]	Nup53/35/40-type RNA recognition motif
Q8NFU7	[582, 629]	CXXC zinc finger domain
Q969P6	[218, 233]	Eukaryotic DNA topoisomerase I, DNA binding fragment
Q96M53	[97, 149]	SPATIAL
Q96SI1	[248, 270]	BTB/POZ domain-containing protein KCTD1/15, C-terminal domain
Q9H2R5	[126, 244]	Trypsin
Q9P2P6	[548, 565]	FHA domain
E9PJ23	[219, 248]	Nuclear pore complex interacting protein (NPIP)
O95256	[46, 167]	Immunoglobulin domain
O95271	[819, 837]	Ankyrin repeats (3 copies)
P00387	[265, 300]	Oxidoreductase NAD-binding domain
P13591	[253, 350]	Immunoglobulin I-set domain
P14679	[234, 290]	Common central domain of tyrosinase
P32970	[159, 175]	TNF(Tumour Necrosis Factor) family
P35125	[840, 861]	Ubiquitin carboxyl-terminal hydrolase
P35558	[16, 58]	Phosphoenolpyruvate carboxykinase N-terminal domain
Q03181	[54, 147]	Double treble clef zinc finger, C4 type
Q15438	[339, 359]	PH domain
Q3L8U1	[2560, 2614]	BRK domain
Q53H47	[60, 132]	Pre-SET motif
Q86T96	[448, 472]	Zinc finger, C3HC4 type (RING finger)
Q86Y97	[174, 249]	SET domain
Q8TAA1	[77, 187]	Pancreatic ribonuclease
Q96JH7	[38, 90]	VCIP135 N-terminal
Q96P63	[55, 87]	Serpin (serine protease inhibitor)
Q9BV36	[49, 105]	FYVE-type zinc finger
Q9H0H5	[289, 344]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q9H6B1	[194, 224]	Zinc-finger of C2H2 type
Q9HA38	[57, 104]	Zinc-finger of C2H2 type
Q9Y639	[229, 261]	Immunoglobulin I-set domain
A0A087WXM9	[200, 219]	Meiosis-specific kinetochore protein
B1AK53	[300, 341]	Ankyrin repeats (3 copies)
O14495	[162, 184]	PAP2 superfamily
O95639	[243, 268]	Zinc knuckle
P13671	[403, 446]	MAC/Perforin domain
P26012	[37, 95]	Integrin plexin domain
P36894	[44, 153]	Activin types I and II receptor domain
P43403	[56, 115]	SH2 domain
P47871	[61, 82]	Hormone receptor domain
Q15195	[31, 71]	PAN domain
