Accession_number	Region	Region_length
Q9BY31	[729, 830]	102
Q9H172	[334, 362]	29
Q9UIC8	[2, 33]	32
Q9UM44	[371, 406]	36
Q9Y2Y4	[362, 415]	54
Q9Y2Y4	[469, 486]	18
O14773	[517, 535]	19
O43482	[1, 27]	27
P30530	[844, 875]	32
P78385	[2, 38]	37
P78385	[412, 492]	81
Q12933	[94, 232]	139
Q15973	[75, 332]	258
Q8N5C8	[678, 711]	34
Q96AP0	[176, 245]	70
Q96AP0	[411, 431]	21
Q9H3R2	[166, 192]	27
Q9H3R2	[327, 410]	84
A0AAG2TVJ1	[328, 355]	28
O43257	[94, 153]	60
O75373	[106, 132]	27
O75373	[164, 215]	52
O75373	[248, 299]	52
O75373	[360, 411]	52
P01860	[72, 168]	97
P17019	[105, 140]	36
P17019	[158, 239]	82
P17019	[439, 490]	52
Q13263	[54, 193]	140
Q13263	[703, 726]	24
Q5MCW4	[149, 174]	26
Q5MCW4	[205, 256]	52
Q5MCW4	[373, 424]	52
Q8N5P1	[186, 273]	88
Q8N859	[277, 328]	52
Q9UJ78	[323, 420]	98
Q9Y278	[43, 75]	33
O15535	[166, 192]	27
O15535	[245, 296]	52
P0CJ79	[214, 312]	99
P42701	[24, 39]	16
P42701	[185, 205]	21
Q7L3S4	[57, 105]	49
Q7Z7A3	[0, 18]	19
Q8TF42	[356, 390]	35
Q8WUA4	[542, 563]	22
Q92838	[14, 37]	24
Q96IK5	[33, 71]	39
Q9H1Z9	[19, 57]	39
Q9UDY8	[721, 739]	19
Q9UDY8	[766, 793]	28
O00602	[100, 120]	21
O95633	[84, 252]	169
P28698	[347, 398]	52
P28698	[478, 527]	50
P49795	[28, 85]	58
P52739	[282, 331]	50
P52739	[347, 395]	49
Q2M385	[390, 413]	24
Q7L7V1	[722, 742]	21
Q8N7S2	[143, 188]	46
Q8NBF1	[1, 21]	21
Q8NBF1	[54, 109]	56
Q8NBF1	[196, 212]	17
Q8NBF1	[253, 308]	56
Q8NBF1	[589, 606]	18
Q9HC57	[133, 189]	57
Q9NQZ8	[64, 144]	81
Q9NQZ8	[401, 452]	52
O95685	[15, 41]	27
O95685	[82, 104]	23
Q8IUA0	[41, 240]	200
Q8N141	[161, 212]	52
Q8N141	[441, 492]	52
Q8N895	[244, 295]	52
Q8N895	[605, 644]	40
Q8N895	[682, 708]	27
Q92743	[21, 139]	119
Q96BH1	[187, 210]	24
Q96S21	[262, 280]	19
Q96SE7	[280, 331]	52
Q96SE7	[644, 695]	52
Q96SL8	[12, 121]	110
Q96SL8	[191, 242]	52
Q96SL8	[322, 372]	51
Q96SL8	[405, 450]	46
Q9ULV3	[513, 540]	28
A6NFQ7	[171, 190]	20
P00748	[49, 139]	91
P00748	[151, 280]	130
P00750	[66, 98]	33
P17025	[225, 276]	52
P49759	[41, 61]	21
P51582	[345, 364]	20
Q08050	[149, 176]	28
Q15695	[316, 340]	25
Q6PJE2	[118, 174]	57
Q6Q0C0	[185, 291]	107
A0A140TA64	[0, 209]	210
A6NDA9	[492, 537]	46
O15499	[0, 27]	28
O15499	[53, 86]	34
P11161	[331, 384]	54
P11161	[432, 475]	44
P41182	[337, 365]	29
P41182	[464, 616]	153
P51884	[31, 52]	22
P83881	[1, 24]	24
Q02386	[242, 318]	77
Q5VTD9	[183, 234]	52
Q6DD87	[57, 108]	52
Q6DD87	[271, 294]	24
Q6DD87	[308, 359]	52
Q8N8L2	[3, 51]	49
Q9H8W5	[18, 33]	16
Q9H8W5	[124, 168]	45
Q9H8W5	[499, 571]	73
Q9HBF4	[0, 118]	119
Q9HBF4	[432, 484]	53
Q9NZL3	[167, 637]	471
P0C7A2	[0, 39]	40
Q14929	[225, 306]	82
Q14929	[393, 447]	55
Q5U5X8	[0, 28]	29
Q5U5X8	[305, 329]	25
Q6P1L6	[260, 311]	52
Q9NSB4	[1, 50]	50
Q9NSB4	[458, 501]	44
Q9NZV8	[552, 597]	46
Q9Y2D8	[567, 608]	42
A6NC86	[77, 203]	127
A6PVC2	[685, 707]	23
A6PVC2	[745, 849]	105
O60393	[231, 251]	21
O60393	[552, 620]	69
Q147X3	[23, 43]	21
Q8NFN8	[745, 775]	31
Q9BSI4	[345, 392]	48
Q9BSI4	[415, 450]	36
Q9H7L2	[284, 351]	68
Q9H7R5	[169, 220]	52
Q9UPX6	[111, 175]	65
B4DU55	[223, 274]	52
O43781	[32, 55]	24
P60370	[0, 270]	271
Q14258	[86, 195]	110
Q6PII5	[223, 289]	67
Q6ZMJ4	[184, 208]	25
Q96A37	[8, 81]	74
Q96NS5	[240, 269]	30
Q99697	[0, 21]	22
Q9H4P4	[97, 143]	47
Q9NP72	[188, 205]	18
Q9P0K9	[93, 113]	21
Q9P2Y4	[154, 203]	50
Q9UDV6	[276, 330]	55
Q9UDV6	[418, 469]	52
Q9Y5B0	[112, 136]	25
Q9Y6T7	[278, 334]	57
A0AAQ5BID4	[1, 39]	39
P00734	[49, 138]	90
P05556	[393, 694]	302
P49640	[336, 372]	37
P51815	[356, 407]	52
Q6UW60	[585, 610]	26
Q6UW60	[638, 712]	75
Q6ZNA5	[193, 210]	18
Q6ZVD7	[230, 253]	24
Q96F83	[276, 305]	30
Q9BX74	[56, 78]	23
Q9H2U9	[602, 662]	61
Q9NQG7	[494, 529]	36
Q9P255	[73, 113]	41
Q9P255	[131, 267]	137
Q9P255	[384, 435]	52
P06239	[0, 27]	28
P55001	[140, 182]	43
Q3KQV3	[116, 146]	31
Q3KQV3	[190, 266]	77
Q66K89	[211, 275]	65
Q66K89	[426, 477]	52
Q6NSZ9	[339, 389]	51
Q6NVV9	[321, 338]	18
Q6NVV9	[349, 397]	49
Q6UXH1	[20, 43]	24
Q6UXH1	[78, 96]	19
Q6UXH1	[125, 339]	215
Q7Z304	[495, 518]	24
Q8IUN9	[124, 145]	22
Q8IUN9	[162, 190]	29
Q8WUT4	[351, 386]	36
Q8WUT4	[541, 579]	39
Q92613	[155, 223]	69
Q92633	[321, 337]	17
Q9BXQ6	[157, 197]	41
Q9BZM3	[39, 73]	35
Q9H7X3	[116, 197]	82
Q9NQ30	[18, 135]	118
O14753	[0, 86]	87
O14753	[109, 196]	88
P54368	[46, 75]	30
Q06416	[56, 79]	24
Q15916	[292, 314]	23
Q15916	[373, 396]	24
Q6S5L8	[393, 473]	81
Q8IWS0	[6, 54]	49
Q8IWS0	[201, 224]	24
Q8N819	[394, 415]	22
Q8ND76	[0, 17]	18
Q8WXB4	[475, 526]	52
Q9BYM8	[191, 226]	36
Q9BYM8	[399, 426]	28
Q9BYM8	[436, 509]	74
Q9GZV8	[419, 440]	22
Q9GZV8	[451, 497]	47
Q9GZV8	[508, 555]	48
Q9NQV5	[23, 83]	61
Q9UHI8	[406, 554]	149
H3BPM6	[205, 222]	18
O75928	[410, 462]	53
P25942	[10, 189]	180
Q03936	[164, 243]	80
Q03936	[472, 523]	52
Q03936	[556, 578]	23
Q13275	[544, 582]	39
Q14119	[165, 216]	52
Q15323	[1, 57]	57
Q15323	[351, 415]	65
Q15915	[260, 278]	19
Q15915	[293, 348]	56
Q96HC4	[409, 427]	19
Q9H091	[238, 263]	26
Q9NTQ9	[217, 243]	27
Q9Y2T1	[530, 561]	32
Q9Y2T1	[693, 725]	33
Q9Y5H6	[725, 741]	17
P01130	[16, 390]	375
P32241	[26, 71]	46
P60827	[18, 38]	21
P78536	[442, 612]	171
Q13105	[297, 376]	80
Q14586	[258, 285]	28
Q14586	[313, 525]	213
Q2M3W8	[220, 279]	60
Q2M3W8	[424, 540]	117
Q2M3W8	[551, 570]	20
Q6NUI6	[29, 57]	29
Q6NUI6	[385, 423]	39
Q8N944	[821, 853]	33
Q8N966	[77, 93]	17
Q8TDF6	[556, 644]	89
Q8WX94	[955, 979]	25
Q96DX8	[143, 178]	36
Q9BR84	[96, 212]	117
Q9BR84	[288, 339]	52
Q9H4Q4	[290, 313]	24
O15529	[324, 345]	22
O43278	[30, 50]	21
O43278	[239, 256]	18
O43278	[276, 400]	125
P20800	[26, 50]	25
P20800	[85, 119]	35
P21709	[220, 340]	121
Q13670	[37, 53]	17
Q13670	[104, 152]	49
Q5FYB0	[0, 22]	23
Q6ECI4	[247, 382]	136
Q6ZN19	[192, 243]	52
Q6ZN19	[435, 553]	119
Q8IWU5	[709, 731]	23
Q8IWU5	[812, 831]	20
Q9BTV6	[366, 386]	21
Q9BUZ4	[82, 291]	210
Q9BXI9	[46, 69]	24
Q9ULK2	[107, 127]	21
A6NM28	[143, 194]	52
A6NM28	[255, 306]	52
O43361	[289, 340]	52
O43361	[474, 525]	52
O43361	[659, 762]	104
P24864	[52, 83]	32
P60852	[225, 274]	50
P60852	[535, 554]	20
Q6DRA6	[88, 116]	29
Q96NX5	[364, 443]	80
Q96NX5	[454, 475]	22
Q9HCZ1	[228, 279]	52
Q9UII5	[26, 74]	49
Q9UII5	[151, 202]	52
Q9UII5	[235, 286]	52
Q9UII5	[599, 678]	80
Q9UII5	[767, 782]	16
A6NFC9	[194, 231]	38
O94892	[196, 247]	52
O94892	[448, 499]	52
P0C0E4	[251, 277]	27
P10643	[26, 137]	112
P10643	[449, 580]	132
P10643	[648, 842]	195
Q05516	[395, 418]	24
Q05516	[509, 588]	80
Q13351	[270, 325]	56
Q3MIS6	[204, 311]	108
Q3MIS6	[456, 627]	172
Q6P9A3	[266, 318]	53
Q6P9A3	[464, 515]	52
Q6UWJ8	[0, 15]	16
Q8NC26	[112, 146]	35
Q8NC26	[268, 346]	79
Q8NEP3	[36, 59]	24
Q92466	[27, 58]	32
Q9H1U4	[193, 430]	238
Q9HB63	[262, 466]	205
Q9HB63	[498, 515]	18
Q9NYF5	[322, 419]	98
Q9UBB9	[380, 399]	20
Q9UGR2	[414, 454]	41
Q9UGR2	[751, 783]	33
Q9UGR2	[839, 856]	18
O75792	[3, 34]	32
O94842	[561, 598]	38
P78325	[304, 647]	344
Q14213	[16, 32]	17
Q17R60	[677, 756]	80
Q5JVG8	[105, 141]	37
Q5JVG8	[192, 299]	108
Q5JVG8	[360, 411]	52
Q7RTU3	[228, 253]	26
Q9P0T4	[0, 23]	24
Q9P0T4	[75, 95]	21
Q9P0T4	[106, 159]	54
A6NCL2	[24, 61]	38
A6NER0	[523, 545]	23
B2RXF5	[194, 221]	28
B2RXF5	[283, 308]	26
B2RXF5	[325, 400]	76
O15105	[49, 70]	22
P0DTL6	[140, 218]	79
P57729	[194, 210]	17
Q02487	[665, 683]	19
Q02487	[786, 828]	43
Q18PE1	[481, 503]	23
Q3ZLR7	[198, 253]	56
Q3ZLR7	[268, 307]	40
Q6EMK4	[21, 47]	27
Q6ZNA4	[580, 601]	22
Q6ZNA4	[917, 952]	36
Q8IYR6	[34, 245]	212
Q8IYR6	[263, 309]	47
Q8IYR6	[351, 368]	18
Q8N782	[248, 478]	231
Q8NDY4	[68, 89]	22
Q9UJW7	[192, 213]	22
Q9UJW7	[227, 258]	32
Q9UJW7	[340, 393]	54
Q9UJW7	[619, 824]	206
P60372	[0, 400]	401
Q05923	[136, 152]	17
Q15633	[322, 346]	25
Q1L5Z9	[132, 175]	44
Q8IU68	[664, 689]	26
Q8IUX8	[25, 198]	174
Q8IVN8	[14, 141]	128
Q8TE58	[460, 592]	133
Q8TE58	[840, 949]	110
Q9BS31	[169, 220]	52
O76050	[31, 58]	28
O76050	[474, 505]	32
P30260	[168, 193]	26
P54274	[33, 56]	24
P59990	[0, 95]	96
Q14872	[118, 156]	39
Q14872	[191, 245]	55
Q14872	[623, 647]	25
Q5U623	[151, 178]	28
Q5U623	[233, 271]	39
Q8N100	[0, 38]	39
Q9C0K0	[124, 154]	31
Q9C0K0	[169, 225]	57
Q9C0K0	[787, 868]	82
Q9H871	[368, 384]	17
Q9NYP9	[0, 34]	35
O43854	[17, 167]	151
Q6PJF5	[488, 525]	38
Q6PJF5	[538, 610]	73
Q6PJT7	[590, 721]	132
Q6VVB1	[101, 121]	21
Q8IZC7	[65, 116]	52
Q8IZC7	[216, 267]	52
Q8N9K5	[198, 251]	54
Q9NX94	[244, 296]	53
Q9UBC3	[382, 412]	31
Q9UQR1	[162, 213]	52
A0A087WXS9	[523, 545]	23
P0C7U0	[284, 303]	20
Q15061	[0, 19]	20
Q16270	[19, 165]	147
Q8NAX2	[14, 35]	22
Q8NDL9	[839, 881]	43
Q9H6R6	[387, 407]	21
Q9NZC7	[373, 389]	17
Q9UK39	[49, 74]	26
Q9Y5A6	[268, 319]	52
Q9Y5B8	[227, 242]	16
D6RGH6	[0, 60]	61
P04233	[202, 239]	38
P22735	[37, 60]	24
P24592	[20, 113]	94
Q13572	[346, 412]	67
Q68DY9	[163, 192]	30
Q68DY9	[202, 226]	25
Q68DY9	[241, 308]	68
Q68DY9	[425, 476]	52
Q6XR72	[395, 437]	43
Q6XR72	[451, 484]	34
Q76KX8	[273, 381]	109
Q8IXR5	[568, 590]	23
Q8TAT5	[242, 294]	53
Q96CK0	[489, 542]	54
Q96G01	[952, 974]	23
Q96MM3	[179, 226]	48
Q96PD2	[2, 20]	19
Q96SR6	[278, 338]	61
Q9P2Z0	[119, 155]	37
O43623	[119, 199]	81
O76074	[68, 88]	21
O95081	[19, 53]	35
O95190	[4, 30]	27
P05106	[455, 684]	230
P17026	[46, 97]	52
Q2I0M5	[21, 46]	26
Q3ZCX4	[241, 292]	52
Q7Z3S9	[0, 218]	219
Q9GZM7	[21, 60]	40
Q9GZM7	[116, 148]	33
Q9NS23	[29, 52]	24
A8MTQ0	[50, 80]	31
O60320	[212, 232]	21
O75558	[264, 285]	22
O75829	[271, 298]	28
P07911	[22, 191]	170
P07911	[279, 321]	43
P29317	[219, 334]	116
P60371	[0, 364]	365
Q99965	[362, 543]	182
Q99965	[584, 644]	61
Q9BQ66	[0, 200]	201
Q9UM82	[372, 417]	46
Q9UM82	[449, 501]	53
P0C7M6	[0, 15]	16
P0DKX0	[108, 132]	25
P0DKX0	[147, 173]	27
P0DKX0	[217, 270]	54
P14679	[21, 57]	37
P21506	[197, 279]	83
P47974	[148, 221]	74
P47974	[282, 366]	85
Q03938	[164, 243]	80
Q03938	[304, 355]	52
Q03938	[388, 439]	52
Q16589	[290, 324]	35
Q53H47	[1, 47]	47
Q53H47	[307, 333]	27
Q5MJ68	[168, 234]	67
Q86T96	[92, 116]	25
Q86VH5	[28, 47]	20
Q86Y97	[275, 318]	44
Q86Y97	[353, 373]	21
Q92664	[53, 75]	23
Q92664	[91, 194]	104
Q92664	[208, 262]	55
Q92664	[331, 358]	28
Q9HA38	[50, 84]	35
Q9HA38	[228, 260]	33
O95639	[122, 171]	50
P13671	[31, 189]	159
P13671	[510, 653]	144
P13671	[731, 807]	77
P13671	[825, 872]	48
P26012	[402, 435]	34
P26012	[457, 671]	215
P43403	[79, 111]	33
P55291	[569, 591]	23
Q14192	[37, 201]	165
Q2TAL6	[155, 324]	170
Q8IW52	[331, 360]	30
Q969F8	[11, 33]	23
Q9BYR4	[0, 194]	195
P31260	[156, 187]	32
P49746	[255, 548]	294
Q49A33	[0, 18]	19
Q49A33	[54, 105]	52
Q6AZY7	[11, 48]	38
Q6ZTA4	[0, 39]	40
Q6ZTA4	[136, 171]	36
Q86X02	[154, 176]	23
Q8TAU3	[53, 106]	54
Q8TAU3	[259, 509]	251
Q8WYN3	[493, 524]	32
Q92784	[189, 212]	24
Q92784	[251, 362]	112
Q9HB58	[509, 597]	89
Q9UK12	[136, 285]	150
Q9UK12	[300, 321]	22
Q9UK12	[332, 435]	104
Q9Y3L5	[166, 182]	17
Q9Y5K3	[32, 64]	33
A6NI86	[212, 330]	119
O75290	[148, 207]	60
O75290	[316, 378]	63
P17010	[447, 502]	56
P17010	[710, 761]	52
P23142	[30, 591]	562
P78358	[64, 85]	22
Q2VPB7	[142, 161]	20
Q6VB84	[287, 308]	22
Q6VB84	[320, 416]	97
Q8IUK5	[345, 365]	21
Q8WV44	[172, 193]	22
Q96BQ3	[93, 124]	32
Q96C10	[194, 228]	35
Q9H2S9	[150, 233]	84
Q9H2S9	[548, 572]	25
Q9NWK9	[200, 263]	64
Q9UC06	[93, 154]	62
Q9UFB7	[427, 500]	74
Q9UFB7	[539, 590]	52
Q9UFB7	[623, 691]	69
Q9Y4W2	[688, 708]	21
Q9Y6M5	[422, 456]	35
A0AAG2UUX9	[664, 692]	29
A0AAG2UUX9	[710, 744]	35
O14798	[37, 158]	122
O14830	[725, 752]	28
O75030	[194, 222]	29
O75618	[142, 171]	30
P0C7V6	[198, 253]	56
P0C7V6	[268, 307]	40
Q3SYB3	[287, 308]	22
Q3SYB3	[320, 416]	97
Q7Z4K8	[119, 142]	24
Q7Z4K8	[161, 206]	46
Q86UW9	[185, 210]	26
Q86UW9	[401, 424]	24
Q86UW9	[459, 481]	23
Q8IY42	[0, 15]	16
Q8TAQ5	[121, 181]	61
Q8TAQ5	[298, 461]	164
Q8TF32	[195, 233]	39
Q8TF32	[251, 302]	52
Q96DT7	[265, 284]	20
Q96DT7	[797, 817]	21
Q9H0M5	[0, 18]	19
Q9H0M5	[241, 320]	80
Q9H6P5	[343, 360]	18
Q9HD26	[0, 21]	22
O60481	[286, 304]	19
O60481	[319, 374]	56
P20333	[25, 209]	185
P20333	[372, 397]	26
Q13444	[354, 592]	239
Q13444	[624, 692]	69
Q13444	[720, 742]	23
Q5BJF6	[4, 42]	39
Q86UY8	[25, 45]	21
Q8ND82	[341, 386]	46
Q8ND82	[404, 420]	17
Q8ND82	[433, 449]	17
Q8ND82	[461, 484]	24
Q8ND82	[603, 626]	24
Q8ND82	[645, 675]	31
Q92935	[69, 87]	19
Q96ND8	[203, 254]	52
C9JPN9	[34, 61]	28
O95389	[154, 188]	35
P48740	[132, 158]	27
Q2MKA7	[27, 52]	26
Q5CZA5	[157, 245]	89
Q5CZA5	[394, 469]	76
Q5T0T0	[260, 287]	28
Q6UX68	[596, 620]	25
Q6UX68	[647, 683]	37
Q96A84	[91, 113]	23
Q96A84	[123, 146]	24
Q96BR6	[50, 85]	36
Q96BR6	[266, 455]	190
Q9BYT3	[2, 35]	34
Q9HAV5	[0, 127]	128
Q9UGI0	[56, 116]	61
Q9UGI0	[126, 181]	56
Q9UP38	[105, 122]	18
Q9Y4R7	[645, 669]	25
P17544	[0, 23]	24
Q6IA86	[694, 714]	21
Q6IA86	[761, 823]	63
Q6PIS1	[557, 575]	19
Q71RC9	[56, 76]	21
Q8TBZ8	[132, 211]	80
Q8WXT5	[287, 308]	22
Q8WXT5	[320, 415]	96
Q969Q0	[1, 24]	24
Q9BYR0	[0, 154]	155
Q9NZJ0	[439, 463]	25
Q9NZJ0	[533, 599]	67
Q9NZJ0	[622, 652]	31
Q9NZJ0	[699, 729]	31
Q9UKF2	[389, 568]	180
Q9UKF2	[601, 658]	58
Q9Y6Q6	[26, 151]	126
Q9Y6Q6	[252, 321]	70
Q9Y6Q6	[378, 458]	81
A0A1W2PQL4	[107, 367]	261
A6NMD0	[62, 85]	24
A8K8V0	[142, 186]	45
A8K8V0	[303, 374]	72
O76071	[223, 244]	22
P20851	[180, 211]	32
P22888	[24, 45]	22
P26717	[103, 119]	17
P41440	[535, 589]	55
Q30KQ7	[20, 41]	22
Q3KP44	[46, 68]	23
Q5HYK9	[79, 186]	108
Q5HYK9	[312, 344]	33
Q5HYK9	[377, 431]	55
Q5QP82	[401, 466]	66
Q7Z2W4	[146, 196]	51
Q7Z2W4	[502, 529]	28
Q8N323	[293, 314]	22
Q8NC06	[197, 263]	67
Q92796	[0, 22]	23
Q96DX7	[21, 50]	30
Q9UJJ7	[214, 236]	23
D6RBM5	[34, 61]	28
O60548	[0, 16]	17
O75636	[15, 51]	37
O75636	[75, 99]	25
P82663	[128, 151]	24
Q13569	[340, 363]	24
Q6MZW2	[54, 115]	62
Q8WWX0	[162, 180]	19
Q96A61	[172, 193]	22
Q96A61	[204, 233]	30
Q96E09	[231, 264]	34
Q96EP1	[417, 453]	37
Q9H8M5	[0, 16]	17
Q9Y4X0	[0, 100]	101
A8MVA2	[0, 159]	160
O75123	[114, 166]	53
O75123	[198, 277]	80
P17022	[399, 450]	52
P83110	[13, 131]	119
Q6ZNB6	[201, 836]	636
Q96B33	[266, 291]	26
Q9NUD5	[328, 402]	75
A2RTX5	[36, 78]	43
O15232	[260, 457]	198
O75170	[750, 778]	29
P18564	[396, 685]	290
P35869	[692, 723]	32
P35869	[753, 783]	31
P98155	[17, 413]	397
P98155	[703, 758]	56
Q15582	[81, 96]	16
Q5T1N1	[593, 689]	97
Q5T9A4	[614, 647]	34
Q6PEZ8	[28, 49]	22
Q8IUE0	[146, 176]	31
Q8N448	[120, 146]	27
Q8TF68	[219, 270]	52
Q8TF68	[308, 389]	82
Q96MX3	[103, 154]	52
Q96MX3	[183, 234]	52
Q96MX3	[266, 345]	80
Q96MX3	[536, 585]	50
Q9C0B0	[79, 156]	78
Q9C0B0	[210, 323]	114
Q9C0B0	[360, 392]	33
Q9C0B0	[758, 809]	52
Q9HCG1	[242, 299]	58
Q9P2F5	[159, 241]	83
Q9UF47	[129, 149]	21
Q9UF47	[180, 198]	19
Q9UJN7	[98, 151]	54
Q9UKA1	[658, 690]	33
A0A7I2V3R4	[24, 64]	41
A0A7I2V3R4	[212, 231]	20
O00634	[244, 456]	213
P07602	[187, 209]	23
P0CG37	[78, 131]	54
P0CG37	[188, 222]	35
Q07444	[103, 119]	17
Q1XH10	[260, 290]	31
Q1XH10	[311, 335]	25
Q5T5N4	[14, 39]	26
Q8N567	[119, 235]	117
Q96NZ8	[20, 143]	124
Q96NZ8	[288, 425]	138
Q96NZ8	[482, 500]	19
Q9BRA0	[5, 25]	21
Q9H000	[0, 60]	61
Q9H000	[160, 218]	59
Q9H963	[0, 22]	23
Q9H963	[41, 128]	88
Q9Y5X2	[443, 464]	22
A6NK75	[117, 147]	31
A6NK75	[173, 308]	136
A6NK75	[425, 476]	52
O43559	[0, 16]	17
O95185	[267, 372]	106
P0CG40	[297, 348]	52
P28562	[150, 169]	20
P63145	[537, 604]	68
P63145	[646, 665]	20
Q14532	[0, 80]	81
Q14532	[394, 447]	54
Q3MIP1	[273, 295]	23
Q7Z569	[380, 400]	21
Q8IYB9	[55, 87]	33
Q8IYB9	[105, 145]	41
Q8IYB9	[164, 298]	135
Q8N130	[269, 309]	41
Q8N130	[567, 582]	16
Q9BSW7	[23, 49]	27
Q9H1R3	[238, 266]	29
Q9UIS9	[120, 283]	164
Q9Y2X9	[252, 303]	52
P05129	[9, 26]	18
P05129	[78, 101]	24
Q01860	[58, 79]	22
Q14332	[219, 234]	16
Q5SVQ8	[352, 403]	52
Q5SVQ8	[413, 436]	24
Q5SVQ8	[687, 738]	52
Q5VZF2	[13, 75]	63
Q5VZF2	[315, 350]	36
Q6XUX3	[47, 72]	26
Q6ZMS7	[427, 480]	54
Q86W11	[292, 371]	80
Q8TA94	[54, 117]	64
Q8TA94	[160, 204]	45
Q8TA94	[216, 296]	81
Q9HCP0	[396, 417]	22
Q9NQC1	[191, 222]	32
Q9NRH1	[143, 195]	53
Q9NUQ3	[35, 73]	39
Q9P2J8	[267, 320]	54
Q9P2J8	[659, 822]	164
A1A519	[306, 329]	24
O15204	[358, 469]	112
O95365	[373, 424]	52
P17041	[68, 119]	52
P60412	[0, 297]	298
Q14114	[30, 393]	364
Q14114	[686, 732]	47
Q6IPX1	[523, 545]	23
Q6PJ61	[519, 544]	26
Q6PJ61	[562, 598]	37
Q6ZMJ2	[28, 48]	21
Q6ZN57	[35, 63]	29
Q6ZN57	[93, 144]	52
Q8IVT5	[145, 166]	22
Q8IVT5	[352, 399]	48
Q8TBE0	[383, 405]	23
Q8TBE0	[428, 489]	62
Q96AC6	[814, 837]	24
Q96N95	[242, 293]	52
Q96RL6	[462, 482]	21
Q9BYQ6	[0, 194]	195
B7ZBB8	[66, 86]	21
B7ZBB8	[113, 136]	24
O95672	[89, 104]	16
P24386	[558, 614]	57
Q13191	[338, 422]	85
Q13342	[167, 206]	40
Q13342	[336, 364]	29
Q13342	[443, 468]	26
Q68BL8	[64, 137]	74
Q8IY22	[307, 324]	18
Q8IY22	[345, 372]	28
Q8N7E2	[0, 20]	21
Q8NBK3	[32, 61]	30
Q8NCF0	[217, 287]	71
Q8NCN4	[17, 37]	21
Q9Y5W9	[220, 241]	22
O00408	[0, 20]	21
O75610	[240, 270]	31
P10253	[0, 15]	16
Q02086	[494, 541]	48
Q15940	[9, 116]	108
Q6PEW1	[336, 359]	24
Q8IYN0	[0, 18]	19
Q8IYN0	[138, 177]	40
Q8IYN0	[196, 221]	26
Q8IYN0	[252, 305]	54
Q8N8B7	[279, 305]	27
Q8TF20	[20, 69]	50
Q8TF20	[200, 251]	52
Q8TF20	[620, 671]	52
Q9H165	[101, 130]	30
Q9H165	[152, 184]	33
Q9H165	[733, 814]	82
A2RRH5	[477, 516]	40
O75200	[258, 336]	79
P30291	[16, 31]	16
Q6IV72	[113, 134]	22
Q6IV72	[178, 228]	51
Q86YD5	[12, 119]	108
Q8N565	[5, 27]	23
Q8NFT8	[27, 141]	115
Q8NFT8	[304, 610]	307
Q9BRP0	[102, 197]	96
Q9NS67	[350, 370]	21
Q9NU63	[110, 189]	80
Q9NU63	[271, 303]	33
Q9NU63	[373, 390]	18
Q9Y4X5	[383, 399]	17
P17024	[63, 119]	57
P17024	[134, 198]	65
P17024	[219, 409]	191
Q6ZMT4	[29, 45]	17
Q6ZMT4	[738, 797]	60
Q6ZSA7	[219, 236]	18
Q86UP0	[606, 626]	21
Q86YE8	[181, 232]	52
Q86YE8	[545, 596]	52
Q8TEU8	[35, 169]	135
Q99593	[312, 340]	29
Q9NP90	[178, 200]	23
Q9UHX3	[19, 268]	250
Q9UIF7	[276, 348]	73
Q9Y5I2	[723, 739]	17
O95390	[294, 315]	22
Q09FC8	[47, 81]	35
Q09FC8	[139, 177]	39
Q09FC8	[236, 390]	155
Q13829	[0, 15]	16
Q3KNW1	[143, 183]	41
Q3KNW1	[193, 291]	99
Q8TAW3	[221, 252]	32
Q8TAW3	[276, 327]	52
Q96H55	[668, 703]	36
Q96PQ6	[213, 264]	52
Q96RR4	[47, 71]	25
Q96RR4	[110, 132]	23
Q9BRR0	[268, 328]	61
Q9BRR0	[471, 522]	52
Q9Y6R6	[156, 236]	81
Q9Y6R6	[315, 403]	89
Q9Y6R6	[744, 791]	48
A0A0M3HER8	[309, 338]	30
D6R9N7	[34, 61]	28
O43167	[272, 336]	65
O95125	[388, 439]	52
O95125	[472, 523]	52
P0DP72	[383, 416]	34
P0DP72	[470, 503]	34
P98169	[198, 233]	36
P98169	[262, 320]	59
P98169	[433, 451]	19
Q14162	[13, 423]	411
Q17RG1	[565, 600]	36
Q5JRS4	[277, 312]	36
Q5T619	[270, 321]	52
Q8IYH5	[153, 181]	29
Q8IYH5	[204, 227]	24
Q8N3G9	[384, 401]	18
Q8NFH8	[14, 36]	23
Q96PV7	[72, 95]	24
Q96PV7	[119, 173]	55
Q96PV7	[318, 386]	69
Q96RU8	[36, 62]	27
Q96SK3	[66, 128]	63
Q96SK3	[161, 211]	51
Q96SK3	[468, 519]	52
Q96SK3	[552, 603]	52
Q9HBK9	[349, 374]	26
A8MUV8	[108, 326]	219
A8MUV8	[387, 472]	86
O15327	[199, 219]	21
O95998	[40, 63]	24
P0CG00	[343, 496]	154
P19883	[77, 325]	249
P41743	[102, 131]	30
Q2TB18	[629, 654]	26
Q6L8G4	[0, 155]	156
Q6ZSS3	[170, 249]	80
Q86VV4	[189, 210]	22
O95235	[752, 787]	36
O95235	[849, 875]	27
P07988	[288, 311]	24
P0C7X1	[523, 545]	23
P0DPK4	[0, 275]	276
Q2VPA4	[401, 422]	22
Q5SZB4	[178, 200]	23
Q5TGY1	[608, 633]	26
