Accession_number	Region	Domain
O14964	[162, 220]	FYVE zinc finger
O75554	[8, 35]	U1 zinc finger
P02461	[32, 88]	von Willebrand factor type C domain
P02461	[1231, 1275]	Fibrillar collagen C-terminal domain
P09455	[73, 107]	Lipocalin / cytosolic fatty-acid binding protein family
P78385	[61, 107]	Keratin type II head
Q13241	[133, 176]	Lectin C-type domain
Q13637	[140, 166]	Ras family
Q14721	[53, 84]	BTB/POZ domain
Q7Z6W1	[166, 179]	Transmembrane and coiled-coil domain-containing protein 2
Q8IY37	[597, 612]	Helicase conserved C-terminal domain
Q8N5C8	[11, 50]	CUE domain
Q8NBR6	[482, 493]	MINDY deubiquitinase
Q8NDX5	[783, 812]	Zinc finger, FCS-type
Q8WXH0	[6072, 6122]	Spectrin repeat
Q9BYV1	[216, 265]	Aminotransferase class-III
Q9UPQ3	[611, 642]	Putative GTPase activating protein for Arf
A0AAG2TVJ1	[374, 410]	GM130 C-terminal binding motif
B3GLJ2	[28, 55]	u-PAR/Ly-6 domain
O00562	[918, 932]	PITM 1-3, beta-sandwich domain
O15254	[411, 433]	Acyl-CoA oxidase, C-alpha1 domain
P01860	[13, 52]	Immunoglobulin C1-set domain
P02795	[1, 59]	Metallothionein
P09001	[318, 333]	Ribosomal protein L3
P12318	[92, 108]	Immunoglobulin domain
P20908	[1611, 1690]	Fibrillar collagen C-terminal domain
P33992	[163, 217]	MCM OB domain
P54105	[110, 133]	Regulator of volume decrease after cellular swelling
Q10588	[147, 172]	ADP-ribosyl cyclase
Q13263	[64, 93]	zinc-RING finger domain
Q13263	[628, 669]	PHD-finger
Q14005	[1243, 1265]	PDZ domain
Q14118	[255, 276]	Alpha-Dystroglycan N-terminal domain 2
Q14118	[688, 711]	Dystroglycan (Dystrophin-associated glycoprotein 1)
Q5VST9	[110, 140]	Immunoglobulin I-set domain
Q5VST9	[4573, 4597]	Fibronectin type III domain
Q5VST9	[4880, 4893]	IQ calmodulin-binding motif
Q5VST9	[7900, 7924]	Protein kinase domain
Q6IQ32	[693, 709]	Adnp2-like, C2H2-type zinc finger
Q6U841	[660, 718]	HCO3- transporter integral membrane domain
Q7Z3Y8	[83, 99]	Intermediate filament protein
Q8N104	[25, 54]	Beta defensin
Q8N5P1	[193, 216]	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8WV22	[192, 231]	RING-like domain
Q96DD7	[46, 68]	Shisa, N-terminal domain
Q96J86	[15, 58]	Cysteine and tyrosine-rich protein 1
Q99523	[441, 464]	Sortilin, neurotensin receptor 3,
Q99523	[669, 724]	Sortilin, neurotensin receptor 3, C-terminal
Q9H5L6	[33, 80]	THAP domain
Q9NQT5	[52, 76]	Mammalian exosome complex component RRP40, N-terminal
A0A096LNP1	[28, 54]	Beta defensin
A6NDU8	[223, 249]	RAB7A-interacting MON1-CCZ1 complex subunit 1
A6NJZ7	[432, 499]	RIMB1-like, N-terminal domain
A6NKW6	[7, 51]	Shisa, N-terminal domain
A7E2U8	[110, 129]	Cilia-and flagella-associated protein 96
O95292	[78, 110]	MSP (Major sperm protein) domain
P28347	[307, 325]	YAP binding domain
P28906	[187, 231]	CD34/Podocalyxin family
P42701	[484, 500]	Fibronectin type III domain
P58294	[12, 97]	Prokineticin
Q04206	[67, 150]	Rel homology DNA-binding domain
Q49AR2	[222, 237]	UPF0489 domain
Q5T6F2	[60, 103]	Ubiquitin-associated protein 2, UBA domain
Q7Z7A3	[285, 311]	Zinc-ribbon
Q8TEY7	[61, 96]	Zn-finger in ubiquitin-hydrolases and other protein
Q92791	[74, 97]	Leprecan family TPR-like repeat region
Q93098	[110, 126]	wnt family
Q9C0B9	[1137, 1148]	Zinc knuckle
Q9H1Z9	[226, 259]	Tetraspanin family
Q9Y5I4	[734, 751]	Cadherin cytoplasmic C-terminal
O15235	[53, 132]	Ribosomal protein S12/S23
O15375	[189, 219]	Major Facilitator Superfamily
O60500	[96, 117]	Immunoglobulin V-set domain
O60500	[569, 585]	CD80-like C2-set immunoglobulin domain
P10720	[43, 66]	Small cytokines (intecrine/chemokine), interleukin-8 like
P14770	[19, 29]	Leucine rich repeat N-terminal domain
P16112	[2447, 2503]	Sushi repeat (SCR repeat)
P19876	[68, 92]	Small cytokines (intecrine/chemokine), interleukin-8 like
P34896	[373, 405]	Serine hydroxymethyltransferase
Q15413	[1899, 1940]	Ryanodine receptor junctional solenoid repeat
Q15669	[126, 142]	Ras family
Q6UXM1	[503, 525]	Immunoglobulin domain
Q8IZP7	[169, 194]	Sulfotransferase family
Q8N488	[22, 45]	Zn-finger in Ran binding protein and others
Q8TEQ6	[203, 237]	RIG first beta-propeller
Q9BQS6	[97, 125]	Hsp20/alpha crystallin family
Q9Y4A5	[1066, 1081]	Tra1 HEAT repeat ring region
P01127	[107, 180]	PDGF/VEGF domain
P05166	[517, 535]	Carboxyl transferase domain
P0DP74	[30, 61]	Beta defensin
P40313	[192, 216]	Trypsin
P41091	[90, 119]	Elongation factor Tu GTP binding domain
P43628	[166, 206]	Immunoglobulin domain
Q1W4C9	[48, 88]	Kazal-type serine protease inhibitor domain
Q504Y0	[63, 91]	Zinc transporter ZIP4 domain
Q6PI73	[81, 102]	Immunoglobulin domain
Q7RTS7	[110, 130]	Keratin type II head
Q8N895	[533, 556]	Zinc finger, C2H2 type
Q8N9S9	[282, 301]	Sorting Nexin 17 FERM C-terminal domain
Q8NA82	[659, 686]	RING-variant domain
Q96D46	[17, 67]	NMD3 family
Q9H0M4	[256, 300]	CW-type Zinc Finger
Q9H4E7	[245, 309]	PH domain
Q9NZS9	[34, 46]	zinc finger of C3HC4-type, RING
Q9Y2I7	[154, 215]	FYVE zinc finger
Q9Y6H3	[73, 107]	Peptidase M76 family
A6NF83	[26, 46]	DNA-binding nuclear phosphoprotein p8
O14686	[5031, 5045]	PHD-zinc-finger like domain
O15344	[10, 19]	RING-type zinc-finger
O15344	[118, 160]	ANCHR-like B-box zinc-binding domain
O60636	[135, 176]	Tetraspanin family
P00748	[475, 590]	Trypsin
P00750	[405, 445]	Trypsin
P03372	[184, 252]	Double treble clef zinc finger, C4 type
P0DUB6	[143, 173]	Alpha amylase, catalytic domain
P21941	[227, 262]	Coagulation Factor Xa inhibitory site
P32297	[357, 430]	Neurotransmitter-gated ion-channel transmembrane region
P43320	[21, 60]	Beta/Gamma crystallin
P43629	[83, 101]	Immunoglobulin domain
P43631	[166, 202]	Immunoglobulin domain
P47895	[40, 71]	Aldehyde dehydrogenase family
Q52M58	[48, 124]	Family of unknown function (DUF5544)
Q5TFG8	[14, 38]	zinc-finger of a C2HC-type
Q6PJE2	[77, 101]	ZP-C domain
Q7Z3G6	[85, 103]	PET Domain
Q7Z3G6	[130, 150]	LIM domain
Q8TDW5	[49, 107]	FYVE-type zinc finger
Q96BY7	[1463, 1504]	Autophagy-related protein 2
Q96G91	[169, 195]	7 transmembrane receptor (rhodopsin family)
Q9BQS8	[1195, 1231]	FYVE zinc finger
Q9ULK6	[87, 110]	PA domain
Q9Y383	[6, 71]	LUC7 N_terminus
E9PQ53	[94, 104]	NADH-ubiquinone oxidoreductase subunit b14.5b (NDUFC2)
P05412	[78, 106]	Jun-like transcription factor
P10124	[32, 49]	Serglycin
P11161	[94, 116]	Early growth response N-terminal domain
P20783	[148, 163]	Nerve growth factor family
P21817	[1769, 1789]	Ryanodine receptor junctional solenoid repeat
P23467	[1357, 1376]	Fibronectin type III domain
P23467	[1533, 1573]	TM proximal of protein tyrosine phosphatase, receptor type J
P38936	[21, 68]	Cyclin-dependent kinase inhibitor
P43378	[327, 347]	Protein-tyrosine phosphatase
P52732	[24, 57]	Kinesin motor domain
P54252	[9, 28]	Josephin
Q13285	[12, 79]	Double treble clef zinc finger, C4 type
Q16787	[72, 131]	Laminin N-terminal (Domain VI)
Q3MIR4	[63, 89]	LEM3 (ligand-effect modulator 3) family / CDC50 family
Q6DD87	[317, 339]	C2H2-type zinc finger
Q6VUC0	[368, 383]	Transcription factor AP-2
Q7Z5V6	[11, 42]	Protein phosphatase 1 regulatory subunit 32
Q8IWB7	[312, 333]	FYVE zinc finger
Q8N228	[95, 128]	SLED domain
Q8N441	[199, 235]	Immunoglobulin I-set domain
Q8TDE3	[40, 130]	Pancreatic ribonuclease
Q92674	[294, 341]	Mis6
Q9BVH7	[87, 140]	Glycosyltransferase family 29 (sialyltransferase)
Q9HBF4	[594, 657]	FYVE zinc finger
Q9HC84	[1340, 1426]	Mucin-2 protein WxxW repeating region
Q9HC84	[5211, 5238]	von Willebrand factor type D domain
Q9P0K8	[119, 139]	Forkhead domain
Q9UKZ4	[535, 775]	Teneurin EGF domain
Q9UKZ4	[1172, 1190]	Teneurin NHL domain
Q9UM47	[1593, 1616]	NOTCH protein
A8MVW0	[506, 534]	FAM171A1/A2/B C-terminal
O60359	[38, 84]	PMP-22/EMP/MP20/Claudin family
O95857	[92, 162]	Tetraspanin family
P0DTU3	[164, 222]	Domain of unknown function (DUF1968)
P16234	[422, 443]	Platelet-derived growth factor receptor Ig-like domain 4
Q13253	[166, 231]	Noggin
Q15303	[186, 335]	Furin-like cysteine rich region
Q15303	[502, 633]	Growth factor receptor domain IV
Q16568	[68, 115]	Cocaine and amphetamine regulated transcript protein (CART)
Q5U5X8	[322, 374]	Protein family of FAM222A
Q6P1R3	[175, 198]	Myb/SANT-like DNA-binding domain
Q70Z44	[346, 359]	Neurotransmitter-gated ion-channel transmembrane region
Q86X76	[166, 193]	Carbon-nitrogen hydrolase
Q8IZD2	[117, 164]	PhD finger domain
Q8NCD3	[330, 380]	Holliday junction recognition protein-associated repeat
Q8NCD3	[438, 464]	Holliday junction regulator protein family C-terminal repeat
Q93099	[368, 386]	Homogentisate 1,2-dioxygenase C-terminal
Q96BD0	[198, 219]	Organic Anion Transporter Polypeptide (OATP) family
Q96BD0	[505, 553]	Kazal-type serine protease inhibitor domain
Q96KR1	[332, 355]	Zinc-finger of C2H2 type
Q9NP62	[54, 128]	GCM motif protein
Q9NSB4	[61, 115]	Keratin type II head
Q9NZH5	[177, 189]	Securin sister-chromatid separation inhibitor
Q9NZP8	[100, 139]	CUB domain
Q9UHD0	[119, 144]	Interleukin 10
Q9UHF7	[424, 460]	Trps1 zinc finger C2H2-type 3
Q9UHF7	[896, 929]	GATA zinc finger
Q9Y5L3	[67, 88]	GDA1/CD39 (nucleoside phosphatase) family
A0A1W2PQD8	[107, 146]	Ssu72-like protein
A6NC86	[28, 51]	Phospholipase A2 inhibitor
O15353	[327, 356]	Forkhead domain
O60312	[774, 791]	P-type ATPase, cytoplasmic domain N
O95382	[74, 93]	Deoxyribohydrolase (DRHyd) domain of the ASK signalosome
O95996	[388, 415]	Adenomatous polyposis coli (APC) repeat
O95996	[1260, 1281]	APC repeat
O95996	[1336, 1356]	SAMP Motif
P01344	[57, 84]	Insulin/IGF/Relaxin family
P01344	[112, 120]	Insulin-like growth factor II E-peptide
P01591	[78, 158]	Immunoglobulin J chain
P49223	[43, 81]	Kunitz/Bovine pancreatic trypsin inhibitor domain
P59991	[3, 132]	PMG protein
Q13183	[204, 221]	Sodium:sulfate symporter transmembrane region
Q13506	[191, 209]	NAB conserved region 2 (NCD2)
Q13907	[68, 111]	NUDIX domain
Q5T4I8	[31, 56]	Selenocysteine tRNA 1 associated proteins
Q86VZ4	[110, 168]	MANEC domain
Q86VZ4	[327, 344]	Low-density lipoprotein receptor domain class A
Q8N6G6	[38, 81]	Thrombospondin type 1 domain
Q8N6G6	[111, 185]	ADAMTS cysteine-rich domain
Q8TE60	[530, 575]	ADAMTS cysteine-rich domain 2
Q8TE60	[593, 643]	Thrombospondin type 1 domain
Q8TE60	[695, 748]	ADAMTS cysteine-rich domain
Q92871	[226, 255]	Eukaryotic phosphomannomutase
Q96PS1	[115, 137]	FANCD2 opposite strand protein
Q9BVV6	[1231, 1246]	Hedgehog signalling target
Q9BW19	[477, 511]	Kinesin motor domain
Q9H977	[300, 315]	WDR54
Q9NSV4	[643, 681]	Formin Homology 2 Domain
Q9UM07	[157, 184]	Protein-arginine deiminase (PAD) middle domain
Q9UNS1	[1008, 1027]	Timeless-like, PAB domain
B2RTY4	[2030, 2049]	Phorbol esters/diacylglycerol binding domain (C1 domain)
O15304	[97, 174]	Cd27 binding protein (Siva)
P01834	[75, 94]	Immunoglobulin C1-set domain
P02818	[66, 91]	Osteocalcin, C-terminal domain
P46459	[8, 32]	Cell division protein 48 (CDC48), N-terminal domain
P54922	[96, 127]	ADP-ribosylglycohydrolase
P78552	[89, 119]	Interleukin-13 receptor subunit alpha Ig-like domain
Q00888	[389, 406]	Immunoglobulin domain
Q05513	[131, 182]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q4QY38	[31, 59]	Beta defensin
Q5T7M9	[325, 369]	Protein-kinase domain of FAM69
Q63HR2	[37, 80]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q92854	[362, 381]	Sema domain
Q92854	[503, 554]	Plexin repeat
Q96QZ0	[61, 93]	Innexin
Q99487	[1, 18]	Platelet-activating factor acetylhydrolase, isoform II
Q9BUH6	[8, 43]	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
Q9BX67	[143, 168]	Immunoglobulin domain
Q9H4P4	[18, 55]	Zinc finger, C3HC4 type (RING finger)
Q9P1U1	[7, 38]	Actin
Q9UDV6	[316, 338]	Zinc finger, C2H2 type
Q9UDV6	[369, 394]	C2H2-type zinc finger
Q9UQD0	[314, 352]	Ion transport protein
Q9UQD0	[642, 657]	Cytoplasmic domain of voltage-gated Na+ ion channel
Q9UQD0	[1155, 1185]	Sodium ion transport-associated
Q9Y3I0	[468, 504]	tRNA-splicing ligase RtcB
Q9Y5B0	[81, 113]	Fcp1 barrel-sandwich hybrid domain
Q9Y6T7	[316, 360]	Phorbol esters/diacylglycerol binding domain (C1 domain)
A6NM43	[248, 270]	TCP-1/cpn60 chaperonin family
P00734	[317, 347]	Thrombin light chain
P05556	[25, 74]	Integrin plexin domain
P05556	[198, 218]	Integrin beta chain VWA domain
P28300	[279, 326]	Lysyl oxidase
Q01484	[983, 998]	ZU5 domain
Q12873	[382, 423]	PHD-finger
Q4G0W2	[82, 111]	Dual specificity phosphatase, catalytic domain
Q5T1A1	[599, 644]	E3 ubiquitin-protein ligase DCST1-like, C-terminal RING domain
Q6UW60	[329, 376]	Subtilase family
Q92574	[253, 271]	Hamartin protein
Q96F83	[238, 253]	Clathrin-binding box of Aftiphilin, vesicle trafficking
Q9BR10	[143, 185]	Spermatogenesis-associated protein 25
Q9H324	[652, 705]	ADAMTS cysteine-rich domain
Q9H324	[829, 884]	Thrombospondin type 1 domain
Q9P2J2	[199, 209]	Immunoglobulin domain
Q9Y6L6	[445, 510]	Organic Anion Transporter Polypeptide (OATP) family
A6NMB1	[293, 313]	Immunoglobulin I-set domain
A6NMB1	[397, 411]	Immunoglobulin domain
A8MTI9	[225, 251]	Trypsin
A8MTJ6	[192, 229]	Forkhead domain
O00470	[85, 120]	TALE/MEIS homeobox family N-terminal domain
P02458	[34, 89]	von Willebrand factor type C domain
P02458	[1258, 1307]	Fibrillar collagen C-terminal domain
P0DUQ1	[452, 477]	PRAME C-terminal domain
P20023	[107, 146]	Sushi repeat (SCR repeat)
P21675	[36, 62]	TATA box-binding protein binding
P21675	[969, 999]	Protein of unknown function (DUF3591)
P36980	[236, 260]	Sushi repeat (SCR repeat)
P50336	[456, 471]	Flavin containing amine oxidoreductase
P55001	[96, 128]	Microfibril-associated glycoprotein (MAGP)
P59665	[66, 90]	Mammalian defensin
Q15434	[84, 118]	RNA recognition motif
Q3B820	[376, 476]	Protein FAM161A/B
Q6NVV9	[199, 237]	ADAM cysteine-rich
Q7Z304	[509, 530]	MAM domain, meprin/A5/mu
Q8IUN9	[265, 305]	Lectin C-type domain
Q8ND04	[162, 182]	Smg8_Smg9
Q96JN8	[320, 331]	Neuralized
Q9BQ69	[178, 212]	Macro domain
Q9BV68	[10, 36]	zinc-ribbon
Q9BV68	[228, 270]	Ring finger domain
Q9H694	[140, 169]	KH domain
Q9NQ34	[55, 100]	TMEM9
Q9UN76	[157, 191]	Sodium:neurotransmitter symporter family
Q9Y487	[705, 724]	V-type ATPase 116kDa subunit family
Q9Y5E2	[727, 766]	Cadherin cytoplasmic C-terminal
O14967	[347, 388]	Calreticulin family
O43374	[137, 157]	C2 domain
O43374	[690, 710]	BTK motif
P02768	[105, 145]	Serum albumin family
P09429	[6, 49]	HMG-box domain
P09429	[95, 120]	HMG (high mobility group) box
P15692	[254, 310]	PDGF/VEGF domain
P15692	[347, 393]	VEGF heparin-binding domain
P51606	[237, 256]	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
Q5SVJ3	[117, 140]	Family of unknown function (DUF5530)
Q5VYJ5	[433, 470]	Low-density lipoprotein receptor domain class A
Q5VYJ5	[865, 889]	MAM domain, meprin/A5/mu
Q70CQ2	[2049, 2075]	Ubiquitin carboxyl-terminal hydrolase
Q7Z7B7	[26, 56]	Beta defensin
Q8IWS0	[42, 132]	PHD-like zinc-binding domain
Q8N3T6	[229, 251]	TMEM132 second Ig-like domain
Q96B36	[34, 65]	Proline-rich AKT1 substrate 1, N-terminal domain
Q96D70	[91, 110]	R3H-associated N-terminal domain
Q96RP7	[410, 425]	Galactose-3-O-sulfotransferase
Q9BYM8	[282, 324]	RING-type zinc-finger
Q9H1B7	[10, 52]	Interferon regulatory factor 2-binding protein zinc finger
Q9H1B7	[713, 784]	IRF-2BP1/2 C3HC4 zinc finger domain
Q9UHI8	[344, 403]	Reprolysin (M12B) family zinc metalloprotease
Q9UHI8	[664, 724]	ADAMTS cysteine-rich domain
Q9UHI8	[912, 966]	Thrombospondin type 1 domain
Q9Y4G6	[538, 579]	Talin, middle domain
Q9Y4G6	[693, 760]	I/LWEQ domain
Q9Y4G6	[1047, 1138]	Talin IBS2B domain
H3BPM6	[9, 29]	DUF4796 N-terminal
O14917	[74, 111]	Cadherin-like
O75928	[221, 240]	PINIT domain
O94811	[60, 98]	p25-alpha
O95602	[50, 76]	RNA polymerase Rpb1, domain 1
O95602	[511, 556]	RNA polymerase Rpb1, domain 2
O95602	[888, 950]	RNA polymerase Rpb1, domain 4
P01308	[80, 109]	Insulin/IGF/Relaxin family
P14866	[493, 569]	RRM domain
P16562	[60, 101]	Cysteine-rich secretory protein family
P16562	[189, 242]	Crisp
P23229	[536, 561]	Integrin alpha Ig-like domain 1
P23229	[762, 781]	Integrin alpha Ig-like domain 2
P23229	[955, 999]	Integrin alpha Ig-like domain 3
P50993	[228, 248]	P-type ATPase actuator domain
P50993	[416, 482]	P-type ATPase, cytoplasmic domain N
Q13275	[619, 636]	Semaphorin-7A-like, immunoglobulin-like domain
Q14469	[136, 148]	Hairy Orange
Q15257	[80, 103]	Phosphotyrosyl phosphate activator (PTPA) protein
Q2VWA4	[144, 208]	c-SKI Smad4 binding domain
Q5SNV9	[1114, 1141]	Domain of unknown function (DUF4684)
Q8IZF7	[393, 430]	GPCR proteolysis site, GPS, motif
Q92506	[18, 41]	Enoyl-(Acyl carrier protein) reductase
Q93086	[111, 175]	ATP P2X receptor
Q96S66	[47, 74]	Mid-1-related chloride channel (MCLC)
Q9BYV2	[51, 79]	RING-type zinc-finger
Q9BYV2	[122, 157]	B-box zinc finger
Q9H091	[313, 347]	MYND finger
Q9H091	[636, 677]	MSS51 C-terminal domain
Q9H2P0	[59, 87]	Activity-dependent neuroprotector homeobox protein N-terminal
Q9NVR0	[85, 104]	BTB/POZ domain
Q9NVR0	[640, 662]	Calicin, beta-propeller domain
Q9UG22	[48, 65]	AIG1 family
Q9Y616	[419, 441]	Protein kinase domain
A0A0C4DH68	[31, 48]	Immunoglobulin V-set domain
P01130	[673, 711]	Coagulation Factor Xa inhibitory site
P06400	[833, 855]	Rb C-terminal domain
P07942	[35, 87]	Laminin N-terminal (Domain VI)
P28325	[96, 122]	Cystatin domain
P32298	[107, 152]	Regulator of G protein signaling domain
P32298	[190, 223]	Protein kinase domain
P48995	[193, 206]	Transient receptor ion channel II
Q00887	[395, 413]	Immunoglobulin domain
Q00G26	[239, 273]	Perilipin family
Q09328	[637, 726]	Glycosyltransferase family 18
Q14982	[191, 206]	Immunoglobulin domain
Q53H12	[323, 415]	Acylglycerol kinase C-terminal
Q5JPH6	[147, 177]	tRNA synthetases class I (E and Q), catalytic domain
Q8N2G4	[22, 105]	u-PAR/Ly-6 domain
Q8N3E9	[567, 592]	Phosphatidylinositol-specific phospholipase C, Y domain
Q8N944	[208, 244]	APC membrane recruitment protein
Q8TDF6	[555, 591]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q96DX8	[138, 159]	Zinc-binding domain
Q96P50	[410, 435]	Putative GTPase activating protein for Arf
Q99640	[145, 169]	Protein kinase domain
Q99973	[2044, 2083]	TEP-1 second beta-propeller
Q9NVM4	[210, 230]	Arginine methyltransferase oligomerization subdomain
Q9Y2G8	[713, 769]	DJC16, C-terminal domain
Q9Y4E5	[754, 809]	Two consecutive Zinc fingers C2H2 type, ZNF451
Q9Y5E9	[728, 758]	Cadherin cytoplasmic C-terminal
O00115	[289, 347]	Deoxyribonuclease II
O00400	[476, 497]	Acetyl-coenzyme A transporter 1
O43278	[49, 63]	MANEC domain
O43278	[272, 301]	Kunitz/Bovine pancreatic trypsin inhibitor domain
O60942	[240, 260]	mRNA capping enzyme, catalytic domain
O75038	[281, 304]	Phosphoinositide-specific phospholipase C, efhand-like
O75038	[668, 709]	Phosphatidylinositol-specific phospholipase C, Y domain
P10909	[214, 233]	Clusterin
P14555	[30, 130]	Phospholipase A2
P14598	[68, 98]	PX domain
P16619	[33, 72]	Small cytokines (intecrine/chemokine), interleukin-8 like
P20800	[45, 73]	Endothelin family
P29375	[20, 53]	jmjN domain
P29375	[676, 719]	C5HC2 zinc finger
P29375	[1168, 1215]	PHD-finger
Q13641	[61, 81]	Leucine rich repeat N-terminal domain
Q13670	[200, 230]	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q14207	[758, 800]	NPAT C terminus
Q5TCS8	[161, 182]	Adenylate kinase
Q5XXA6	[365, 402]	Calcium-activated chloride channel
Q6Q6R5	[5, 60]	LIM domain
Q8IVQ6	[89, 128]	DHHC palmitoyltransferase
Q8IWU5	[98, 115]	Sulfatase
Q8IWU5	[588, 606]	Sulfatase protein
Q8N339	[1, 59]	Metallothionein
Q8TE57	[95, 133]	Reprolysin family propeptide
Q8TE57	[688, 745]	ADAMTS cysteine-rich domain
Q8TE57	[931, 955]	Thrombospondin type 1 domain
Q9BQ83	[186, 248]	Structure-specific endonuclease subunit SLX1, C-terminal
Q9Y2L5	[970, 999]	TPPC8 second Ig-like domain
Q9Y2L5	[1138, 1167]	TPPC8 third Ig-like domain
Q9Y5F2	[726, 762]	Cadherin cytoplasmic C-terminal
Q9Y6H5	[367, 387]	Ankyrin repeats (3 copies)
A0A0K0K1E9	[88, 112]	Immunoglobulin V-set domain
O14523	[287, 317]	C2 domain
P15088	[235, 278]	Zinc carboxypeptidase
P47989	[972, 999]	Molybdopterin cofactor-binding domain
Q6N021	[1340, 1411]	Oxygenase domain of the 2OGFeDO superfamily
Q92878	[109, 133]	AAA domain
Q96T68	[162, 195]	Methyl-CpG binding domain
Q96T68	[258, 359]	Pre-SET motif
Q96T68	[403, 450]	SET domain
Q9BQC3	[240, 268]	Putative diphthamide synthesis protein
Q9H6B4	[140, 156]	Immunoglobulin domain
Q9HB07	[343, 362]	Uncharacterised protein family (UPF0160)
Q9NX46	[25, 38]	ADP-ribosylglycohydrolase
Q9UKJ3	[551, 569]	ZNF804A small beta sheet domain
O94892	[513, 523]	Zinc finger, C2H2 type
P01185	[39, 116]	Neurohypophysial hormones, C-terminal Domain
P0DMQ9	[1, 64]	Family of unknown function (DUF5537)
P11308	[329, 345]	Ets-domain
P29728	[663, 684]	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus
P49763	[73, 130]	PDGF/VEGF domain
Q05516	[460, 483]	C2H2-type zinc finger
Q30KQ9	[34, 64]	Beta defensin
Q5T4W7	[191, 218]	Transforming growth factor beta like domain
Q6NT76	[297, 321]	Homeodomain
Q6UWJ8	[53, 109]	Multi-glycosylated core protein 24 (MGC-24), sialomucin
Q6UWV7	[4, 48]	Shisa, N-terminal domain
Q6ZNM6	[61, 107]	Sperm-associated microtubule inner protein 10
Q8IYV9	[216, 238]	Izumo-like Immunoglobulin domain
Q8NFZ6	[359, 378]	Vomeronasal organ pheromone receptor family, V1R
Q8TDN2	[100, 149]	BTB/POZ domain
Q96T51	[639, 698]	FYVE zinc finger
Q99717	[96, 132]	MH1 domain
Q9GZZ7	[26, 105]	GDNF/GAS1 domain
Q9H611	[16, 32]	LRR1 pleckstrin homology domain
Q9HB63	[34, 90]	Laminin N-terminal (Domain VI)
Q9Y2X7	[13, 43]	Putative GTPase activating protein for Arf
Q9Y697	[292, 309]	Aminotransferase class-V
O60673	[3042, 3065]	C4-type zinc-finger of DNA polymerase delta
O75147	[213, 226]	Immunoglobulin I-set domain
O75147	[1123, 1155]	Immunoglobulin domain
O75369	[172, 202]	Calponin homology (CH) domain
O75369	[1075, 1099]	Filamin/ABP280 repeat
O75792	[31, 45]	Ribonuclease HII
P08294	[193, 210]	Copper/zinc superoxide dismutase (SODC)
P10145	[33, 42]	Small cytokines (intecrine/chemokine), interleukin-8 like
P78325	[83, 101]	Reprolysin family propeptide
Q15572	[625, 648]	TAF1C, helical bundle domain
Q16842	[147, 176]	Glycosyltransferase family 29 (sialyltransferase)
Q4KMG9	[141, 157]	Transmembrane 52
Q4VX76	[46, 92]	FYVE-type zinc finger
Q5MIZ7	[87, 103]	EVH1-like domain in PP4R3 protein
Q8IWN7	[74, 107]	Doublecortin
Q8IXV7	[309, 336]	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
Q8N594	[126, 151]	Restriction Enzyme Adenine Methylase Associated
Q96QT4	[1772, 1816]	Alpha-kinase family
Q96RT7	[129, 146]	Gamma-tubulin complex component 6 N-terminus
Q9BQG2	[290, 307]	NADH pyrophosphatase zinc ribbon domain
Q9BSG5	[105, 182]	Folate receptor family
Q9BVM4	[106, 123]	Gamma-glutamyl cyclotransferase, AIG2-like
Q9H3R0	[808, 825]	PHD-zinc-finger like domain
Q9NY12	[70, 89]	Gar1/Naf1 RNA binding region
Q9Y3Y4	[340, 399]	Pygopus, PHD-type zinc finger
A6NCL2	[66, 153]	Colipase-like
A8MVU1	[41, 75]	PX domain
O15105	[96, 129]	MH1 domain
O94964	[581, 597]	Protein SOGA
O95551	[30, 63]	UBA-like domain
P49116	[116, 183]	Double treble clef zinc finger, C4 type
Q14515	[461, 509]	Kazal-type serine protease inhibitor domain
Q6EMK4	[409, 440]	EGF-like domain
Q6ZMC9	[51, 68]	Immunoglobulin V-set domain
Q6ZU65	[558, 573]	Ubinuclein conserved middle domain
Q7Z698	[306, 409]	Sprouty protein (Spry)
Q86TM6	[290, 330]	Ring finger domain
Q86UW8	[212, 228]	Extracellular link domain
Q8IYR6	[190, 235]	Kazal-type serine protease inhibitor domain
Q8N108	[182, 208]	ELM2 domain
Q8N1F8	[539, 573]	STK11-interacting protein PH domain
Q8NDY4	[116, 139]	MDS2-like, C-terminal domain
Q92766	[1247, 1264]	Zinc finger, C2H2 type
Q96RW7	[2167, 2178]	Immunoglobulin domain
Q9C029	[29, 68]	zinc finger of C3HC4-type, RING
Q9C029	[128, 166]	B-box zinc finger
Q9P270	[150, 181]	SLAIN motif-containing family
Q9UIG8	[472, 508]	Kazal-type serine protease inhibitor domain
Q9ULV8	[350, 394]	Zinc finger, C3HC4 type (RING finger)
Q9UPW8	[583, 603]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q9UPW8	[1321, 1346]	MUN domain
