Accession_number	Region	Region_length
Q8TAA1	[86, 108]	23
Q8TAA1	[126, 172]	47
Q9BV36	[53, 108]	56
Q9H0H5	[289, 342]	54
Q9HA38	[138, 161]	24
O95639	[234, 267]	34
P13671	[678, 711]	34
P36894	[50, 74]	25
P36894	[93, 134]	42
Q14192	[0, 18]	19
Q15195	[41, 64]	24
Q16655	[56, 102]	47
Q6FIF0	[3, 42]	40
Q6FIF0	[138, 190]	53
Q92830	[104, 159]	56
Q99795	[200, 227]	28
A8K7I4	[176, 214]	39
P05111	[316, 337]	22
Q6ZTA4	[197, 247]	51
Q6ZTA4	[270, 335]	66
Q8TEC5	[24, 58]	35
Q8WYN3	[201, 259]	59
Q92570	[281, 361]	81
Q96A22	[0, 22]	23
Q9HB58	[450, 497]	48
A8MX19	[36, 72]	37
O75469	[6, 111]	106
P0C5Y4	[0, 120]	121
Q8IUK5	[295, 323]	29
Q8IZJ4	[265, 290]	26
Q8N1H7	[26, 85]	60
Q8WV44	[9, 50]	42
Q96BQ3	[36, 64]	29
A0AAG2UUX9	[542, 601]	60
O95867	[26, 46]	21
O95867	[63, 107]	45
P22532	[0, 71]	72
Q06481	[69, 86]	18
Q06481	[108, 123]	16
Q06481	[149, 174]	26
Q06481	[191, 212]	22
Q06481	[337, 365]	29
Q13480	[107, 124]	18
Q7Z4K8	[22, 65]	44
Q7Z4K8	[216, 258]	43
Q96C01	[24, 95]	72
Q96PH6	[21, 64]	44
Q9H0M5	[185, 202]	18
Q9NZV6	[60, 83]	24
A8MXD5	[228, 249]	22
A8MXD5	[262, 289]	28
Q5JRC9	[18, 38]	21
Q8IUC0	[28, 108]	81
Q8IUC0	[152, 167]	16
Q8N7C3	[8, 58]	51
Q8ND82	[702, 736]	35
Q8TAT2	[48, 108]	61
C9JPN9	[101, 135]	35
O43916	[155, 178]	24
O95389	[15, 105]	91
O95389	[213, 279]	67
O95389	[291, 318]	28
P29074	[760, 782]	23
P62979	[110, 136]	27
Q2MKA7	[70, 215]	146
Q5CZA5	[362, 379]	18
Q5T0T0	[69, 102]	34
Q6KF10	[408, 427]	20
Q96MA1	[0, 49]	50
Q9UGI0	[16, 36]	21
Q9UP38	[177, 236]	60
P11678	[246, 272]	27
Q8NCR6	[171, 258]	88
Q8TBZ8	[94, 117]	24
Q8WTW4	[337, 365]	29
Q8WUU8	[217, 238]	22
Q969Q0	[61, 97]	37
Q96MP5	[62, 79]	18
Q96MP5	[536, 555]	20
Q9UKF2	[342, 365]	24
Q9Y6Q6	[169, 203]	35
O76071	[302, 331]	30
P20851	[63, 90]	28
P20851	[113, 148]	36
P31271	[142, 164]	23
P55211	[164, 189]	26
Q5T7P3	[0, 117]	118
Q7RTZ2	[105, 131]	27
Q7RTZ2	[174, 189]	16
Q7Z2W4	[62, 93]	32
Q96DX7	[179, 207]	29
Q96S99	[147, 184]	38
Q96S99	[201, 216]	16
Q9BVG3	[39, 60]	22
Q9NPF7	[62, 86]	25
Q9UJJ7	[120, 147]	28
D6RBM5	[101, 135]	35
G3V0H7	[405, 427]	23
P12724	[80, 101]	22
P12724	[113, 147]	35
P41223	[99, 143]	45
P52757	[244, 271]	28
P60321	[52, 123]	72
P80294	[0, 60]	61
Q03395	[209, 234]	26
Q5VTB9	[538, 560]	23
Q8N4A0	[496, 527]	32
Q8N4A0	[541, 573]	33
Q8TEF2	[58, 73]	16
Q96AB6	[77, 98]	22
Q96EP1	[293, 359]	67
Q96EP1	[465, 497]	33
Q9NRP2	[3, 22]	20
A6NKC0	[36, 72]	37
O75123	[395, 439]	45
P04141	[94, 115]	22
Q86TG1	[35, 66]	32
Q8IUC1	[0, 162]	163
Q8NA92	[0, 19]	20
Q8NA92	[36, 63]	28
Q9H6Y7	[237, 277]	41
Q9NQ75	[10, 35]	26
Q9NS62	[345, 401]	57
Q9UKK9	[120, 136]	17
A6NMK8	[451, 474]	24
A6NNY8	[179, 221]	43
A6NNY8	[255, 298]	44
P17936	[25, 115]	91
P17936	[229, 290]	62
P18564	[20, 63]	44
P61568	[0, 18]	19
Q52LG2	[31, 108]	78
Q52LG2	[142, 174]	33
Q86XD8	[656, 709]	54
Q96CB8	[154, 218]	65
Q96MX3	[470, 493]	24
Q9C0B0	[34, 55]	22
Q9NSY2	[131, 169]	39
C9J6K1	[70, 88]	19
O00634	[19, 76]	58
O43294	[217, 268]	52
O43294	[304, 331]	28
O43294	[380, 412]	33
O95561	[72, 92]	21
P07602	[127, 147]	21
P07602	[499, 523]	25
P0CG37	[143, 170]	28
P24593	[19, 109]	91
P24593	[208, 245]	38
P31040	[178, 194]	17
Q02325	[38, 64]	27
Q1XH10	[590, 619]	30
Q1XH10	[698, 720]	23
Q5TA77	[0, 94]	95
Q86SQ7	[274, 295]	22
Q8IYX3	[0, 36]	37
Q9BRA0	[58, 83]	26
Q9Y2V2	[58, 78]	21
P07998	[43, 147]	105
P0CG40	[383, 406]	24
P19474	[20, 61]	42
P19474	[81, 101]	21
Q5QGT7	[144, 159]	16
Q7Z569	[288, 319]	32
Q9UIS9	[305, 386]	82
A0A0U1RR11	[190, 234]	45
O76061	[181, 220]	40
P05129	[117, 159]	43
P05771	[79, 95]	17
P05771	[131, 160]	30
P07320	[9, 33]	25
Q07654	[24, 64]	41
Q13685	[205, 227]	23
Q14332	[101, 159]	59
Q15846	[105, 133]	29
Q15846	[294, 337]	44
Q5SVQ8	[462, 505]	44
Q5VZF2	[172, 207]	36
Q6ZMS7	[340, 363]	24
Q7Z5A9	[24, 132]	109
Q8N3H0	[33, 130]	98
Q8WWY7	[24, 110]	87
Q96ME1	[448, 467]	20
Q9H305	[131, 150]	20
Q9HAK2	[139, 177]	39
Q9NQC1	[246, 270]	25
Q9NQC1	[283, 336]	54
Q9NWF9	[552, 573]	22
Q9NWF9	[612, 739]	128
A1A519	[219, 242]	24
A8MQ27	[492, 551]	60
O96014	[125, 159]	35
O96014	[198, 232]	35
O96014	[272, 353]	82
P56704	[125, 156]	32
P56704	[192, 219]	28
P56704	[272, 334]	63
Q6ZMJ2	[461, 494]	34
Q8IYY4	[63, 78]	16
Q8WW18	[109, 173]	65
Q99571	[115, 152]	38
Q9BXS4	[89, 119]	31
A6NCW0	[105, 131]	27
B7ZBB8	[208, 245]	38
B7ZBB8	[288, 314]	27
P07316	[11, 31]	21
P50479	[244, 268]	25
Q13342	[675, 756]	82
Q17RM4	[651, 689]	39
Q6UWK7	[29, 65]	37
Q8IW50	[160, 184]	25
Q8NCN4	[57, 115]	59
Q9H1J7	[122, 157]	36
Q9H1J7	[206, 229]	24
Q9H1J7	[276, 331]	56
Q9H930	[388, 469]	82
Q9NV96	[80, 102]	23
Q9Y4J8	[264, 279]	16
A6NCC3	[607, 625]	19
O75610	[340, 362]	23
O76080	[3, 42]	40
O76080	[144, 195]	52
P0DX53	[623, 641]	19
P10253	[71, 117]	47
P13631	[79, 159]	81
Q02086	[576, 599]	24
Q16342	[106, 181]	76
Q5U4P2	[251, 275]	25
Q5U4P2	[297, 335]	39
Q8TF20	[88, 111]	24
Q8TF20	[144, 167]	24
Q9H165	[37, 85]	49
Q9H165	[396, 421]	26
Q9H9L4	[17, 97]	81
Q9H9L4	[291, 369]	79
Q9HBV2	[89, 124]	36
P08912	[386, 414]	29
P53672	[26, 42]	17
Q1L6U9	[65, 138]	74
Q5TYW2	[90, 108]	19
Q92561	[310, 329]	20
Q96MM7	[245, 273]	29
Q96MM7	[342, 369]	28
Q9GZP0	[297, 327]	31
Q9GZP0	[349, 369]	21
Q9H633	[51, 104]	54
Q9NQL9	[18, 64]	47
Q9NU63	[319, 342]	24
Q9Y4X5	[221, 237]	17
Q9Y4X5	[271, 311]	41
Q9Y4X5	[329, 367]	39
A0A455ZAR2	[0, 86]	87
A1L020	[458, 515]	58
A6NCK2	[36, 64]	29
A6NCK2	[93, 124]	32
A8MQB3	[99, 119]	21
A8MQB3	[167, 220]	54
M0QZC1	[53, 120]	68
O43715	[0, 56]	57
P06870	[174, 238]	65
P36954	[6, 60]	55
P36954	[75, 124]	50
Q53GG5	[283, 323]	41
Q5VVJ2	[611, 632]	22
Q8IV38	[314, 357]	44
Q8NE35	[625, 647]	23
Q8TAV5	[79, 129]	51
Q8TEU8	[317, 404]	88
Q9BQ24	[36, 90]	55
Q9GZX9	[34, 93]	60
Q9GZX9	[128, 167]	40
F8WBI6	[607, 625]	19
H3BQW9	[91, 113]	23
O95390	[359, 381]	23
Q14847	[34, 62]	29
Q71H61	[213, 240]	28
Q8N428	[531, 552]	22
Q8N907	[171, 188]	18
Q8N9I9	[153, 211]	59
Q96KN9	[105, 131]	27
Q9NRY7	[133, 182]	50
D6R9N7	[101, 135]	35
I6L899	[606, 624]	19
P00736	[144, 202]	59
P00736	[354, 385]	32
P00736	[418, 460]	43
P19957	[65, 116]	52
P80297	[0, 60]	61
P98169	[475, 500]	26
Q12841	[27, 116]	90
Q12841	[221, 276]	56
Q14833	[509, 575]	67
Q6PCD5	[276, 307]	32
Q6PCD5	[320, 339]	20
Q6PCD5	[673, 689]	17
Q7RTX1	[347, 363]	17
Q8IYH5	[812, 865]	54
Q99952	[215, 233]	19
O75679	[38, 90]	53
O95925	[26, 82]	57
O95925	[103, 132]	30
P10323	[211, 250]	40
P19883	[25, 65]	41
P41743	[179, 199]	21
P43026	[454, 472]	19
Q3LI77	[39, 93]	55
Q5R387	[96, 148]	53
Q6Q0C1	[137, 167]	31
Q6ZSS3	[279, 305]	27
Q7RTX0	[359, 381]	23
Q7RTX0	[405, 423]	19
Q7RTX0	[488, 552]	65
Q8NDB6	[117, 137]	21
Q8WW22	[126, 206]	81
Q96GN5	[343, 421]	79
P06401	[474, 497]	24
P06401	[600, 630]	31
P07988	[134, 152]	19
P07988	[349, 380]	32
P10588	[45, 125]	81
P10606	[110, 125]	16
P17252	[124, 160]	37
Q0D2H9	[405, 423]	19
Q13507	[262, 281]	20
Q2VPA4	[86, 105]	20
Q2VPA4	[207, 239]	33
Q2VPA4	[256, 358]	103
Q2VPA4	[432, 484]	53
Q5SZB4	[254, 276]	23
Q99727	[25, 40]	16
Q9BWE0	[79, 99]	21
Q9H3S1	[500, 533]	34
Q9UBV4	[134, 165]	32
Q9UBV4	[210, 237]	28
Q9UBV4	[283, 364]	82
Q9Y5F6	[719, 740]	22
A6NNE9	[159, 189]	31
P01042	[328, 349]	22
P16581	[534, 556]	23
Q02556	[216, 236]	21
Q15113	[375, 398]	24
Q8NDQ6	[318, 358]	41
Q8NDQ6	[374, 397]	24
Q04756	[329, 349]	21
Q04756	[510, 542]	33
Q04756	[583, 604]	22
Q14554	[446, 469]	24
Q6IE81	[245, 274]	30
Q86TH1	[58, 126]	69
Q86X29	[286, 311]	26
Q96FX2	[15, 47]	33
Q96M96	[554, 579]	26
Q9H3D4	[334, 355]	22
Q9HBW9	[383, 398]	16
Q9NQ69	[152, 175]	24
Q9Y6F9	[38, 68]	31
Q9Y6F9	[117, 143]	27
Q9Y6F9	[211, 245]	35
Q9Y6F9	[283, 364]	82
Q00604	[55, 110]	56
Q494W8	[261, 283]	23
Q494W8	[307, 331]	25
Q5SWL7	[447, 473]	27
Q6UXB4	[276, 292]	17
Q8N9F8	[169, 192]	24
Q8NB78	[140, 189]	50
Q969E1	[51, 76]	26
Q96LC9	[45, 65]	21
Q9BY78	[369, 426]	58
Q9BZM2	[48, 167]	120
Q9NR56	[179, 213]	35
Q9NXR5	[117, 137]	21
Q9UGT4	[298, 376]	79
Q9UGT4	[757, 779]	23
Q9Y2E6	[398, 421]	24
Q9Y2E6	[453, 476]	24
B8ZZ34	[49, 115]	67
O43462	[361, 385]	25
P11473	[13, 93]	81
P14314	[27, 125]	99
P14314	[462, 513]	52
P31249	[386, 413]	28
P50876	[103, 203]	101
Q86WS4	[560, 651]	92
Q9BYR9	[0, 127]	128
A6NIE9	[247, 264]	18
O75718	[81, 97]	17
P07477	[185, 221]	37
P20933	[54, 78]	25
P60323	[47, 118]	72
Q9HD89	[51, 107]	57
Q9UGP4	[616, 675]	60
P60002	[15, 62]	48
P62273	[10, 31]	22
Q86UP6	[503, 521]	19
Q8NBA8	[58, 84]	27
Q96FC7	[356, 375]	20
Q96IU2	[58, 81]	24
Q99572	[113, 161]	49
Q99572	[466, 505]	40
Q9P0G3	[125, 150]	26
Q9P0G3	[161, 222]	62
Q9Y5W3	[263, 288]	26
Q9Y5W3	[323, 346]	24
B4DXR9	[217, 237]	21
P00742	[230, 255]	26
P02675	[95, 115]	21
P02675	[216, 240]	25
P15172	[82, 110]	29
Q02446	[698, 721]	24
Q32MQ0	[16, 66]	51
Q6UWN8	[27, 60]	34
Q8N114	[132, 148]	17
Q8NEP7	[117, 146]	30
Q8TAD2	[139, 178]	40
Q96CW9	[53, 90]	38
Q96PE3	[541, 623]	83
Q9GZX5	[197, 215]	19
Q9UQ49	[222, 304]	83
O60269	[439, 457]	19
O75677	[57, 84]	28
P08582	[171, 202]	32
P08582	[517, 551]	35
P49023	[347, 412]	66
P49023	[524, 548]	25
Q13049	[27, 44]	18
Q8WXA3	[545, 605]	61
Q92753	[0, 90]	91
Q96B70	[37, 65]	29
Q9H175	[202, 260]	59
A6ND01	[121, 145]	25
P02771	[104, 129]	26
P02771	[285, 322]	38
P02771	[381, 402]	22
P02771	[489, 505]	17
P06127	[61, 85]	25
P06127	[107, 139]	33
P36382	[248, 279]	32
Q14592	[327, 368]	42
Q14592	[383, 400]	18
Q2KHM9	[42, 86]	45
Q49A88	[240, 322]	83
Q7Z5A8	[35, 85]	51
Q7Z5A8	[102, 132]	31
Q8TAL5	[3, 52]	50
Q9BYJ4	[31, 65]	35
Q9BYJ4	[115, 138]	24
O43396	[129, 146]	18
O94955	[138, 160]	23
P12544	[195, 218]	24
P21757	[424, 450]	27
P51168	[433, 450]	18
P83105	[30, 136]	107
Q02747	[60, 114]	55
Q2MJR0	[286, 328]	43
Q2MJR0	[342, 370]	29
Q2MJR0	[390, 409]	20
Q6PCT2	[28, 157]	130
Q6PJ69	[15, 59]	45
Q6PJ69	[91, 131]	41
Q6PJ69	[396, 423]	28
Q6UXB1	[27, 64]	38
Q6UXB1	[104, 124]	21
Q99496	[48, 99]	52
Q9UKW4	[549, 571]	23
Q9Y2I8	[448, 464]	17
A6NI03	[31, 64]	34
A6NI03	[79, 135]	57
P12757	[298, 317]	20
P28907	[281, 299]	19
P51843	[27, 52]	26
P51843	[188, 224]	37
Q14435	[607, 627]	21
Q15181	[103, 126]	24
Q86T90	[293, 315]	23
Q86T90	[327, 347]	21
Q93083	[0, 60]	61
Q96PU4	[379, 401]	23
I3L1E1	[74, 96]	23
O43657	[172, 192]	21
P13987	[25, 43]	19
P54760	[350, 382]	33
Q2TB10	[348, 370]	23
Q5SRR4	[85, 118]	34
Q6NSI3	[198, 223]	26
Q6NSI3	[247, 272]	26
Q8NG35	[41, 72]	32
Q8TAT6	[119, 143]	25
Q8TAT6	[190, 216]	27
Q9UFC0	[305, 320]	16
Q9UJT1	[27, 53]	27
Q9Y3S2	[11, 88]	78
Q9Y3S2	[106, 225]	120
O94972	[74, 107]	34
P16422	[30, 56]	27
P16422	[88, 133]	46
Q13467	[94, 127]	34
Q53SZ7	[247, 292]	46
Q86Y78	[42, 154]	113
Q8NBV8	[151, 176]	26
Q8NCV1	[431, 454]	24
Q8TCT0	[336, 360]	25
Q8TCT0	[393, 409]	17
Q8TCT0	[473, 507]	35
Q96HN2	[460, 485]	26
Q96IF1	[455, 479]	25
Q96IF1	[489, 537]	49
Q9UBC9	[30, 107]	78
A6NIR3	[0, 20]	21
A6NIR3	[608, 630]	23
H3BV12	[607, 625]	19
P04118	[26, 64]	39
P04118	[94, 111]	18
P35325	[0, 71]	72
Q8WU49	[11, 31]	21
Q96KP6	[163, 198]	36
Q9H6U6	[249, 264]	16
Q9NRJ3	[21, 82]	62
Q9UBR2	[117, 178]	62
A6NIX2	[242, 266]	25
A6NIX2	[348, 428]	81
O60220	[32, 62]	31
P00746	[168, 235]	68
P0DV76	[36, 72]	37
Q13228	[0, 17]	18
Q13228	[69, 92]	24
Q5T197	[677, 693]	17
Q7RTV0	[41, 93]	53
Q8NHV1	[155, 173]	19
Q92831	[89, 117]	29
Q96IQ9	[105, 161]	57
Q96M02	[153, 176]	24
Q96M02	[486, 530]	45
Q9NQX5	[31, 76]	46
A6NJB7	[171, 199]	29
B4DS77	[106, 129]	24
P04553	[0, 50]	51
P04637	[165, 191]	27
P04637	[218, 251]	34
P04637	[264, 284]	21
P05019	[84, 118]	35
P05164	[273, 328]	56
Q05086	[33, 61]	29
Q3LI76	[39, 110]	72
Q5T6X5	[511, 568]	58
Q658N2	[193, 231]	39
Q6PGQ1	[0, 32]	33
Q86UD1	[193, 213]	21
Q8NG06	[5, 69]	65
Q8NG06	[85, 127]	43
Q96MU8	[71, 96]	26
Q96MU8	[115, 146]	32
Q13887	[364, 389]	26
Q13887	[424, 447]	24
Q14593	[253, 276]	24
Q14CW9	[75, 114]	40
Q14CW9	[209, 229]	21
Q5GFL6	[287, 322]	36
Q5GFL6	[706, 754]	49
Q6UXB3	[20, 106]	87
Q96N21	[280, 306]	27
Q9BSJ5	[0, 23]	24
Q9Y3M9	[619, 664]	46
O75077	[439, 472]	34
O96008	[63, 95]	33
Q13394	[271, 295]	25
Q3LI81	[0, 206]	207
Q70CQ1	[510, 528]	19
Q86YB8	[83, 109]	27
Q8TB03	[51, 88]	38
Q8TE23	[491, 506]	16
Q96B86	[65, 102]	38
Q9HCX4	[193, 211]	19
Q9Y5J9	[33, 62]	30
A0A1B0GTU1	[19, 89]	71
A6NNM8	[192, 216]	25
P01189	[0, 59]	60
P21917	[251, 319]	69
P30203	[43, 97]	55
P30203	[218, 283]	66
P30203	[296, 317]	22
Q15696	[170, 190]	21
Q5TH74	[149, 176]	28
Q6WN34	[235, 340]	106
Q7LFL8	[252, 305]	54
Q8NG41	[84, 108]	25
Q9HAT8	[324, 343]	20
Q9HAT8	[357, 374]	18
Q14135	[156, 214]	59
Q14161	[0, 44]	45
Q15003	[285, 325]	41
Q6FHJ7	[94, 118]	25
Q6FHJ7	[232, 254]	23
Q6GQQ9	[791, 831]	41
Q71UM5	[55, 83]	29
Q86SE9	[29, 65]	37
Q8WVD3	[148, 175]	28
Q8WWY8	[264, 290]	27
Q99567	[383, 409]	27
Q9UPT9	[204, 220]	17
Q9UPT9	[276, 303]	28
Q9UPT9	[354, 395]	42
Q9Y2L1	[465, 497]	33
Q9Y577	[13, 74]	62
Q9Y577	[88, 130]	43
O14793	[327, 349]	23
O75084	[111, 169]	59
P17097	[653, 676]	24
P51575	[115, 150]	36
P62987	[80, 124]	45
Q53FE4	[15, 59]	45
Q8NEM0	[487, 528]	42
Q8NEM0	[574, 599]	26
Q9H992	[544, 580]	37
Q9HBX9	[41, 65]	25
Q9NQV8	[657, 680]	24
Q9NV58	[226, 273]	48
A6NC05	[29, 53]	25
O15409	[340, 362]	23
P18089	[312, 332]	21
P41221	[149, 176]	28
P41221	[227, 247]	21
P41221	[298, 352]	55
Q01523	[54, 79]	26
Q5JXC2	[204, 224]	21
Q6UXX9	[70, 172]	103
Q86VD1	[516, 537]	22
Q8IWL3	[23, 64]	42
Q8WVD5	[126, 200]	75
Q96MF2	[106, 149]	44
Q9HCB6	[741, 806]	66
Q9NZB8	[78, 93]	16
Q9UH73	[144, 178]	35
A0ABB0MV52	[95, 115]	21
Q06455	[504, 560]	57
Q5TA76	[0, 88]	89
Q6IC83	[0, 39]	40
Q9HBZ2	[228, 252]	25
Q9P0U4	[18, 82]	65
Q9P0U4	[161, 217]	57
Q9P0U4	[475, 514]	40
Q9P0U4	[539, 570]	32
Q9Y6K1	[531, 554]	24
Q9Y6K9	[385, 418]	34
O75487	[49, 75]	27
O75487	[494, 516]	23
P04732	[0, 60]	61
P07858	[83, 111]	29
P07858	[121, 156]	36
P07858	[172, 220]	49
P09758	[23, 82]	60
P09758	[97, 146]	50
P15498	[544, 573]	30
P27694	[475, 503]	29
P51814	[304, 327]	24
Q01415	[365, 382]	18
Q6UWB4	[236, 258]	23
Q6ZUJ4	[57, 93]	37
Q9UKT4	[367, 446]	80
A8MXZ1	[36, 72]	37
P04150	[410, 490]	81
P48307	[125, 147]	23
P48307	[184, 217]	34
P79522	[154, 185]	32
Q03591	[231, 270]	40
Q6H9L7	[328, 379]	52
Q6H9L7	[424, 440]	17
Q6H9L7	[484, 502]	19
Q7RTX9	[249, 275]	27
Q86SH2	[353, 411]	59
Q96KM6	[501, 554]	54
Q96KM6	[741, 798]	58
Q9BQ08	[48, 106]	59
Q9H972	[8, 31]	24
Q9NXC5	[764, 808]	45
Q9NXC5	[833, 874]	42
Q9Y5Q6	[110, 134]	25
O60858	[44, 66]	23
O75446	[56, 81]	26
P14207	[21, 69]	49
P14207	[128, 144]	17
P24468	[69, 148]	80
P42575	[418, 434]	17
P54826	[107, 252]	146
P54829	[478, 496]	19
P54829	[517, 543]	27
Q2M3T9	[437, 460]	24
Q8NEM1	[191, 211]	21
Q8NEM1	[231, 252]	22
Q9H293	[100, 124]	25
Q9H293	[134, 163]	30
O60232	[51, 82]	32
O94880	[717, 785]	69
O94880	[860, 927]	68
P07711	[164, 184]	21
P49908	[164, 195]	32
P49908	[266, 352]	87
Q8NET1	[22, 68]	47
Q9UHC3	[256, 291]	36
Q9UHC3	[304, 378]	75
Q9UJV3	[59, 79]	21
Q9UJV3	[128, 174]	47
Q9UJV3	[184, 209]	26
Q9UKR3	[146, 225]	80
A6NIJ5	[36, 72]	37
B7Z368	[49, 127]	79
P0CG20	[28, 78]	51
P13640	[0, 61]	62
Q6ZRM9	[101, 144]	44
Q9BQQ7	[143, 159]	17
P53582	[0, 33]	34
P53582	[196, 211]	16
Q5SZI1	[169, 217]	49
Q6ZMU5	[17, 65]	49
Q6ZMU5	[75, 98]	24
Q8NI51	[551, 577]	27
Q96K21	[84, 137]	54
Q96K21	[411, 453]	43
Q9NVV9	[0, 19]	20
Q9NVV9	[30, 92]	63
A6NH21	[26, 51]	26
Q14832	[500, 525]	26
Q8N888	[65, 92]	28
Q8TCQ1	[62, 105]	44
Q96M29	[454, 484]	31
Q99687	[76, 109]	34
O60884	[132, 213]	82
P21728	[235, 259]	25
Q04759	[9, 25]	17
Q04759	[189, 209]	21
Q14210	[17, 106]	90
Q56P03	[170, 210]	41
Q56P03	[248, 265]	18
Q5BKU9	[79, 107]	29
Q5T5A8	[0, 93]	94
Q6UXI9	[47, 109]	63
Q6UXI9	[213, 262]	50
Q8NBL1	[44, 60]	17
Q8TED4	[257, 277]	21
Q96DX4	[526, 554]	29
Q9C004	[125, 233]	109
Q9H0J9	[68, 87]	20
Q9H0J9	[188, 204]	17
A4D161	[64, 105]	42
A4D161	[120, 168]	49
P0DM35	[0, 60]	61
P26927	[45, 140]	96
P26927	[632, 656]	25
Q86UR1	[373, 398]	26
Q8N8Q3	[218, 251]	34
Q8N8R7	[212, 246]	35
Q8WYR1	[0, 15]	16
Q8WYR1	[825, 847]	23
Q92731	[174, 250]	77
Q9NPD5	[456, 474]	19
A0A1B0GTW7	[465, 504]	40
A0A1B0GTW7	[542, 570]	29
P07438	[0, 60]	61
P54108	[181, 209]	29
P54108	[222, 244]	23
Q15649	[7, 51]	45
Q5T752	[0, 113]	114
Q6NTE8	[1, 61]	61
Q96EQ8	[26, 84]	59
Q96EQ8	[153, 176]	24
P26374	[566, 591]	26
P35326	[0, 71]	72
P41271	[37, 132]	96
P57730	[67, 86]	20
Q5VUD6	[323, 360]	38
Q5VY09	[165, 240]	76
Q7Z7K6	[205, 249]	45
Q8TEJ3	[61, 104]	44
Q92496	[109, 136]	28
Q92496	[175, 220]	46
Q92496	[243, 280]	38
Q92496	[363, 383]	21
Q92496	[429, 467]	39
Q92496	[485, 525]	41
Q96LD4	[171, 213]	43
Q9BRP1	[329, 348]	20
Q9BYC8	[99, 140]	42
Q9C026	[0, 42]	43
O00635	[5, 71]	67
O00635	[82, 135]	54
O14770	[96, 114]	19
O76013	[293, 309]	17
P17405	[215, 237]	23
P17405	[582, 600]	19
Q7LC44	[85, 105]	21
Q8IYW5	[3, 52]	50
Q8NE65	[335, 358]	24
Q8WU39	[160, 187]	28
Q96A25	[49, 68]	20
Q96MT3	[180, 204]	25
Q96MT3	[248, 315]	68
Q9H1E1	[40, 143]	104
Q9H8L6	[75, 101]	27
Q9H8L6	[116, 134]	19
C9J302	[58, 93]	36
C9J302	[126, 188]	63
H3BQL2	[606, 624]	19
O00463	[45, 68]	24
O00463	[185, 238]	54
O60565	[83, 183]	101
P01215	[27, 45]	19
P01589	[16, 91]	76
P20160	[171, 222]	52
P51654	[61, 81]	21
P58658	[82, 128]	47
P63267	[0, 20]	21
Q13443	[536, 579]	44
Q13443	[593, 630]	38
Q2Q1W2	[50, 103]	54
Q2Q1W2	[275, 310]	36
Q5SWL8	[450, 475]	26
Q8NCN2	[419, 445]	27
Q92765	[101, 127]	27
Q99728	[39, 93]	55
Q9BYR8	[0, 97]	98
Q9NSA2	[521, 542]	22
Q9UKF5	[336, 367]	32
Q9Y3D2	[88, 114]	27
Q9Y3D2	[135, 176]	42
A0AAG2TVR5	[599, 617]	19
A0ABJ7H351	[394, 415]	22
O15265	[341, 367]	27
O75173	[325, 354]	30
O75173	[608, 691]	84
O75604	[464, 486]	23
P23743	[266, 290]	25
P49757	[154, 183]	30
P56159	[25, 51]	27
P56159	[70, 92]	23
P56159	[145, 199]	55
P56159	[212, 251]	40
P56159	[303, 320]	18
Q4UJ75	[90, 108]	19
Q6NUJ1	[15, 76]	62
Q6NUJ1	[88, 111]	24
Q6NUJ1	[459, 514]	56
Q6VAB6	[117, 158]	42
Q8WTQ1	[30, 50]	21
Q96E35	[186, 221]	36
Q9NPC7	[490, 513]	24
Q9NXA8	[196, 219]	24
Q9P0J7	[0, 16]	17
Q9P0J7	[32, 58]	27
Q9P0J7	[69, 122]	54
Q9Y614	[311, 329]	19
A6NCS6	[259, 289]	31
A8MZG2	[68, 91]	24
A8MZG2	[157, 180]	24
O60291	[268, 284]	17
P05156	[57, 115]	59
P05156	[179, 201]	23
P05156	[236, 302]	67
P05156	[513, 529]	17
P48448	[128, 144]	17
Q2TBF2	[180, 213]	34
Q2TBF2	[282, 307]	26
Q5JWF8	[101, 121]	21
Q8NA19	[368, 408]	41
Q9BY14	[43, 59]	17
Q9BY14	[130, 186]	57
Q9BYU5	[0, 127]	128
Q9P0N8	[53, 93]	41
Q9UJK0	[55, 79]	25
Q9Y561	[155, 215]	61
Q9Y561	[238, 254]	17
A6NN73	[572, 596]	25
O43541	[240, 279]	40
O75398	[493, 549]	57
O75800	[385, 439]	55
O94772	[25, 73]	49
P25713	[0, 67]	68
P55789	[142, 204]	63
Q15052	[299, 315]	17
Q8WXK3	[114, 129]	16
Q9NP84	[28, 65]	38
Q9NP84	[108, 128]	21
Q9UNA0	[373, 400]	28
Q9UNA0	[485, 506]	22
Q9UNA0	[687, 737]	51
Q9UNA0	[880, 928]	49
A6NCQ9	[3, 35]	33
F2Z333	[6, 78]	73
O60575	[32, 57]	26
P40967	[508, 545]	38
Q12891	[364, 382]	19
Q5VYV7	[265, 285]	21
Q6N043	[615, 639]	25
Q6N043	[708, 738]	31
Q8IV16	[54, 145]	92
Q8IY57	[16, 48]	33
Q8N7M2	[338, 376]	39
Q8TAV0	[0, 123]	124
Q8TE04	[383, 403]	21
Q8WY64	[349, 433]	85
Q969K3	[95, 111]	17
Q969K3	[136, 158]	23
Q969K3	[314, 358]	45
Q96F44	[0, 68]	69
Q96F44	[81, 123]	43
Q96T25	[425, 483]	59
Q9BWX1	[237, 339]	103
Q9NPC3	[34, 49]	16
Q9NPY3	[154, 179]	26
O94762	[419, 443]	25
P0CJ92	[607, 626]	20
