accession	start	end	domain
Q70HW3	42	79	Mitochondrial carrier protein
Q70HW3	86	169	Mitochondrial carrier protein
Q70HW3	179	267	Mitochondrial carrier protein
Q9BXL6	20	105	Caspase recruitment domain
Q9BPX1	19	249	Enoyl-(Acyl carrier protein) reductase
Q13823	43	174	NGP1NT (NUC091) domain
Q13823	313	399	50S ribosome-binding GTPase
Q8WVE7	40	144	Transmembrane protein 170A/B-like
Q96FG2	157	313	ELMO/CED-12 family
Q9H0G5	59	177	Nuclear speckle splicing regulatory protein 1, N-terminal
Q9H0G5	293	470	Nuclear speckle splicing regulatory protein 1, RS-like domain
Q96R67	29	302	Olfactory receptor
P31629	189	211	Zinc finger, C2H2 type
P31629	1799	1821	Zinc finger, C2H2 type
P31629	1827	1851	Zinc finger, C2H2 type
A0A376A8Z9	36	112	Immunoglobulin domain
A0A376A8Z9	136	210	Immunoglobulin domain
Q08043	831	897	Ca2+ insensitive EF hand
Q08043	289	397	Spectrin repeat
Q08043	408	512	Spectrin repeat
Q08043	525	634	Spectrin repeat
Q08043	645	746	Spectrin repeat
Q08043	46	149	Calponin homology (CH) domain
Q08043	159	264	Calponin homology (CH) domain
Q8NAB2	154	254	BTB And C-terminal Kelch
Q8NAB2	42	148	BTB/POZ domain
Q8NAB2	392	441	Kelch motif
Q8NAB2	543	586	Kelch motif
Q9UNY4	573	931	SNF2-related domain
Q9UNY4	996	1106	Helicase conserved C-terminal domain
Q9UNY4	5	39	GRF zinc finger
Q9NR64	204	306	BTB/POZ domain
Q9NR64	459	489	Kelch motif
Q9NR64	495	540	Kelch motif
Q9NR64	542	587	Kelch motif
Q9NR64	589	633	Kelch motif
Q9NR64	636	686	Kelch motif
Q9NR64	690	734	Kelch motif
Q9NR64	314	413	BTB And C-terminal Kelch
Q8IUQ0	127	273	CRAL/TRIO domain
Q8IUQ0	71	94	CRAL/TRIO, N-terminal domain
Q9Y2R2	54	288	Protein-tyrosine phosphatase
Q9H6R4	178	318	Nrap protein domain 1
Q9H6R4	848	1003	Nrap protein PAP/OAS1-like domain 5
Q9H6R4	1005	1137	Nrap protein domain 6
Q9H6R4	324	462	Nrap protein PAP/OAS-like domain
Q9H6R4	642	846	Nrap protein nucleotidyltransferase domain 4
Q9H6R4	468	627	Nrap protein domain 3
P62820	13	173	Ras family
Q70EK8	38	348	Ubiquitin carboxyl-terminal hydrolase
P13640	1	62	Metallothionein
Q07837	125	562	Alpha amylase, catalytic domain
P14923	220	253	Armadillo/beta-catenin-like repeat
P14923	342	381	Armadillo/beta-catenin-like repeat
P14923	573	612	Armadillo/beta-catenin-like repeat
Q96BZ8	8	44	N-terminal domain of CBF1 interacting co-repressor CIR
Q96DS6	50	143	CD20-like family
P07864	164	327	lactate/malate dehydrogenase, alpha/beta C-terminal domain
P07864	21	160	lactate/malate dehydrogenase, NAD binding domain
Q8NGL9	31	303	Olfactory receptor
Q15907	13	173	Ras family
P05109	5	48	S-100/ICaBP type calcium binding domain
A8MT65	42	82	KRAB box
A8MT65	320	336	Zinc finger, C2H2 type
A8MT65	432	454	Zinc finger, C2H2 type
A8MT65	460	482	Zinc finger, C2H2 type
A8MT65	363	387	Zinc-finger double domain
A8MT65	390	414	Zinc-finger double domain
A8MT65	502	527	Zinc-finger double domain
Q86VP6	467	593	CAND1-like, TPR repeats
Q86VP6	1040	1202	TATA-binding protein interacting (TIP20)
Q86VP6	149	202	HEAT-like repeat
Q96G23	73	126	Homeodomain
Q96G23	132	325	TLC domain
O94910	801	844	GPCR proteolysis site, GPS, motif
O94910	138	397	Olfactomedin-like domain
O94910	1113	1474	Latrophilin Cytoplasmic C-terminal region
O94910	859	1093	7 transmembrane receptor (Secretin family)
O94910	478	534	Hormone receptor domain
O94910	537	663	AGRL2-4 GAIN subdomain A
O94910	48	128	D-galactoside/L-rhamnose binding SUEL lectin domain
Q9BVS4	108	279	RIO domain
Q9BVS4	9	91	Rio2, N-terminal
Q5D1E8	49	89	UBA-like domain
Q5D1E8	550	593	Endoribonuclease Regnase 1/ ZC3H12 C-terminal domain
Q5D1E8	135	289	Zc3h12a-like Ribonuclease NYN domain
Q9UEG4	150	172	Zinc finger, C2H2 type
Q9UEG4	179	200	Zinc finger, C2H2 type
Q9UEG4	206	228	Zinc finger, C2H2 type
Q9UEG4	234	256	Zinc finger, C2H2 type
Q9UEG4	262	284	Zinc finger, C2H2 type
Q9UEG4	290	312	Zinc finger, C2H2 type
Q9UEG4	318	340	Zinc finger, C2H2 type
Q9UEG4	346	368	Zinc finger, C2H2 type
Q9UEG4	374	396	Zinc finger, C2H2 type
Q9UEG4	402	424	Zinc finger, C2H2 type
Q9UEG4	430	452	Zinc finger, C2H2 type
Q9UEG4	458	480	Zinc finger, C2H2 type
Q9UEG4	486	508	Zinc finger, C2H2 type
Q9UEG4	714	736	Zinc finger, C2H2 type
Q9H190	109	184	PDZ domain
Q9H190	193	263	PDZ domain
Q16854	41	275	Deoxynucleoside kinase
Q7Z6W1	9	179	Transmembrane and coiled-coil domain-containing protein 2
Q96B49	1	74	Mitochondrial import receptor subunit TOM6 homolog
P30926	27	232	Neurotransmitter-gated ion-channel ligand binding domain
P30926	239	478	Neurotransmitter-gated ion-channel transmembrane region
Q8NET1	28	56	Beta defensin
Q8N8J7	73	131	Domain of unknown function (DUF4605)
Q9NUV9	31	238	AIG1 family
Q6QHF9	23	497	Flavin containing amine oxidoreductase
Q96PJ5	302	370	Immunoglobulin domain
Q96PJ5	107	169	Immunoglobulin domain
A6NK89	89	128	Ras association domain-containing protein 8/10, RA domain
A6NK89	325	367	RASSF protein helical domain
Q6ZSC3	215	288	RBM43, KH-domain type I
Q6ZSC3	293	348	RBM43 C-terminal domain
O75074	43	156	CUB domain
O75074	254	362	CUB domain
O75074	165	200	Low-density lipoprotein receptor domain class A
O75074	212	249	Low-density lipoprotein receptor domain class A
O75074	454	489	Low-density lipoprotein receptor domain class A
O14669	55	94	Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain
Q9UKY4	541	748	C-terminal four TMM region of protein-O-mannosyltransferase
Q9UKY4	353	506	MIR domain
Q9UKY4	63	305	Dolichyl-phosphate-mannose-protein mannosyltransferase
Q9UHK6	3	350	CoA-transferase family III
P09417	13	194	short chain dehydrogenase
P63146	8	143	Ubiquitin-conjugating enzyme
Q9H0B3	105	123	IQ calmodulin-binding motif
Q9H0B3	929	947	IQ calmodulin-binding motif
Q9H0B3	950	968	IQ calmodulin-binding motif
Q9H0B3	974	990	IQ calmodulin-binding motif
Q9H0B3	1115	1134	IQ calmodulin-binding motif
Q9H0B3	1138	1155	IQ calmodulin-binding motif
Q9H3Q1	26	84	P21-Rho-binding domain
Q9H3Q1	112	228	Cdc42 effector
P53673	13	96	Beta/Gamma crystallin
P53673	107	194	Beta/Gamma crystallin
O75954	9	229	Tetraspanin family
Q86XM0	42	369	CATSPERD, beta-propeller domain
Q86XM0	538	750	CATSPERD/E C-terminal domain
Q86XM0	389	508	CATSPERD Ig-like domain
P15169	342	416	Carboxypeptidase regulatory-like domain
P15169	33	329	Zinc carboxypeptidase
Q96QU1	31	140	Extracellular Cadherin domain
Q96QU1	153	256	Cadherin domain
Q96QU1	521	605	Cadherin domain
Q96QU1	621	708	Cadherin domain
Q96QU1	726	810	Cadherin domain
Q96QU1	824	916	Cadherin domain
Q96QU1	938	1027	Cadherin domain
Q96QU1	1046	1135	Cadherin domain
Q96QU1	1153	1242	Cadherin domain
Q96QU1	1246	1359	PCDH15-like domain
Q8TAM6	1	284	Ermin
Q3MIV0	1	41	Keratin-associated matrix
Q8NHG7	2	63	Small VCP/p97-interacting protein
Q92629	23	277	Sarcoglycan complex subunit protein
P01714	25	109	Immunoglobulin V-set domain
P43115	65	346	7 transmembrane receptor (rhodopsin family)
Q8TBC5	46	133	SCAN domain
Q86VW2	349	464	SOS1/NGEF-like PH domain
Q86VW2	164	334	RhoGEF domain
Q8NHQ9	253	363	Helicase conserved C-terminal domain
Q8NHQ9	33	211	DEAD/DEAH box helicase
Q8NHQ9	414	463	ATP-dependent rRNA helicase SPB4-like, C-terminal extension
Q05BV3	328	592	Echinoderm microtubule-associated protein second beta-propeller
Q05BV3	1001	1267	Echinoderm microtubule-associated protein second beta-propeller
Q05BV3	1697	1964	Echinoderm microtubule-associated protein second beta-propeller
Q05BV3	7	45	HELP motif
Q05BV3	673	711	HELP motif
Q05BV3	1359	1398	HELP motif
Q05BV3	53	307	Echinoderm microtubule-associated protein first beta-propeller
Q05BV3	719	982	Echinoderm microtubule-associated protein first beta-propeller
Q05BV3	1406	1677	Echinoderm microtubule-associated protein first beta-propeller
Q8N884	214	389	Mab-21 protein nucleotidyltransferase domain
Q8N884	405	509	Mab-21 protein HhH/H2TH-like domain
P15848	45	361	Sulfatase
B1AKI9	222	261	Thrombospondin type 1 domain
B1AKI9	294	430	AMOP domain
Q9NP80	445	637	Patatin-like phospholipase
A0AAG2SUK6	38	107	Ribosomal protein L23
Q9UL41	1	92	PNMA N-terminal RRM-like domain
Q9UL41	167	327	PNMA
Q8NGZ0	33	306	Olfactory receptor
Q9BVC6	58	231	Negative regulator of p53/TP53
Q5VW22	443	554	Putative GTPase activating protein for Arf
Q5VW22	570	658	Ankyrin repeats (3 copies)
Q9Y5J3	123	162	Hairy Orange
Q9Y5J3	50	105	Helix-loop-helix DNA-binding domain
Q8TDY8	430	518	Fibronectin type III domain
Q8TDY8	531	617	Fibronectin type III domain
Q8TDY8	632	724	Fibronectin type III domain
Q8TDY8	752	838	Fibronectin type III domain
Q8TDY8	850	936	Fibronectin type III domain
Q8TDY8	145	223	Immunoglobulin I-set domain
Q8TDY8	335	422	Immunoglobulin I-set domain
Q8TDY8	245	314	Immunoglobulin domain
Q86XS8	263	305	Ring finger domain
Q86XS8	83	164	PA domain
P60903	5	46	S-100/ICaBP type calcium binding domain
Q4VNC0	262	384	P-type ATPase actuator domain
Q4VNC0	17	142	P5-type ATPase cation transporter
Q4VNC0	595	700	P-type ATPase, cytoplasmic domain N
Q4VNC0	164	213	Cation transporter/ATPase, N-terminus
Q14978	624	696	SRP40, C-terminal domain
Q9H2A7	27	118	C-X-C motif chemokine 16 domain
Q9UKL0	105	158	ELM2 domain
Q9UKL0	311	374	Helical region in REST corepressor
Q9UKL0	194	237	Myb-like DNA-binding domain
Q9UKL0	385	428	Myb-like DNA-binding domain
Q5VWI1	455	500	FF domain
Q5VWI1	519	567	FF domain
Q5VWI1	332	385	TCERG1 WW domain
Q5TB80	1244	1305	CEP162 middle coiled-coil domain
Q5TB80	842	935	Centrosomal protein of 162 kDa third helical domain
Q5TB80	1316	1384	CEP162 C-terminal coiled-coil domain
Q5TB80	633	681	Centrosomal protein of 162 kDa first helical domain
P01782	31	116	Immunoglobulin V-set domain
Q9ULH1	54	286	BAR domain of APPL family
Q9ULH1	440	555	Putative GTPase activating protein for Arf
Q9ULH1	586	664	Ankyrin repeats (3 copies)
Q9ULH1	1075	1124	Variant SH3 domain
Q9ULH1	326	413	PH domain
Q5H9I0	109	188	E2F/DP family winged-helix DNA-binding domain
Q5H9I0	195	333	Transcription factor DP
P35499	1720	1753	SCN5A-like, C-terminal IQ motif
P35499	816	1026	Sodium ion transport-associated
P35499	131	456	Ion transport protein
P35499	578	807	Ion transport protein
P35499	1030	1304	Ion transport protein
P35499	1353	1608	Ion transport protein
Q14126	165	262	Cadherin domain
Q14126	281	377	Cadherin domain
Q14126	401	490	Cadherin domain
Q9UJ78	242	276	MYM-type Zinc finger with FCS sequence motif
Q9UJ78	334	369	MYM-type Zinc finger with FCS sequence motif
Q9UJ78	375	415	MYM-type Zinc finger with FCS sequence motif
Q8WWW8	7	116	PH domain
Q86XA9	1259	1460	Laa1/Sip1/HEATR5 HEAT repeat region
Q86XA9	1524	1739	HEATR5A-like, HEAT repeats
Q6ZVH7	209	259	Ankyrin repeats (many copies)
Q6ZVH7	8	95	Ankyrin repeats (3 copies)
Q6ZVH7	108	200	Ankyrin repeats (3 copies)
Q6ZVH7	266	324	Ankyrin repeats (3 copies)
Q9NVX2	18	77	NLE (NUC135) domain
Q9NVX2	105	142	WD domain, G-beta repeat
Q9NVX2	148	184	WD domain, G-beta repeat
Q9NVX2	192	232	WD domain, G-beta repeat
Q9NVX2	236	272	WD domain, G-beta repeat
Q9NVX2	363	400	WD domain, G-beta repeat
Q9NVX2	404	442	WD domain, G-beta repeat
Q9NVX2	450	483	WD domain, G-beta repeat
P35030	81	296	Trypsin
Q5JY77	1153	1369	Armadillo-like
O15126	117	292	SCAMP family
P60201	5	273	Myelin proteolipid protein (PLP or lipophilin)
P43353	12	424	Aldehyde dehydrogenase family
A0AAG2TTZ7	557	596	GM130 C-terminal binding motif
A0AAG2TTZ7	218	354	Putative golgin subfamily A member 2-like protein 5
Q86W42	131	284	Nucleolar protein 10-like, N-terminal domain
Q86W42	67	100	WD domain, G-beta repeat
P25098	55	174	Regulator of G protein signaling domain
P25098	560	650	PH domain
P25098	191	453	Protein kinase domain
Q6JVE5	40	183	Lipocalin / cytosolic fatty-acid binding protein family
Q16560	53	122	RNA recognition motif
P0C5Y4	5	121	Keratin, high sulfur B2 protein
Q8N0V5	97	357	Core-2/I-Branching enzyme
Q75V66	292	868	Calcium-activated chloride channel
Q75V66	72	289	Anoctamin, dimerisation domain
P51153	10	170	Ras family
Q7Z434	6	90	Caspase recruitment domain
Q92622	56	176	RUN domain
Q92622	487	698	Rubicon, PI3K-binding domain
Q92622	737	936	Rubicon Homology Domain
P23677	245	455	Inositol polyphosphate kinase
Q8NI37	86	262	Stage II sporulation protein E (SpoIIE)
Q9NUJ7	87	222	PI-PLC X 1
P29084	146	204	TFA2 Winged helix domain 2
P29084	74	145	TFIIE beta subunit core domain
Q53H12	206	419	Acylglycerol kinase C-terminal
Q53H12	62	195	Diacylglycerol kinase catalytic domain
Q6ZMG9	131	324	TLC domain
Q6ZMG9	82	125	Homeodomain
P26583	95	163	HMG (high mobility group) box
P26583	6	78	HMG-box domain
O15037	76	196	N4BP1, second type I KH-domain
O15037	12	75	N4BP1, first type I KH-domain
O15037	630	675	N4BP1, C-terminal UBA domain
O15037	437	589	Zc3h12a-like Ribonuclease NYN domain
Q9UJT2	66	592	Testis-specific serine kinase substrate
Q4G1C9	58	192	Cysteine-rich secretory protein family
Q6P1L8	32	144	Ribosomal protein L14p/L23e
Q86UL8	137	186	Guanylate kinase
Q86UL8	304	333	WW domain
Q86UL8	20	96	PDZ domain
Q86UL8	428	495	PDZ domain
Q86UL8	608	669	PDZ domain
Q86UL8	781	858	PDZ domain
Q86UL8	921	1006	PDZ domain
Q86UL8	1148	1225	PDZ domain
Q86UL8	198	259	Unstructured region on MAGI
O43345	511	536	Zinc-finger double domain
O43345	707	732	Zinc-finger double domain
O43345	1099	1124	Zinc-finger double domain
O43345	3	44	KRAB box
O43345	229	248	C2H2-type zinc finger
O43345	453	472	C2H2-type zinc finger
O43345	257	279	Zinc finger, C2H2 type
O43345	286	307	Zinc finger, C2H2 type
O43345	313	335	Zinc finger, C2H2 type
O43345	341	363	Zinc finger, C2H2 type
O43345	425	447	Zinc finger, C2H2 type
O43345	581	603	Zinc finger, C2H2 type
O43345	609	631	Zinc finger, C2H2 type
O43345	637	659	Zinc finger, C2H2 type
O43345	665	687	Zinc finger, C2H2 type
O43345	777	799	Zinc finger, C2H2 type
O43345	805	827	Zinc finger, C2H2 type
O43345	833	855	Zinc finger, C2H2 type
O43345	945	967	Zinc finger, C2H2 type
O43345	1001	1023	Zinc finger, C2H2 type
O43345	1029	1051	Zinc finger, C2H2 type
O43345	1057	1079	Zinc finger, C2H2 type
O43345	1197	1219	Zinc finger, C2H2 type
O43345	1225	1247	Zinc finger, C2H2 type
Q5JQS6	49	134	Germinal center-associated lymphoma
Q96RD7	47	236	Innexin
Q8N4S9	193	360	Membrane-associating domain
Q8N4S9	446	548	Occludin homology domain
Q9BZJ8	59	341	7 transmembrane receptor (rhodopsin family)
Q8WXB1	27	189	Lysine methyltransferase
Q8N5B7	140	333	TLC domain
Q8N5B7	90	134	Homeodomain
Q96RI8	49	311	7 transmembrane receptor (rhodopsin family)
Q6B0I6	179	295	JmjC domain, hydroxylase
Q6B0I6	19	53	jmjN domain
Q86X02	427	464	Cerebellar degeneration-related protein 2 C-terminal domain
P49754	789	840	Vps41 C-terminal RING finger domain
P49754	30	359	Vps42 beta-propeller
P49754	396	728	Vps41 TPR-like region
Q8NDW4	380	402	Zinc finger, C2H2 type
Q8NDW4	408	430	Zinc finger, C2H2 type
Q8NDW4	436	458	Zinc finger, C2H2 type
Q8NDW4	464	486	Zinc finger, C2H2 type
Q8NDW4	492	514	Zinc finger, C2H2 type
Q8NDW4	520	542	Zinc finger, C2H2 type
Q8NDW4	548	570	Zinc finger, C2H2 type
Q8NDW4	8	48	KRAB box
Q96I36	2	53	Cytochrome oxidase c assembly
A0A0C4DH33	32	116	Immunoglobulin V-set domain
P21796	4	276	Eukaryotic porin
O60547	27	358	GDP-mannose 4,6 dehydratase
Q3SXY8	19	173	ADP-ribosylation factor family
P40394	46	174	Alcohol dehydrogenase GroES-like domain
P40394	214	347	Zinc-binding dehydrogenase
Q9H6L2	1	300	Transmembrane protein 231
Q96CH1	45	296	7 transmembrane receptor (rhodopsin family)
P10997	27	73	Calcitonin / CGRP / IAPP family
Q86VU5	61	262	O-methyltransferase
Q6ZS10	272	374	Lectin C-type domain
Q6Y288	119	211	Fringe-like
Q6Y288	263	473	Fringe-like
Q68DI1	264	286	Zinc finger, C2H2 type
Q68DI1	292	314	Zinc finger, C2H2 type
Q68DI1	320	342	Zinc finger, C2H2 type
Q68DI1	348	370	Zinc finger, C2H2 type
Q68DI1	376	398	Zinc finger, C2H2 type
Q68DI1	404	426	Zinc finger, C2H2 type
Q68DI1	432	454	Zinc finger, C2H2 type
Q68DI1	460	482	Zinc finger, C2H2 type
Q68DI1	488	510	Zinc finger, C2H2 type
Q68DI1	14	54	KRAB box
Q7Z5U6	93	139	Anaphase-promoting complex subunit 4 WD40 domain
Q7Z5U6	237	269	WD domain, G-beta repeat
P46020	1044	1139	Phosphorylase b kinase C-terminal domain
P46020	8	921	Glycosyl hydrolases family 15
Q6PRD1	229	324	GPR158/179 extracellular domain
Q6PRD1	379	630	7 transmembrane sweet-taste receptor of 3 GCPR
Q8NGU9	78	352	7 transmembrane receptor (rhodopsin family)
A0AAG2UXS2	177	240	Olduvai domain
A0AAG2UXS2	448	511	Olduvai domain
A0AAG2UXS2	721	782	Olduvai domain
A0AAG2UXS2	804	867	Olduvai domain
A0AAG2UXS2	877	943	Olduvai domain
A0AAG2UXS2	952	1018	Olduvai domain
A0AAG2UXS2	1026	1092	Olduvai domain
A0AAG2UXS2	1122	1188	Olduvai domain
A0AAG2UXS2	1197	1263	Olduvai domain
A0AAG2UXS2	1271	1337	Olduvai domain
A0AAG2UXS2	1367	1433	Olduvai domain
A0AAG2UXS2	1442	1508	Olduvai domain
A0AAG2UXS2	1516	1582	Olduvai domain
A0AAG2UXS2	1612	1678	Olduvai domain
Q9H3H5	318	360	DPAGT1 insertion domain
Q9H3H5	99	269	Glycosyl transferase family 4
Q9NZQ8	39	268	SLOG in TRPM
Q9NZQ8	743	986	Ion transport protein
Q9NZQ8	367	626	TRPM2-like domain
O60225	158	187	SSXRD motif
P43627	38	112	Immunoglobulin domain
P43627	136	210	Immunoglobulin domain
Q9BXW7	49	152	Haloacid dehalogenase-like hydrolase
Q9P0M9	31	102	Ribosomal L27 protein
Q6ZUI0	66	170	Inositol phosphatase
Q8IWF2	35	273	Pyridine nucleotide-disulphide oxidoreductase
Q504Y0	230	346	Zip protein EF-hand
Q504Y0	369	683	ZIP Zinc transporter
Q504Y0	63	222	Zinc transporter ZIP4 domain
A0AAG2SVT6	12	96	Immunoglobulin V-set domain
P68431	44	131	Core histone H2A/H2B/H3/H4 domain
Q9UBT6	340	370	IMS family HHH motif
Q9UBT6	413	526	impB/mucB/samB family C-terminal domain
Q9UBT6	106	325	impB/mucB/samB family
Q96MP5	179	304	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain
Q96MP5	533	570	SWIM zinc finger
Q96MP5	613	656	Zinc finger SWIM domain-containing protein 1/3, C-terminal
Q96MP5	312	434	ZSWIM1/3, helical domain
Q96MP5	1	102	Zinc finger SWIM domain-containing protein 3, N-terminal
Q13114	53	92	TNF receptor-associated factor 2/3/5, RING domain
Q13114	136	192	TRAF-type zinc finger
Q13114	438	557	TRAF/meprin, MATH domain
Q9H6E4	28	223	ERK and JNK pathways, inhibitor
Q7Z407	178	235	Sushi repeat (SCR repeat)
Q7Z407	486	543	Sushi repeat (SCR repeat)
Q7Z407	664	717	Sushi repeat (SCR repeat)
Q7Z407	834	891	Sushi repeat (SCR repeat)
Q7Z407	1010	1063	Sushi repeat (SCR repeat)
Q7Z407	1182	1237	Sushi repeat (SCR repeat)
Q7Z407	1354	1410	Sushi repeat (SCR repeat)
Q7Z407	1530	1584	Sushi repeat (SCR repeat)
Q7Z407	1701	1758	Sushi repeat (SCR repeat)
Q7Z407	1878	1935	Sushi repeat (SCR repeat)
Q7Z407	2052	2107	Sushi repeat (SCR repeat)
Q7Z407	2224	2279	Sushi repeat (SCR repeat)
Q7Z407	2395	2452	Sushi repeat (SCR repeat)
Q7Z407	2569	2627	Sushi repeat (SCR repeat)
Q7Z407	2632	2689	Sushi repeat (SCR repeat)
Q7Z407	2701	2749	Sushi repeat (SCR repeat)
Q7Z407	2759	2812	Sushi repeat (SCR repeat)
Q7Z407	2817	2870	Sushi repeat (SCR repeat)
Q7Z407	2875	2928	Sushi repeat (SCR repeat)
Q7Z407	2947	2990	Sushi repeat (SCR repeat)
Q7Z407	2995	3048	Sushi repeat (SCR repeat)
Q7Z407	3056	3109	Sushi repeat (SCR repeat)
Q7Z407	3114	3168	Sushi repeat (SCR repeat)
Q7Z407	3173	3228	Sushi repeat (SCR repeat)
Q7Z407	3233	3286	Sushi repeat (SCR repeat)
Q7Z407	3291	3344	Sushi repeat (SCR repeat)
Q7Z407	3352	3406	Sushi repeat (SCR repeat)
Q7Z407	3411	3466	Sushi repeat (SCR repeat)
Q7Z407	65	170	CUB domain
Q7Z407	241	342	CUB domain
Q7Z407	548	656	CUB domain
Q7Z407	721	826	CUB domain
Q7Z407	895	1000	CUB domain
Q7Z407	1067	1174	CUB domain
Q7Z407	1241	1346	CUB domain
Q7Z407	1414	1520	CUB domain
Q7Z407	1588	1693	CUB domain
Q7Z407	1762	1867	CUB domain
Q7Z407	1939	2044	CUB domain
Q7Z407	2111	2216	CUB domain
Q7Z407	2283	2379	CUB domain
Q7Z407	2464	2564	CUB domain
O60243	80	351	Sulfotransferase family
P52789	22	219	Hexokinase
P52789	471	666	Hexokinase
P52789	225	459	Hexokinase
P52789	674	907	Hexokinase
P06276	31	550	Carboxylesterase family
P06276	565	599	Acetylcholinesterase tetramerisation domain
P30049	125	166	Metazoan delta subunit of F1F0-ATP synthase, C-terminal domain
P30049	38	119	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
P09093	30	263	Trypsin
Q12934	43	188	Intermediate filament protein
Q5VVX9	9	144	Ubiquitin-conjugating enzyme
Q8NI60	300	538	ABC1 atypical kinase-like domain
Q6P1R3	103	198	Myb/SANT-like DNA-binding domain
Q8IZV2	36	162	Membrane-associating domain
O00479	2	89	HMG14 and HMG17
A6NFZ4	33	105	FAM24 family
H3BNL8	1	229	Armadillo-like helical domain-containing protein 2
P0DN87	27	130	Cystine-knot domain
Q59H18	114	195	Ankyrin repeats (3 copies)
Q59H18	204	291	Ankyrin repeats (3 copies)
Q59H18	302	368	Ankyrin repeats (3 copies)
Q59H18	463	719	Protein tyrosine and serine/threonine kinase
Q9BQE9	4	51	BCL7, N-terminal conserver region
Q8IWJ2	1548	1612	Rab binding domain
Q8IWJ2	1614	1656	GRIP domain
Q9Y6V7	234	343	Helicase conserved C-terminal domain
Q9Y6V7	26	195	DEAD/DEAH box helicase
Q00975	1728	1781	Voltage-dependent L-type calcium channel, IQ-associated
Q00975	95	365	Ion transport protein
Q00975	482	718	Ion transport protein
Q00975	1150	1424	Ion transport protein
Q00975	1471	1718	Ion transport protein
Q00975	1792	1869	Voltage gated calcium channel IQ domain
Q8IX15	453	509	Homeodomain leucine-zipper encoding, Homez
B7Z368	1	126	Family of unknown function (DUF5558)
Q3V6T2	17	162	HOOK domain
P46092	58	310	7 transmembrane receptor (rhodopsin family)
Q8N9R8	65	556	Protein SCAI
Q3ZCQ2	2	193	Annexin-2 receptor
P55289	725	783	Cadherin, Y-type LIR-motif
P55289	62	151	Cadherin domain
P55289	165	259	Cadherin domain
P55289	274	376	Cadherin domain
P55289	389	480	Cadherin domain
P55289	493	590	Cadherin domain
Q03591	23	83	Sushi repeat (SCR repeat)
Q03591	92	140	Sushi repeat (SCR repeat)
Q03591	147	201	Sushi repeat (SCR repeat)
Q03591	208	262	Sushi repeat (SCR repeat)
Q03591	281	327	Sushi repeat (SCR repeat)
Q9NZI2	136	209	EF-hand domain pair
Q9NZI2	78	126	EF-hand domain pair
O95347	522	640	SMC proteins Flexible Hinge Domain
O95347	2	670	RecF/RecN/SMC N terminal domain
O95347	862	1163	RecF/RecN/SMC N terminal domain
Q92752	1135	1343	Fibrinogen beta and gamma chains, C-terminal globular domain
Q92752	155	276	Teneurin EGF domain
Q92752	328	408	Fibronectin type III domain
Q92752	416	497	Fibronectin type III domain
Q92752	507	587	Fibronectin type III domain
Q92752	595	678	Fibronectin type III domain
Q92752	687	767	Fibronectin type III domain
Q92752	776	856	Fibronectin type III domain
Q92752	865	944	Fibronectin type III domain
Q92752	955	1027	Fibronectin type III domain
Q92752	1042	1122	Fibronectin type III domain
Q92752	297	324	Teneurin-like EGF domain
Q8TE68	487	528	SH3 domain
Q8TE68	626	687	SAM domain (Sterile alpha motif)
Q8TE68	35	164	Phosphotyrosine-binding domain
Q8TE68	256	405	EPS8 spectrin-like domain
Q8WUM4	413	701	ALIX V-shaped domain binding to HIV
Q8WUM4	4	378	BRO1-like domain
O00233	23	102	Nas2 N_terminal domain
O00233	139	194	PDZ domain
P40617	9	186	ADP-ribosylation factor family
Q5U4N7	1	214	Protein GDF5OS, mitochondrial
P35580	32	76	Myosin N-terminal SH3-like domain
P35580	788	806	IQ calmodulin-binding motif
P35580	87	771	Myosin head (motor domain)
P35580	848	1928	Myosin tail
Q9NQG7	599	698	Intu longin-like domain 3
Q9NQG7	15	121	First Longin domain of INTU, CCZ1 and HPS4
Q96JB6	39	133	Scavenger receptor cysteine-rich domain
Q96JB6	174	286	Scavenger receptor cysteine-rich domain
Q96JB6	316	411	Scavenger receptor cysteine-rich domain
Q96JB6	425	528	Scavenger receptor cysteine-rich domain
Q96JB6	533	731	Lysyl oxidase
Q13761	317	415	Runx inhibition domain
Q13761	56	183	Runt domain
Q53EZ4	171	204	TSG101 and ALIX binding domain of CEP55
P09211	98	196	Glutathione S-transferase, C-terminal domain
P09211	6	74	Glutathione S-transferase, N-terminal domain
Q96FT9	67	192	Intraflagellar transport protein 43
Q9BRS2	193	380	RIO domain
Q6IF99	31	305	Olfactory receptor
Q96CW9	287	328	Laminin EGF domain
Q96CW9	409	456	Laminin EGF domain
Q96CW9	353	396	Laminin/attractin EGF domain
Q96CW9	39	285	Laminin N-terminal (Domain VI)
O60939	33	147	Immunoglobulin V-set domain
A2A2Y4	229	315	FERM C-terminal PH-like domain
A2A2Y4	323	366	FERM adjacent (FA)
A2A2Y4	36	98	FERM N-terminal domain
A2A2Y4	116	225	FERM central domain
P12814	822	888	Ca2+ insensitive EF hand
P12814	275	383	Spectrin repeat
P12814	394	498	Spectrin repeat
P12814	510	620	Spectrin repeat
P12814	632	732	Spectrin repeat
P12814	32	135	Calponin homology (CH) domain
