Accession_number	Region	Region_length
P0C7X2	[181, 234]	54
P14784	[324, 388]	65
P31391	[334, 359]	26
P40692	[120, 145]	26
P52747	[6, 34]	29
P52747	[195, 445]	251
Q8IUH5	[22, 42]	21
Q92782	[0, 144]	145
Q92782	[192, 225]	34
Q92782	[257, 386]	130
Q96IW7	[148, 185]	38
Q9C019	[0, 121]	122
Q9UKQ2	[373, 575]	203
Q9UKQ2	[590, 664]	75
A0A140TA62	[24, 121]	98
A0A140TA62	[394, 435]	42
A8MTA8	[180, 205]	26
P49711	[265, 577]	313
Q07011	[16, 149]	134
Q08629	[65, 204]	140
Q49AM3	[0, 36]	37
Q49AM3	[410, 425]	16
Q8N7U6	[672, 694]	23
Q8TDD2	[271, 368]	98
Q96LI6	[33, 76]	44
Q96RE9	[235, 602]	368
Q99747	[250, 267]	18
Q9BY77	[332, 359]	28
Q9BZQ6	[676, 692]	17
Q9HCI5	[459, 480]	22
Q9P2M4	[187, 246]	60
Q9UEG4	[140, 541]	402
Q9UEG4	[559, 601]	43
Q9UEG4	[650, 689]	40
Q9UEG4	[760, 786]	27
Q9UEG4	[841, 868]	28
Q9Y2K1	[112, 158]	47
Q9Y2K1	[201, 264]	64
Q9Y2K1	[419, 472]	54
Q9Y2K1	[502, 622]	121
A1YPR0	[347, 397]	51
A1YPR0	[411, 478]	68
P46721	[627, 669]	43
P51504	[37, 142]	106
P51504	[211, 272]	62
P53041	[456, 479]	24
P53801	[36, 72]	37
Q13651	[189, 219]	31
Q13651	[523, 542]	20
Q16665	[728, 825]	98
Q6ZWK6	[170, 200]	31
Q86WU2	[0, 15]	16
Q8NCK3	[100, 437]	338
Q96AG4	[123, 154]	32
Q96AQ6	[574, 606]	33
Q96BN6	[199, 222]	24
Q96BN6	[331, 362]	32
Q96H86	[165, 354]	190
Q96MC5	[186, 203]	18
Q9BWM5	[128, 574]	447
Q9H9A7	[447, 478]	32
Q9HBU1	[91, 109]	19
Q9NTM9	[216, 272]	57
O14490	[201, 245]	45
O14490	[438, 508]	71
O60671	[266, 281]	16
O76009	[0, 79]	80
O76009	[358, 403]	46
P15976	[70, 110]	41
P15976	[192, 294]	103
P26715	[104, 127]	24
P26842	[20, 126]	107
P43489	[12, 148]	137
P78396	[47, 88]	42
Q13106	[129, 436]	308
Q13469	[566, 583]	18
Q15375	[225, 336]	112
Q15375	[902, 917]	16
Q6UXV0	[13, 66]	54
Q6ZRF8	[13, 162]	150
Q6ZRF8	[342, 364]	23
Q6ZWJ1	[110, 186]	77
Q86UX7	[171, 221]	51
Q8IV08	[67, 89]	23
Q8ND25	[134, 180]	47
Q8TE85	[552, 611]	60
Q8WWZ3	[88, 114]	27
Q9BTE6	[0, 36]	37
Q9BTF0	[458, 502]	45
Q9BXL8	[77, 107]	31
Q9BYS1	[0, 95]	96
Q9NXV2	[19, 40]	22
Q9P2V4	[543, 562]	20
Q9UK53	[347, 412]	66
Q9UPG8	[58, 211]	154
Q9UPG8	[246, 279]	34
A6NK89	[15, 39]	25
O00151	[244, 273]	30
P00740	[33, 192]	160
P16473	[1, 47]	47
P16473	[373, 413]	41
Q08ET2	[149, 225]	77
Q08ET2	[347, 362]	16
Q15935	[87, 541]	455
Q52LR7	[399, 466]	68
Q52LR7	[502, 535]	34
Q5TAA0	[122, 167]	46
Q7Z5Q1	[308, 326]	19
Q8IVL6	[566, 593]	28
Q8N6C8	[156, 183]	28
Q8N6C8	[276, 302]	27
Q8WWH5	[303, 328]	26
Q96A83	[113, 147]	35
Q9C0F3	[131, 469]	339
Q9HBW1	[40, 64]	25
Q9NZU5	[15, 70]	56
Q9NZU5	[236, 273]	38
Q9UMS5	[234, 262]	29
Q9UQC9	[760, 784]	25
O14921	[0, 23]	24
O43353	[318, 333]	16
O43353	[369, 400]	32
P07358	[54, 165]	112
P07358	[499, 562]	64
P49767	[215, 418]	204
P51522	[61, 267]	207
P51522	[422, 511]	90
P56915	[77, 135]	59
P58166	[180, 195]	16
P58166	[236, 254]	19
Q2VY69	[135, 592]	458
Q6S545	[133, 162]	30
Q6UN15	[202, 234]	33
Q6UWL2	[27, 55]	29
Q6UWL2	[70, 251]	182
Q6ZN79	[147, 299]	153
Q86XN7	[118, 140]	23
Q8N9Q2	[0, 41]	42
Q96I76	[95, 113]	19
Q96M69	[719, 754]	36
Q96NY9	[437, 458]	22
Q99439	[139, 175]	37
Q9H116	[315, 617]	303
Q9HAP2	[100, 122]	23
Q9UQQ2	[232, 260]	29
A6NGN4	[128, 144]	17
O00237	[563, 630]	68
P10398	[588, 605]	18
P28331	[0, 22]	23
P49918	[85, 109]	25
Q14134	[164, 261]	98
Q2M3R5	[54, 70]	17
Q5SXH7	[417, 460]	44
Q5VWK0	[511, 527]	17
Q7Z3Z4	[74, 95]	22
Q8N6Y2	[185, 200]	16
Q8NCA9	[52, 148]	97
Q8NCA9	[196, 272]	77
Q8TED9	[318, 341]	24
Q96A99	[455, 477]	23
Q96G46	[117, 213]	97
Q96PC2	[164, 186]	23
Q9H898	[1, 109]	109
Q9H898	[128, 182]	55
Q9NQW5	[371, 395]	25
Q9UM22	[205, 223]	19
Q9Y5S8	[232, 263]	32
O15297	[370, 387]	18
O75663	[233, 252]	20
P07199	[189, 238]	50
Q14990	[33, 87]	55
Q14990	[110, 249]	140
Q1ZYL8	[192, 231]	40
Q4G1C9	[203, 236]	34
Q56NI9	[504, 538]	35
Q8N4Y2	[90, 105]	16
Q8N7K0	[114, 672]	559
Q8N9Z0	[85, 127]	43
Q8N9Z0	[186, 349]	164
Q8N9Z0	[392, 458]	67
Q8NHY2	[117, 143]	27
Q8TBZ5	[10, 93]	84
Q8TBZ5	[133, 543]	411
Q96MI6	[68, 105]	38
Q96RD9	[74, 92]	19
Q99650	[846, 905]	60
Q9BR11	[290, 389]	100
Q9BSK1	[74, 384]	311
Q9NQR7	[68, 130]	63
Q9NRG4	[254, 280]	27
Q9NY57	[338, 362]	25
Q9UPT5	[280, 356]	77
Q9Y620	[35, 100]	66
Q9Y620	[197, 264]	68
Q9Y620	[600, 617]	18
Q9Y620	[818, 878]	61
O76014	[14, 117]	104
P08319	[0, 19]	20
P52961	[272, 299]	28
P60331	[10, 56]	47
Q14188	[381, 401]	21
Q16877	[14, 29]	16
Q3KNS6	[140, 431]	292
Q5H9K5	[207, 277]	71
Q5T6C5	[55, 74]	20
Q5T6C5	[89, 110]	22
Q5T6C5	[404, 450]	47
Q68BL7	[25, 110]	86
Q7Z3E2	[142, 161]	20
Q8NCE0	[208, 283]	76
Q8NFW8	[373, 409]	37
Q8TB69	[117, 539]	423
Q92696	[334, 361]	28
Q9BSF8	[408, 428]	21
Q9BYV9	[133, 151]	19
Q9BYV9	[694, 731]	38
Q9H4T2	[229, 347]	119
Q9NT22	[319, 392]	74
Q9NT22	[425, 481]	57
Q9NTU7	[41, 65]	25
Q9Y426	[238, 260]	23
Q9Y426	[448, 481]	34
Q9Y5W7	[93, 120]	28
A8MUP2	[13, 34]	22
P01569	[17, 32]	16
P30084	[3, 20]	18
P54762	[246, 326]	81
Q06889	[277, 352]	76
Q3ZCT1	[15, 291]	277
Q3ZCT1	[328, 411]	84
Q5HY98	[82, 111]	30
Q5HY98	[130, 280]	151
Q68G75	[88, 122]	35
Q6WBX8	[365, 425]	61
Q6ZNG0	[128, 168]	41
Q6ZNG0	[210, 420]	211
Q8N3J2	[55, 82]	28
Q8N3J2	[99, 125]	27
Q8N7R1	[270, 289]	20
Q96IG2	[408, 426]	19
Q9NW07	[167, 395]	229
Q9Y5W5	[171, 356]	186
Q9Y6G3	[11, 71]	61
O14745	[1, 38]	38
O15393	[105, 146]	42
O43918	[417, 481]	65
P32926	[574, 595]	22
P32926	[674, 720]	47
P32926	[777, 806]	30
P32926	[821, 912]	92
P33151	[568, 595]	28
P49619	[310, 385]	76
Q07108	[65, 82]	18
Q08ER8	[182, 320]	139
Q08ER8	[394, 571]	178
Q12872	[377, 394]	18
Q16822	[8, 31]	24
Q499Z4	[0, 138]	139
Q499Z4	[189, 424]	236
Q5TEC3	[165, 238]	74
Q5TEC3	[350, 544]	195
Q6PF04	[54, 117]	64
Q6PF04	[193, 554]	362
Q8N6Q3	[112, 391]	280
Q8TDQ0	[267, 300]	34
Q8WU90	[78, 148]	71
Q96CX3	[18, 270]	253
Q96PR1	[17, 40]	24
Q9BRB3	[634, 670]	37
Q9BUK6	[388, 521]	134
Q9BXR5	[23, 43]	21
Q9NWN3	[107, 143]	37
Q9NWN3	[159, 198]	40
Q9NWN3	[219, 243]	25
Q9NWN3	[624, 705]	82
Q9NWS9	[332, 350]	19
Q9NWS9	[385, 443]	59
Q9NYH9	[294, 313]	20
Q9NYW8	[94, 200]	107
Q9NYW8	[224, 709]	486
Q9UJW8	[147, 181]	35
Q9UJW8	[278, 317]	40
Q9UJW8	[346, 691]	346
I3L3L1	[95, 121]	27
P17035	[207, 717]	511
Q32MK0	[497, 535]	39
Q5SXM1	[73, 178]	106
Q5SXM1	[195, 524]	330
Q6P1W5	[73, 122]	50
Q6P1W5	[185, 204]	20
Q8IVC4	[84, 115]	32
Q8IVC4	[172, 406]	235
Q8IXM7	[36, 136]	101
Q8WW33	[7, 86]	80
Q96II8	[284, 304]	21
Q96N22	[57, 241]	185
Q96N22	[253, 626]	374
Q9UMR7	[79, 117]	39
Q9UPW6	[235, 253]	19
A6NNV3	[137, 159]	23
B7ZLF3	[29, 151]	123
O95980	[29, 58]	30
O95980	[97, 828]	732
P01854	[0, 27]	28
P01854	[290, 330]	41
P0CG36	[75, 158]	84
P0DPD5	[106, 510]	405
P14151	[152, 329]	178
P22749	[36, 144]	109
P23443	[70, 89]	20
P23508	[154, 218]	65
P23508	[510, 543]	34
P40879	[30, 53]	24
P60368	[12, 61]	50
P62070	[184, 203]	20
Q2TBC4	[0, 25]	26
Q3KNS1	[103, 125]	23
Q6DJT9	[31, 149]	119
Q6DJT9	[166, 271]	106
Q6ZMU1	[320, 357]	38
Q6ZV50	[120, 162]	43
Q6ZV50	[463, 484]	22
Q86UB2	[39, 81]	43
Q8N9L1	[194, 287]	94
Q8TBB1	[5, 36]	32
Q8TBB1	[108, 138]	31
Q96CC6	[481, 640]	160
Q96PL5	[405, 424]	20
P48745	[13, 356]	344
P49841	[321, 371]	51
P52738	[154, 456]	303
Q13239	[167, 183]	17
Q13705	[20, 66]	47
Q5HYM0	[341, 382]	42
Q5HYM0	[747, 790]	44
Q6NSI8	[502, 552]	51
Q6ZUT6	[153, 172]	20
Q76G19	[356, 371]	16
Q7RTU7	[123, 143]	21
Q7RTU7	[170, 200]	31
Q8N573	[207, 293]	87
Q8N8V4	[93, 147]	55
Q8TDP1	[12, 35]	24
Q9BZS1	[138, 175]	38
Q9H1K6	[28, 44]	17
Q9H1K6	[54, 85]	32
Q9H1K6	[134, 157]	24
Q9H1K6	[305, 346]	42
Q9NX58	[0, 65]	66
A8MXY4	[146, 208]	63
A8MXY4	[221, 833]	613
P22413	[79, 211]	133
P22413	[589, 649]	61
P46199	[634, 655]	22
Q5T5D7	[122, 377]	256
Q6MZP7	[678, 748]	71
Q6ZQY2	[48, 176]	129
Q8IY82	[210, 265]	56
Q8N9N2	[41, 59]	19
Q8N9N2	[360, 377]	18
Q96FC9	[856, 900]	45
Q96FC9	[914, 932]	19
Q9BUY5	[5, 54]	50
Q9BUY5	[128, 235]	108
Q9BUY5	[308, 553]	246
Q9H4Q3	[465, 513]	49
Q9H4Q3	[568, 651]	84
Q9H5U6	[31, 140]	110
Q9H5U6	[376, 465]	90
Q9UQK1	[0, 16]	17
Q9UQK1	[37, 76]	40
O14503	[122, 140]	19
P0DJD4	[418, 459]	42
P13284	[157, 208]	52
P13284	[226, 249]	24
P22001	[94, 109]	16
P22001	[519, 536]	18
P43250	[409, 575]	167
Q6PI26	[135, 158]	24
Q6ZMM2	[358, 376]	19
Q92670	[262, 301]	40
Q92670	[313, 425]	113
Q96DL1	[308, 325]	18
Q96PV4	[120, 139]	20
Q9BSK4	[278, 297]	20
Q9BUD6	[227, 250]	24
Q9C037	[0, 133]	134
Q9NQ86	[102, 258]	157
Q9UBR4	[6, 36]	31
A4QPH2	[217, 311]	95
O75074	[155, 283]	129
O75074	[359, 485]	127
P14138	[125, 185]	61
P22223	[16, 48]	33
P68106	[0, 25]	26
P78337	[145, 161]	17
Q02985	[101, 222]	122
Q02985	[235, 300]	66
Q02985	[314, 329]	16
Q16600	[144, 456]	313
Q6U7Q0	[57, 388]	332
Q8IUD6	[247, 284]	38
Q8IUQ4	[32, 143]	112
Q8N2R8	[298, 314]	17
Q969P0	[173, 189]	17
Q969P0	[318, 352]	35
Q9HCC9	[556, 592]	37
A0A494C086	[137, 162]	26
O00220	[132, 229]	98
P01112	[168, 188]	21
P05107	[444, 676]	233
P12525	[116, 151]	36
P23769	[287, 393]	107
Q0VAM2	[9, 28]	20
Q14526	[417, 459]	43
Q14526	[502, 611]	110
Q15493	[0, 21]	22
Q15493	[275, 291]	17
Q2I0M4	[35, 70]	36
Q68DU8	[127, 157]	31
Q68DU8	[277, 302]	26
Q6P9A1	[167, 196]	30
Q6P9A1	[226, 598]	373
Q6UXH8	[38, 235]	198
Q7LFX5	[0, 47]	48
Q86XT4	[0, 26]	27
Q86XT4	[45, 76]	32
Q86XT4	[118, 138]	21
Q8IWR0	[430, 450]	21
Q8IWR0	[577, 603]	27
Q8IWR0	[716, 796]	81
Q8IWR0	[842, 935]	94
Q96RP8	[0, 21]	22
Q96SQ7	[288, 320]	33
Q9HB15	[27, 48]	22
Q9NQ03	[179, 293]	115
Q9P0L1	[378, 748]	371
A6NED2	[59, 78]	20
A6NED2	[131, 155]	25
B2RXH4	[476, 505]	30
C9JSJ3	[254, 287]	34
O43184	[356, 595]	240
O43184	[658, 705]	48
P15622	[74, 120]	47
P15622	[186, 559]	374
Q01101	[257, 317]	61
Q01101	[433, 509]	77
Q3SY52	[117, 486]	370
Q5VIY5	[203, 521]	319
Q7Z3E5	[32, 50]	19
Q8N8K9	[0, 83]	84
Q8N8K9	[387, 415]	29
Q8N8K9	[697, 715]	19
Q8WTR8	[35, 65]	31
Q8WTR8	[145, 359]	215
Q96K75	[139, 396]	258
Q96RL1	[211, 287]	77
Q96RL1	[497, 534]	38
Q96RL1	[557, 595]	39
Q9C0B5	[223, 249]	27
Q9H1H1	[0, 64]	65
Q9H1H1	[100, 128]	29
Q9NRM2	[159, 174]	16
Q9UK10	[120, 705]	586
Q9UL49	[113, 129]	17
Q9UL49	[212, 232]	21
Q9UL49	[290, 344]	55
Q9Y314	[193, 241]	49
Q9Y330	[265, 288]	24
Q9Y330	[325, 342]	18
Q9Y330	[364, 442]	79
O60811	[127, 150]	24
P02545	[568, 596]	29
P06681	[26, 166]	141
P06681	[461, 478]	18
P35858	[565, 604]	40
P51452	[4, 31]	28
Q14964	[189, 216]	28
Q5D1E8	[284, 336]	53
Q5TD97	[0, 216]	217
Q6NW40	[43, 62]	20
Q6NW40	[85, 164]	80
Q8IYR2	[136, 157]	22
Q8IYR2	[213, 252]	40
Q8IYR2	[565, 652]	88
Q8N720	[201, 471]	271
Q96RI9	[0, 32]	33
Q96SC8	[127, 142]	16
Q99612	[198, 282]	85
Q9H7E2	[89, 111]	23
Q9H7E2	[516, 539]	24
O75751	[85, 134]	50
P08709	[99, 205]	107
P23921	[774, 791]	18
P32927	[217, 333]	117
P52736	[50, 120]	71
P52736	[199, 628]	430
Q08AG5	[118, 374]	257
Q08AG5	[412, 583]	172
Q14624	[736, 760]	25
Q5T601	[97, 148]	52
Q5VYX0	[274, 325]	52
Q6IQ16	[333, 354]	22
Q6NT04	[435, 461]	27
Q70EK9	[221, 241]	21
Q7RTY8	[463, 611]	149
Q8WY91	[325, 374]	50
Q96CW6	[10, 70]	61
Q9H8X9	[310, 338]	29
Q9NXD2	[701, 767]	67
Q9P215	[366, 382]	17
Q9Y2G7	[108, 384]	277
Q9Y2G7	[430, 518]	89
Q9Y2R2	[383, 398]	16
A8MUX0	[2, 230]	229
A8MUX0	[391, 481]	91
O15403	[469, 490]	22
O75509	[51, 211]	161
O95872	[206, 234]	29
P08138	[26, 193]	168
Q13835	[187, 252]	66
Q13835	[496, 539]	44
Q16795	[18, 45]	28
Q5JVF3	[14, 57]	44
Q8IV20	[50, 67]	18
Q8N1W2	[284, 496]	213
Q8N1W2	[554, 603]	50
Q96GE5	[95, 642]	548
Q99435	[260, 815]	556
Q9BY31	[147, 193]	47
Q9BY31	[255, 663]	409
Q9BY31	[721, 899]	179
Q9NP60	[561, 585]	25
Q9UIC8	[20, 37]	18
Q9Y2Y4	[368, 445]	78
O14773	[512, 542]	31
O43482	[66, 82]	17
P30530	[146, 252]	107
P78385	[0, 51]	52
P78385	[376, 484]	109
Q12933	[19, 238]	220
Q13241	[40, 67]	28
Q14721	[672, 696]	25
Q15973	[69, 350]	282
Q5H9R7	[498, 531]	34
Q7RTX7	[349, 392]	44
Q86TL0	[419, 461]	43
Q96AP0	[153, 245]	93
Q9H3R2	[172, 195]	24
Q9H3R2	[317, 423]	107
Q9UGI9	[141, 170]	30
Q9Y6B7	[569, 603]	35
A0AAG2TVJ1	[131, 149]	19
O15523	[168, 186]	19
O43257	[94, 153]	60
O75373	[101, 535]	435
P01213	[11, 109]	99
P01860	[103, 171]	69
P17019	[101, 562]	462
Q10588	[265, 297]	33
Q13263	[111, 254]	144
Q13769	[645, 673]	29
Q14181	[172, 200]	29
Q15884	[29, 63]	35
Q15884	[140, 180]	41
Q495T6	[73, 97]	25
Q5MCW4	[134, 359]	226
Q5MCW4	[380, 685]	306
Q6UW15	[36, 53]	18
Q8N859	[173, 441]	269
Q96MF6	[46, 62]	17
Q9UJ78	[244, 427]	184
C9JE40	[133, 151]	19
O15535	[135, 156]	22
O15535	[243, 393]	151
O60896	[10, 35]	26
P04278	[203, 229]	27
P0CJ79	[213, 717]	505
P42701	[165, 213]	49
Q5VV52	[111, 306]	196
Q7L3S4	[65, 314]	250
Q7Z7A3	[2, 26]	25
Q86SP6	[424, 449]	26
Q86SP6	[537, 554]	18
Q8N0U4	[0, 39]	40
Q9UBM4	[116, 147]	32
Q9UDY8	[711, 738]	28
O00534	[613, 655]	43
O95633	[25, 238]	214
O96018	[362, 397]	36
P28698	[356, 458]	103
P28698	[483, 729]	247
P52739	[307, 393]	87
Q08AF3	[0, 27]	28
Q08AF3	[357, 372]	16
Q14563	[502, 587]	86
Q2M385	[357, 381]	25
Q2M385	[544, 560]	17
Q2TAL8	[42, 71]	30
Q6ZNI0	[36, 86]	51
Q7L7V1	[714, 742]	29
Q8NBF1	[187, 206]	20
Q8NBF1	[280, 345]	66
Q9HC57	[72, 198]	127
Q9NQZ8	[122, 488]	367
Q9UFP1	[232, 259]	28
Q59H18	[751, 777]	27
Q6UXK5	[25, 45]	21
Q6ZQX7	[187, 215]	29
Q8IUA0	[38, 240]	203
Q8N141	[152, 374]	223
Q8N141	[442, 531]	90
Q8N895	[240, 261]	22
Q8N895	[275, 456]	182
Q8WYA1	[268, 314]	47
Q92743	[35, 152]	118
Q96G61	[4, 20]	17
Q96SE7	[124, 168]	45
Q96SE7	[201, 219]	19
Q96SE7	[240, 441]	202
Q96SE7	[456, 838]	383
Q96SL8	[20, 125]	106
Q96SL8	[195, 248]	54
Q96SL8	[330, 379]	50
Q96SL8	[411, 495]	85
Q9ULV3	[586, 715]	130
Q9ULV3	[787, 841]	55
Q9Y263	[0, 21]	22
O14815	[21, 52]	32
P00748	[48, 301]	254
P00750	[27, 244]	218
P17025	[165, 273]	109
P17025	[314, 622]	309
P22570	[0, 28]	29
P22570	[332, 357]	26
P26232	[823, 862]	40
P49759	[146, 161]	16
Q13158	[83, 98]	16
Q15695	[162, 231]	70
Q6PJE2	[126, 178]	53
Q6Q0C0	[118, 169]	52
Q6Q0C0	[196, 297]	102
Q7Z736	[670, 720]	51
Q86SJ2	[29, 50]	22
Q86VR7	[331, 617]	287
Q86XP0	[681, 703]	23
Q8N3F9	[379, 396]	18
Q93070	[283, 302]	20
Q96G91	[317, 336]	20
Q9UF02	[210, 226]	17
Q9ULK6	[252, 281]	30
Q9ULK6	[317, 339]	23
Q9Y5Z0	[441, 468]	28
A6NDA9	[22, 48]	27
P11161	[344, 419]	76
P41182	[508, 608]	101
P41182	[645, 688]	44
P51884	[22, 56]	35
Q02386	[124, 219]	96
Q02386	[237, 665]	429
Q5VTD9	[122, 326]	205
Q6DD87	[65, 183]	119
Q6DD87	[274, 292]	19
Q6VUC0	[170, 210]	41
Q8N8L2	[25, 436]	412
Q8NFP0	[12, 33]	22
Q8WWF6	[112, 134]	23
Q92674	[740, 755]	16
Q96AQ8	[122, 155]	34
Q9H501	[484, 503]	20
Q9H8K7	[208, 244]	37
Q9H8K7	[299, 383]	85
Q9H8W5	[0, 47]	48
Q9H8W5	[82, 240]	159
Q9H8W5	[358, 408]	51
Q9H8W5	[505, 577]	73
Q9HBF4	[14, 117]	104
Q9HBF4	[408, 473]	66
Q9NZL3	[160, 706]	547
Q9P0J1	[0, 85]	86
Q9UJL9	[155, 200]	46
Q9UJL9	[284, 371]	88
Q9UJL9	[382, 533]	152
P04196	[82, 115]	34
P04196	[231, 253]	23
P0C7A2	[0, 24]	25
P17813	[18, 53]	36
Q14929	[76, 94]	19
Q14929	[224, 596]	373
Q6P179	[495, 521]	27
Q6P1L6	[134, 170]	37
Q6P1L6	[238, 598]	361
Q6RFH5	[38, 57]	20
Q6UWX4	[46, 65]	20
Q86VH4	[27, 58]	32
Q86VH4	[333, 370]	38
Q86X76	[28, 64]	37
Q8NCD3	[255, 277]	23
Q8WXI4	[199, 225]	27
Q96EB6	[497, 519]	23
Q96QE5	[19, 57]	39
Q96QE5	[126, 151]	26
Q9H8Y5	[65, 97]	33
Q9NSB4	[434, 491]	58
Q9NZP8	[182, 251]	70
Q9NZV8	[557, 595]	39
Q9UDR5	[331, 413]	83
Q9Y2D8	[28, 59]	32
A6NC86	[65, 203]	139
A6PVC2	[582, 617]	36
A6PVC2	[766, 838]	73
O95977	[324, 341]	18
P01344	[19, 36]	18
Q13506	[86, 126]	41
Q5VTA0	[458, 473]	16
Q8NFN8	[729, 770]	42
Q8TCC3	[134, 157]	24
Q969H4	[197, 263]	67
Q969H4	[395, 410]	16
Q9BZG1	[23, 43]	21
Q9BZG1	[242, 258]	17
Q9H7D7	[639, 660]	22
Q9H7L2	[273, 351]	79
Q9H7R5	[148, 677]	530
Q9HC38	[14, 32]	19
Q9UPX6	[109, 179]	71
B4DU55	[177, 562]	386
O75382	[10, 176]	167
P23771	[260, 361]	102
P60370	[0, 47]	48
Q07866	[421, 473]	53
Q14258	[0, 210]	211
Q6PII5	[225, 289]	65
Q6ZMJ4	[183, 204]	22
Q8NFV5	[89, 119]	31
Q96A37	[25, 218]	194
Q96NS5	[233, 320]	88
Q99697	[0, 25]	26
Q9BX67	[214, 239]	26
Q9H3V2	[183, 199]	17
Q9H4P4	[83, 145]	63
Q9P2Y4	[59, 110]	52
Q9P2Y4	[163, 209]	47
Q9P2Y4	[270, 324]	55
Q9P2Y4	[494, 548]	55
Q9UDV6	[412, 476]	65
Q9Y6T7	[739, 803]	65
A0AAQ5BID4	[0, 24]	25
O00305	[85, 116]	32
O43255	[71, 173]	103
O60902	[186, 215]	30
P00734	[84, 302]	219
P05556	[398, 416]	19
P05556	[455, 694]	240
P0CF97	[59, 111]	53
P28300	[199, 221]	23
P47883	[308, 333]	26
P51815	[352, 501]	150
P60508	[31, 66]	36
P60508	[109, 170]	62
Q6UW60	[585, 676]	92
Q6ZNA5	[171, 211]	41
Q6ZVD7	[204, 271]	68
Q8IYB7	[140, 168]	29
Q8NFR9	[64, 94]	31
Q92754	[185, 219]	35
Q96F83	[264, 324]	61
Q96RI1	[78, 225]	148
Q9BX74	[38, 111]	74
Q9H2U9	[340, 575]	236
Q9H2U9	[613, 664]	52
Q9P255	[57, 530]	474
A6NMB9	[377, 403]	27
A6NMB9	[589, 641]	53
B1AKI9	[215, 297]	83
O60603	[23, 48]	26
P06239	[0, 23]	24
P06732	[135, 153]	19
P08631	[230, 252]	23
P0DUQ1	[129, 144]	16
P36980	[100, 215]	116
P55001	[144, 182]	39
Q3KQV3	[120, 180]	61
Q3KQV3	[206, 592]	387
Q66K89	[46, 86]	41
Q66K89	[122, 146]	25
Q66K89	[203, 286]	84
Q66K89	[451, 624]	174
Q6NSZ9	[126, 144]	19
Q6NSZ9	[338, 534]	197
Q6NVV9	[333, 401]	69
Q6UXH1	[29, 46]	18
Q6UXH1	[117, 326]	210
Q8IUN9	[119, 148]	30
Q8IUN9	[159, 184]	26
Q8WUT4	[546, 597]	52
Q92613	[162, 227]	66
Q96JX3	[0, 15]	16
Q9H694	[414, 448]	35
Q9H694	[464, 480]	17
Q9H694	[846, 881]	36
Q9H7X3	[124, 373]	250
Q9NQ30	[16, 160]	145
O14753	[98, 255]	158
P17612	[332, 350]	19
P24001	[21, 49]	29
Q14500	[353, 387]	35
Q15916	[284, 312]	29
Q15916	[332, 411]	80
Q6S5L8	[389, 469]	81
Q8IWS0	[208, 230]	23
Q8N1N0	[559, 576]	18
Q8N819	[395, 410]	16
Q8WXB4	[205, 221]	17
Q8WXB4	[416, 791]	376
Q9BYM8	[443, 509]	67
Q9GZV8	[387, 570]	184
Q9NQV5	[1, 63]	63
Q9NQV5	[362, 382]	21
Q9UHI8	[432, 640]	209
Q9ULP9	[0, 20]	21
Q9Y4A8	[652, 681]	30
O75928	[406, 426]	21
P25942	[9, 182]	174
P40197	[17, 40]	24
P48742	[0, 124]	125
Q03936	[111, 544]	434
Q03936	[557, 585]	29
Q13275	[540, 584]	45
Q13275	[730, 753]	24
Q14119	[63, 104]	42
Q14119	[168, 335]	168
Q14469	[96, 117]	22
Q15323	[0, 62]	63
Q15323	[371, 415]	45
Q15915	[292, 383]	92
Q8IZF7	[28, 159]	132
Q8NAA4	[267, 284]	18
Q96HC4	[409, 426]	18
Q9BYV2	[0, 15]	16
Q9H091	[237, 264]	28
Q9NTQ9	[210, 232]	23
Q9Y2T1	[510, 564]	55
A8MZ59	[169, 197]	29
O15228	[633, 679]	47
O94921	[11, 54]	44
P01130	[19, 387]	369
P32298	[28, 68]	41
P32298	[558, 577]	20
P78536	[404, 647]	244
Q13105	[297, 592]	296
Q14094	[276, 304]	29
Q14094	[324, 343]	20
Q14586	[92, 157]	66
Q14586	[244, 742]	499
Q2M3W8	[225, 570]	346
Q53H12	[5, 29]	25
Q6NUI6	[27, 51]	25
Q6NUI6	[402, 440]	39
Q6NUI6	[691, 719]	29
Q6SJ93	[39, 88]	50
Q8N944	[474, 511]	38
Q8N966	[73, 106]	34
Q8TDF6	[35, 71]	37
Q8WX94	[955, 979]	25
Q96P50	[570, 597]	28
Q9BR84	[77, 207]	131
Q9BR84	[311, 537]	227
Q9H4Q4	[233, 316]	84
Q9UKX7	[150, 165]	16
O43278	[320, 454]	135
O95744	[26, 73]	48
O95744	[232, 296]	65
P21709	[211, 425]	215
P49590	[23, 42]	20
Q6ECI4	[218, 716]	499
Q6ZN19	[74, 152]	79
Q6ZN19	[164, 321]	158
Q6ZN19	[332, 406]	75
Q6ZN19	[473, 792]	320
Q8IVQ6	[211, 230]	20
Q8IWU5	[429, 521]	93
Q8IWU5	[713, 748]	36
Q8NBS3	[59, 94]	36
Q8TD86	[0, 26]	27
Q92889	[396, 414]	19
Q92908	[382, 483]	102
Q9BTV6	[0, 15]	16
Q9BTV6	[417, 447]	31
Q9BUZ4	[0, 269]	270
Q9BXM9	[305, 324]	20
Q9ULK2	[36, 91]	56
Q9ULK2	[103, 125]	23
Q9ULK2	[455, 471]	17
A6NM28	[148, 369]	222
O14775	[0, 52]	53
O43361	[116, 152]	37
O43361	[284, 751]	468
