Accession_number	Region	Region_length
Q9NQW5	[169, 224]	56
Q9NQW5	[247, 263]	17
Q9UJ99	[589, 607]	19
Q9UNE2	[83, 146]	64
Q9Y5F9	[719, 795]	77
Q9Y5X9	[297, 329]	33
Q9Y5X9	[448, 489]	42
A0A0A0MRZ9	[100, 119]	20
A0A1B0GWI6	[490, 514]	25
A0AVI4	[279, 361]	83
O15297	[90, 107]	18
P0DN86	[23, 38]	16
P0DN86	[91, 126]	36
P48165	[43, 63]	21
P54802	[507, 522]	16
Q03188	[20, 47]	28
Q16543	[313, 342]	30
Q1ZYL8	[136, 158]	23
Q86T03	[75, 155]	81
Q86T03	[175, 214]	40
Q86YP4	[400, 458]	59
Q8N7B6	[231, 247]	17
Q8NHY2	[153, 179]	27
Q96RD9	[149, 186]	38
Q96RD9	[346, 361]	16
Q96RD9	[622, 640]	19
Q96RD9	[801, 826]	26
Q96S65	[97, 126]	30
Q96S65	[226, 305]	80
Q9NRG4	[53, 77]	25
Q9UKB5	[335, 376]	42
A0A1B0GWH4	[143, 183]	41
O94901	[189, 215]	27
P56880	[99, 118]	20
Q08380	[99, 133]	35
Q14188	[129, 160]	32
Q15027	[408, 434]	27
Q15027	[599, 616]	18
Q15027	[626, 645]	20
Q32P44	[295, 324]	30
Q495C1	[0, 63]	64
Q5T6C5	[237, 277]	41
Q96GF1	[32, 88]	57
Q9BUK0	[13, 48]	36
Q9NT22	[77, 140]	64
Q9Y5F0	[725, 776]	52
A0A0A0MT36	[73, 99]	27
O60637	[141, 197]	57
O60936	[66, 96]	31
P03952	[563, 582]	20
P54762	[348, 384]	37
P57773	[48, 64]	17
Q15825	[380, 414]	35
Q16288	[23, 56]	34
Q86WV1	[168, 195]	28
Q8IUC6	[127, 144]	18
Q8NA57	[0, 29]	30
Q9BVT8	[153, 171]	19
Q9H8Y1	[418, 443]	26
Q9NWS0	[52, 126]	75
Q9NXV6	[503, 520]	18
O00482	[69, 166]	98
O14745	[157, 257]	101
O43918	[294, 349]	56
O77932	[196, 263]	68
P02776	[33, 64]	32
P04085	[90, 190]	101
P08476	[238, 256]	19
P08476	[343, 363]	21
P20231	[209, 229]	21
P32926	[233, 268]	36
P43121	[138, 168]	31
P43121	[266, 283]	18
P43121	[304, 323]	20
P43121	[339, 379]	41
P49619	[730, 770]	41
Q00987	[302, 334]	33
Q00987	[433, 490]	58
Q05655	[183, 218]	36
Q14644	[19, 45]	27
Q14644	[698, 724]	27
Q16822	[409, 439]	31
Q8N6Q3	[71, 92]	22
Q8NI32	[47, 156]	110
Q9NR12	[56, 77]	22
Q9NR12	[273, 290]	18
Q9UJW8	[68, 84]	17
O15446	[30, 66]	37
P18754	[37, 67]	31
P18754	[93, 116]	24
P20718	[124, 141]	18
P20718	[187, 236]	50
P22059	[512, 531]	20
P41732	[162, 218]	57
P59282	[8, 54]	47
P68133	[7, 44]	38
P84550	[131, 172]	42
P84550	[189, 212]	24
P84550	[223, 248]	26
Q15822	[380, 454]	75
Q6P1W5	[354, 406]	53
Q96AW1	[26, 54]	29
Q96II8	[670, 730]	61
Q96II8	[751, 770]	20
Q96LM6	[138, 179]	42
Q9HBE4	[58, 89]	32
A0A0J9YY54	[681, 713]	33
I1YAP6	[0, 66]	67
O60870	[3, 56]	54
P08217	[207, 222]	16
Q00403	[11, 55]	45
Q07869	[93, 188]	96
Q2TBC4	[169, 212]	44
Q5HYR2	[110, 134]	25
Q7Z7B8	[16, 60]	45
Q86UD0	[293, 309]	17
Q8N5W9	[75, 109]	35
Q8N5W9	[130, 160]	31
Q8TBB1	[59, 80]	22
Q92902	[329, 349]	21
Q9BQI9	[207, 275]	69
Q9NQ31	[79, 140]	62
Q9Y334	[194, 237]	44
C9JLJ4	[79, 134]	56
O60240	[130, 150]	21
P0CW19	[60, 116]	57
P31150	[384, 421]	38
Q13705	[76, 120]	45
Q5T4F4	[330, 410]	81
Q76G19	[146, 164]	19
Q96DX5	[182, 229]	48
Q96DX5	[268, 285]	18
Q9BZS1	[185, 299]	115
Q9C073	[87, 139]	53
Q9C073	[324, 397]	74
O60813	[449, 477]	29
P04090	[159, 184]	26
P18887	[0, 26]	27
P41214	[288, 317]	30
P41214	[432, 456]	25
P47756	[0, 16]	17
P47756	[63, 80]	18
Q00653	[106, 139]	34
Q6MZP7	[515, 579]	65
Q6MZP7	[589, 651]	63
Q6UXS0	[146, 185]	40
Q8IZ52	[283, 330]	48
Q8IZ52	[398, 420]	23
Q8WXA8	[349, 370]	22
Q96FC9	[241, 296]	56
Q96MD7	[30, 114]	85
Q96RN1	[601, 650]	50
Q9H4Q3	[12, 29]	18
Q9NV70	[21, 43]	23
E7ERA6	[44, 151]	108
O60609	[33, 111]	79
O60609	[208, 334]	127
O75954	[154, 184]	31
O94907	[72, 153]	82
O94907	[173, 265]	93
P10828	[87, 182]	96
P43250	[89, 115]	27
Q14142	[13, 64]	52
Q14142	[183, 207]	25
Q6ZMM2	[41, 92]	52
Q6ZMM2	[140, 197]	58
Q6ZMM2	[414, 440]	27
Q6ZMM2	[450, 480]	31
Q8IW70	[389, 439]	51
Q8N2H9	[288, 318]	31
Q8N2H9	[353, 468]	116
Q9BUD6	[270, 330]	61
Q9C030	[0, 73]	74
Q9H204	[39, 92]	54
Q9NQ86	[45, 71]	27
Q9NZH6	[175, 210]	36
Q9UBR4	[50, 99]	50
A6NFK2	[190, 247]	58
A6NK58	[40, 65]	26
P03971	[477, 503]	27
P14138	[89, 111]	23
P43632	[129, 199]	71
P48230	[180, 200]	21
Q05084	[101, 129]	29
Q5R3K3	[74, 96]	23
Q5R3K3	[130, 164]	35
Q5TA79	[53, 105]	53
Q6PGQ7	[102, 134]	33
Q6PGQ7	[154, 170]	17
Q76B58	[271, 293]	23
Q76B58	[406, 488]	83
Q86VP3	[766, 786]	21
Q86WB7	[162, 195]	34
Q8IUD6	[20, 84]	65
Q8WUH2	[810, 842]	33
Q9HCC9	[775, 886]	112
Q9NQE9	[35, 72]	38
P05107	[15, 80]	66
P15814	[171, 194]	24
P56730	[99, 115]	17
P56730	[354, 382]	29
P56730	[565, 621]	57
P56730	[790, 831]	42
Q04771	[22, 56]	35
Q04771	[66, 117]	52
Q5SQS8	[121, 150]	30
Q5SQS8	[243, 295]	53
Q8N149	[276, 301]	26
Q8N149	[355, 411]	57
Q8N8N0	[0, 63]	64
Q9NVN3	[296, 321]	26
Q9NY37	[349, 388]	40
Q9UJT2	[52, 90]	39
Q9UJT2	[387, 505]	119
A6NDY0	[140, 157]	18
C9JSJ3	[538, 596]	59
O00519	[237, 278]	42
P01861	[22, 116]	95
P05981	[337, 368]	32
P17480	[290, 327]	38
P62508	[95, 211]	117
Q01101	[366, 387]	22
Q3SY69	[447, 466]	20
Q6Y2X3	[532, 568]	37
Q8N8K9	[597, 623]	27
Q8N8R5	[52, 83]	32
Q8N8R5	[205, 247]	43
Q9C0B5	[101, 141]	41
Q9NRM2	[55, 75]	21
Q9NRM2	[362, 377]	16
Q9Y314	[0, 68]	69
O15394	[214, 232]	19
O60811	[446, 473]	28
P06681	[580, 613]	34
P06681	[656, 685]	30
P0DP73	[23, 62]	40
P21741	[33, 127]	95
P35858	[33, 57]	25
Q14186	[118, 138]	21
Q53GL0	[70, 86]	17
Q5TD97	[245, 283]	39
Q86VM9	[220, 258]	39
Q8IVH2	[306, 335]	30
Q8IYR2	[286, 321]	36
Q8IYR2	[375, 391]	17
Q8NEQ6	[73, 131]	59
Q8WWV6	[76, 97]	22
Q96SC8	[65, 98]	34
Q9H094	[423, 444]	22
Q9H094	[559, 582]	24
Q9H1D9	[279, 313]	35
Q9NXF7	[94, 126]	33
Q9NXF7	[153, 202]	50
O95897	[34, 61]	28
P08709	[388, 406]	19
P15927	[199, 225]	27
P16455	[9, 35]	27
P16455	[52, 70]	19
P32927	[68, 98]	31
P34059	[298, 314]	17
P34059	[476, 521]	46
P98174	[726, 813]	88
Q14508	[30, 123]	94
Q14624	[913, 929]	17
Q16819	[274, 305]	32
Q16819	[662, 718]	57
Q5U5R9	[740, 761]	22
Q5VYX0	[33, 67]	35
Q6P5W5	[58, 82]	25
Q6P5W5	[274, 304]	31
Q6UX98	[92, 122]	31
Q6ZSG1	[287, 345]	59
Q70CQ3	[216, 311]	96
Q70EK9	[467, 528]	62
Q70EK9	[540, 600]	61
Q71F23	[231, 248]	18
Q7RTY8	[771, 800]	30
Q8NC96	[150, 167]	18
Q8WWY6	[80, 135]	56
Q96K78	[43, 76]	34
Q96P47	[832, 849]	18
Q9H8X9	[108, 155]	48
Q9NXR7	[2, 17]	16
Q9P016	[46, 65]	20
Q9P086	[73, 116]	44
Q9UBS4	[153, 228]	76
Q9Y2K6	[12, 73]	62
O43823	[464, 484]	21
O75764	[166, 220]	55
O75764	[294, 347]	54
P08174	[74, 129]	56
P08174	[213, 281]	69
P30613	[384, 409]	26
P35557	[436, 464]	29
Q8IV20	[393, 411]	19
Q9BU89	[229, 299]	71
Q9H813	[103, 159]	57
Q9P0M4	[110, 153]	44
Q9P0M4	[166, 196]	31
Q9P2E8	[151, 203]	53
Q9Y483	[100, 162]	63
Q9Y581	[144, 206]	63
A0A1B0GX51	[98, 114]	17
O14964	[152, 227]	76
O75554	[0, 35]	36
P09455	[73, 107]	35
P78385	[61, 114]	54
Q13241	[133, 178]	46
Q13637	[140, 166]	27
Q14721	[53, 84]	32
Q7Z6W1	[166, 181]	16
Q8N5C8	[1, 73]	73
Q8NBR6	[482, 504]	23
Q8NDX5	[773, 828]	56
Q9BYV1	[216, 265]	50
Q9UPQ3	[604, 642]	39
A0AAG2TVJ1	[374, 413]	40
B3GLJ2	[28, 55]	28
B3GLJ2	[74, 97]	24
O15254	[411, 433]	23
P01860	[13, 52]	40
P01860	[283, 299]	17
P02795	[0, 59]	60
P09001	[318, 333]	16
P12318	[92, 108]	17
P33992	[163, 217]	55
P54105	[110, 133]	24
Q10588	[147, 172]	26
Q13263	[56, 93]	38
Q13263	[618, 680]	63
Q14118	[255, 276]	22
Q14118	[688, 711]	24
Q7Z3Y8	[79, 99]	21
Q8N104	[19, 64]	46
Q8N5P1	[184, 222]	39
Q8WV22	[192, 250]	59
Q96DD7	[46, 68]	23
Q96J86	[15, 58]	44
Q99523	[441, 464]	24
Q99523	[669, 724]	56
Q9H5L6	[33, 80]	48
Q9NQT5	[52, 76]	25
A0A096LNP1	[21, 54]	34
A6NDU8	[223, 249]	27
A6NKW6	[7, 55]	49
A7E2U8	[110, 129]	20
O95292	[78, 129]	52
P28347	[307, 325]	19
P28906	[165, 231]	67
P42701	[484, 500]	17
P58294	[12, 104]	93
Q04206	[67, 150]	84
Q49AR2	[222, 237]	16
Q7Z7A3	[275, 311]	37
Q8TEY7	[29, 96]	68
Q92791	[74, 97]	24
Q93098	[110, 126]	17
Q93098	[152, 200]	49
Q93098	[218, 334]	117
Q9H1Z9	[226, 259]	34
O15235	[53, 132]	80
O15375	[189, 219]	31
P10720	[36, 66]	31
P14770	[9, 29]	21
P19876	[68, 92]	25
P34896	[373, 405]	33
Q15669	[126, 142]	17
Q8IZP7	[169, 194]	26
Q8IZP7	[267, 285]	19
Q8N488	[21, 61]	41
Q9BQS6	[97, 138]	42
P01127	[107, 185]	79
P05166	[517, 535]	19
P0DP74	[23, 62]	40
P40313	[192, 216]	25
P41091	[90, 119]	30
P43628	[166, 206]	41
Q1W4C9	[27, 88]	62
Q504Y0	[63, 91]	29
Q6PI73	[81, 102]	22
Q6PI73	[268, 303]	36
Q6PI73	[372, 405]	34
Q7RTS7	[110, 130]	21
Q8N895	[529, 574]	46
Q8N9S9	[282, 301]	20
Q8NA82	[644, 686]	43
Q96D46	[0, 67]	68
Q9H0M4	[245, 300]	56
Q9H4E7	[245, 309]	65
Q9NZS9	[29, 46]	18
Q9Y6H3	[73, 107]	35
A6NF83	[16, 46]	31
O15344	[0, 19]	20
O15344	[44, 61]	18
O15344	[106, 188]	83
O60636	[135, 176]	42
P00748	[475, 590]	116
P00750	[405, 445]	41
P00750	[475, 519]	45
P03372	[176, 258]	83
P0DUB6	[143, 173]	31
P21941	[224, 275]	52
P32297	[357, 430]	74
P43320	[21, 60]	40
P43629	[83, 101]	19
P43629	[218, 298]	81
P43631	[166, 202]	37
P47895	[32, 71]	40
Q52M58	[48, 124]	77
Q5TFG8	[6, 48]	43
Q6PJE2	[64, 101]	38
Q7Z3G6	[85, 103]	19
Q7Z3G6	[116, 150]	35
Q7Z3G6	[242, 313]	72
Q8TDW5	[49, 107]	59
Q96G91	[169, 195]	27
Q9ULK6	[81, 110]	30
Q9Y383	[0, 71]	72
E9PQ53	[94, 113]	20
P05412	[78, 106]	29
P10124	[32, 49]	18
P11161	[89, 116]	28
P20783	[144, 163]	20
P20783	[193, 227]	35
P38936	[0, 78]	79
P43378	[316, 347]	32
P43378	[495, 516]	22
P54252	[0, 28]	29
Q13285	[0, 104]	105
Q3MIR4	[63, 89]	27
Q3MIR4	[134, 165]	32
Q6DD87	[317, 356]	40
Q6VUC0	[368, 383]	16
Q7Z5V6	[11, 42]	32
Q8IWB7	[312, 333]	22
Q8N228	[83, 128]	46
Q8N441	[199, 235]	37
Q8TDE3	[40, 130]	91
Q92674	[294, 341]	48
Q9BVH7	[81, 140]	60
Q9HBF4	[593, 666]	74
Q9HBF4	[722, 776]	55
Q9P0K8	[119, 139]	21
A8MVW0	[506, 534]	29
O60359	[38, 84]	47
O95857	[92, 162]	71
P0DTU3	[164, 230]	67
Q13253	[166, 231]	66
Q16568	[68, 115]	48
Q5U5X8	[316, 374]	59
Q5U5X8	[386, 407]	22
Q6P1R3	[175, 218]	44
Q70Z44	[346, 363]	18
Q86X76	[166, 193]	28
Q8NCD3	[330, 380]	51
Q8NCD3	[438, 464]	27
Q8NCD3	[575, 635]	61
Q93099	[368, 386]	19
Q96BD0	[198, 219]	22
Q96BD0	[502, 575]	74
Q9NP62	[54, 128]	75
Q9NSB4	[44, 115]	72
Q9NZH5	[177, 201]	25
Q9NZP8	[100, 139]	40
Q9UHD0	[119, 144]	26
Q9Y5L3	[67, 88]	22
Q9Y5L3	[284, 314]	31
A0A1W2PQD8	[107, 146]	40
A6NC86	[14, 51]	38
O15353	[327, 358]	32
P01344	[49, 94]	46
P01344	[104, 120]	17
P01591	[78, 158]	81
P49223	[43, 81]	39
P59991	[0, 145]	146
Q13183	[204, 221]	18
Q13506	[191, 209]	19
Q13907	[68, 111]	44
Q5T4I8	[31, 56]	26
Q86VZ4	[110, 168]	59
Q86VZ4	[327, 352]	26
Q92871	[226, 260]	35
Q96PS1	[115, 137]	23
Q9BW19	[477, 511]	35
Q9BW19	[527, 576]	50
Q9H977	[300, 315]	16
Q9UM07	[157, 184]	28
O15304	[97, 174]	78
P01834	[75, 99]	25
P02818	[66, 91]	26
P46459	[8, 32]	25
P54922	[96, 127]	32
P78552	[89, 119]	31
Q00888	[389, 406]	18
Q05513	[117, 184]	68
Q4QY38	[31, 65]	35
Q5T7M9	[325, 369]	45
Q92854	[362, 381]	20
Q92854	[501, 570]	70
Q96QZ0	[61, 93]	33
Q99487	[1, 18]	18
Q9BUH6	[0, 43]	44
Q9BX67	[132, 168]	37
Q9H4P4	[0, 67]	68
Q9P1U1	[0, 38]	39
Q9UDV6	[305, 342]	38
Q9UDV6	[363, 399]	37
Q9Y3I0	[468, 504]	37
Q9Y5B0	[81, 144]	64
Q9Y6T7	[316, 382]	67
A6NM43	[248, 270]	23
P00734	[313, 347]	35
P05556	[3, 74]	72
P05556	[198, 218]	21
P28300	[279, 326]	48
Q4G0W2	[82, 111]	30
Q5T1A1	[599, 686]	88
Q6UW60	[329, 376]	48
Q96F83	[238, 253]	16
Q9BR10	[143, 185]	43
Q9Y6L6	[445, 510]	66
A6NMB1	[293, 313]	21
A6NMB1	[397, 424]	28
A8MTI9	[225, 251]	27
A8MTJ6	[192, 233]	42
O00470	[85, 120]	36
P0DUQ1	[452, 477]	26
P36980	[236, 269]	34
P50336	[456, 476]	21
P55001	[96, 128]	33
P59665	[59, 90]	32
Q15434	[84, 135]	52
Q15434	[174, 229]	56
Q3B820	[376, 476]	101
Q6NVV9	[166, 237]	72
Q7Z304	[490, 530]	41
Q8IUN9	[265, 307]	43
Q8ND04	[162, 182]	21
Q8ND04	[547, 591]	45
Q8ND04	[608, 651]	44
Q9BQ69	[178, 212]	35
Q9BV68	[0, 36]	37
Q9BV68	[205, 278]	74
Q9H694	[140, 169]	30
Q9NQ34	[35, 100]	66
Q9UN76	[157, 191]	35
Q9Y487	[705, 724]	20
Q9Y5E2	[727, 770]	44
O14967	[347, 388]	42
O43374	[137, 157]	21
O43374	[690, 716]	27
P02768	[105, 145]	41
P02768	[263, 330]	68
P02768	[442, 552]	111
P09429	[5, 49]	45
P09429	[91, 120]	30
P15692	[254, 313]	60
P15692	[347, 393]	47
P51606	[237, 256]	20
Q5SVJ3	[117, 146]	30
Q7Z7B7	[20, 68]	49
Q8IWS0	[11, 140]	130
Q8IWS0	[268, 300]	33
Q96B36	[34, 65]	32
Q96D70	[91, 110]	20
Q96RP7	[410, 425]	16
Q96RP7	[437, 463]	27
Q9BYM8	[260, 333]	74
Q9H1B7	[2, 52]	51
Q9H1B7	[704, 794]	91
Q9UHI8	[344, 403]	60
Q9UHI8	[664, 734]	71
Q9UHI8	[871, 966]	96
H3BPM6	[0, 29]	30
O75928	[221, 240]	20
O94811	[60, 98]	39
P01308	[80, 109]	30
P14866	[443, 569]	127
P16562	[60, 101]	42
P16562	[169, 242]	74
Q13275	[602, 636]	35
Q14469	[136, 156]	21
Q15257	[80, 103]	24
Q8IZF7	[393, 430]	38
Q92506	[10, 41]	32
Q93086	[111, 175]	65
Q96S66	[47, 74]	28
Q9BYV2	[51, 91]	41
Q9BYV2	[107, 173]	67
Q9H091	[305, 347]	43
Q9H091	[636, 679]	44
Q9NVR0	[71, 104]	34
Q9NVR0	[640, 685]	46
Q9UG22	[48, 65]	18
Q9Y616	[419, 451]	33
A0A0C4DH68	[31, 48]	18
P01130	[664, 727]	64
P06400	[833, 855]	23
P28325	[96, 122]	27
P32298	[107, 152]	46
P32298	[190, 223]	34
P32298	[419, 457]	39
P48995	[186, 206]	21
Q00887	[395, 422]	28
Q00G26	[239, 273]	35
Q00G26	[334, 349]	16
Q09328	[637, 740]	104
Q14982	[191, 216]	26
Q53H12	[323, 415]	93
Q5JPH6	[147, 177]	31
Q8N2G4	[15, 105]	91
Q8N3E9	[567, 592]	26
Q8N944	[208, 244]	37
Q8TDF6	[555, 591]	37
Q96DX8	[138, 180]	43
Q96P50	[410, 435]	26
Q99640	[145, 169]	25
Q9NVM4	[210, 230]	21
Q9Y2G8	[713, 775]	63
Q9Y5E9	[728, 758]	31
O00115	[289, 354]	66
O00400	[476, 497]	22
O43278	[46, 63]	18
O43278	[272, 310]	39
O60942	[240, 260]	21
P10909	[214, 233]	20
P10909	[257, 325]	69
P14555	[30, 143]	114
P14598	[68, 98]	31
P16619	[23, 72]	50
P20800	[37, 73]	37
Q13641	[52, 81]	30
Q13670	[200, 245]	46
Q5XXA6	[365, 402]	38
Q6Q6R5	[0, 60]	61
Q6Q6R5	[114, 189]	76
Q8IVQ6	[85, 128]	44
Q8IWU5	[98, 115]	18
Q8IWU5	[588, 606]	19
Q8N339	[0, 59]	60
Q9BQ83	[177, 263]	87
Q9Y5F2	[726, 762]	37
Q9Y6H5	[367, 387]	21
Q9Y6H5	[482, 502]	21
A0A0K0K1E9	[88, 114]	27
O14523	[280, 317]	38
P15088	[235, 278]	44
Q96T68	[135, 195]	61
Q96T68	[258, 365]	108
Q96T68	[403, 450]	48
Q9BQC3	[240, 268]	29
Q9H6B4	[140, 156]	17
Q9HB07	[343, 362]	20
Q9NX46	[12, 38]	27
O94892	[507, 523]	17
P01185	[12, 127]	116
P0DMQ9	[0, 64]	65
P11308	[329, 345]	17
P29728	[663, 706]	44
P49763	[73, 140]	68
Q05516	[458, 490]	33
Q30KQ9	[23, 66]	44
Q5T4W7	[191, 219]	29
Q6NT76	[297, 321]	25
Q6UWJ8	[6, 109]	104
Q6UWV7	[0, 50]	51
Q6ZNM6	[61, 107]	47
Q8IYV9	[216, 238]	23
Q8NFZ6	[359, 394]	36
Q8TDN2	[97, 149]	53
Q96T51	[636, 707]	72
Q99717	[96, 138]	43
Q9GZZ7	[23, 134]	112
Q9GZZ7	[205, 264]	60
Q9H611	[5, 32]	28
Q9HB63	[22, 90]	69
Q9Y2X7	[13, 43]	31
Q9Y697	[292, 309]	18
O75792	[16, 45]	30
P08294	[193, 227]	35
P10145	[23, 42]	20
P78325	[83, 101]	19
Q15572	[625, 648]	24
Q16842	[147, 176]	30
Q4KMG9	[141, 157]	17
Q4VX76	[46, 92]	47
Q5MIZ7	[87, 104]	18
Q8IXV7	[309, 353]	45
Q8N594	[126, 151]	26
Q9BQG2	[290, 313]	24
Q9BSG5	[105, 182]	78
Q9BVM4	[106, 138]	33
Q9NY12	[64, 89]	26
Q9Y3Y4	[335, 417]	83
A6NCL2	[31, 158]	128
A8MVU1	[41, 75]	35
O15105	[96, 129]	34
O15105	[150, 222]	73
O95551	[21, 67]	47
P49116	[116, 189]	74
Q14515	[425, 518]	94
Q6EMK4	[406, 449]	44
Q6ZMC9	[51, 68]	18
Q7Z698	[302, 414]	113
Q86TM6	[266, 336]	71
Q86UW8	[212, 228]	17
Q86UW8	[288, 330]	43
Q8IYR6	[161, 239]	79
Q8N108	[178, 208]	31
Q8NDY4	[116, 139]	24
Q9C029	[4, 68]	65
Q9C029	[124, 181]	58
Q9P270	[150, 181]	32
Q9UIG8	[457, 525]	69
Q9ULV8	[350, 409]	60
A0A0C4DH24	[75, 113]	39
B4DZS4	[249, 287]	39
O00186	[502, 519]	18
P08861	[203, 238]	36
P19397	[129, 172]	44
Q15633	[155, 195]	41
Q16630	[440, 488]	49
Q2QD12	[0, 18]	19
Q2QD12	[170, 227]	58
Q5HYJ3	[0, 141]	142
Q5U5Q3	[602, 658]	57
Q7Z4M0	[27, 54]	28
Q7Z4M0	[201, 224]	24
Q7Z7K0	[7, 68]	62
Q8IVN8	[110, 263]	154
Q8TE58	[321, 356]	36
Q8TE58	[366, 396]	31
Q8TE58	[635, 683]	49
Q8TE58	[852, 948]	97
Q99733	[256, 271]	16
Q9BYT5	[0, 73]	74
O00712	[96, 117]	22
O76050	[511, 566]	56
P16519	[354, 386]	33
P40425	[67, 110]	44
P49863	[137, 163]	27
P49863	[185, 241]	57
P52743	[66, 84]	19
Q68DD2	[265, 313]	49
Q8NAC3	[392, 417]	26
Q8NAC3	[472, 500]	29
Q8WWL2	[43, 66]	24
Q8WZ59	[35, 91]	57
Q9BQL6	[501, 528]	28
Q9BXN1	[62, 100]	39
Q9BXU7	[645, 667]	23
Q9C0K0	[45, 94]	50
Q9HCL2	[691, 708]	18
Q9NYP9	[71, 162]	92
Q9UJU5	[186, 225]	40
Q9UK17	[453, 491]	39
Q9Y3R4	[120, 138]	19
Q9Y3R4	[320, 350]	31
A1L4K1	[378, 397]	20
O60259	[112, 250]	139
O95503	[365, 389]	25
P09497	[178, 224]	47
P30926	[322, 341]	20
P31689	[120, 217]	98
Q16602	[90, 129]	40
Q6UX15	[172, 191]	20
Q6VVB1	[22, 90]	69
Q86SG6	[476, 613]	138
Q86SG6	[666, 684]	19
Q8IW19	[372, 394]	23
Q8IWR1	[0, 22]	23
Q8N126	[136, 163]	28
Q96FI4	[0, 23]	24
Q96H15	[42, 68]	27
Q96PX6	[164, 199]	36
Q96RU3	[586, 616]	31
Q9BYG7	[190, 218]	29
Q9H2X0	[46, 124]	79
Q9H2X0	[712, 765]	54
Q9UBC3	[432, 455]	24
Q9UBC3	[471, 498]	28
Q9UQR1	[161, 182]	22
Q9Y5E4	[725, 759]	35
P04004	[17, 69]	53
P07205	[382, 411]	30
P31994	[184, 201]	18
P48059	[0, 37]	38
P48059	[113, 196]	84
P49754	[815, 853]	39
P51810	[0, 22]	23
P99999	[0, 34]	35
Q13231	[425, 465]	41
Q14061	[21, 62]	42
Q16270	[36, 88]	53
Q16270	[110, 162]	53
Q16270	[240, 261]	22
Q16609	[18, 130]	113
Q2M243	[174, 201]	28
Q30KQ4	[25, 81]	57
Q5JQC9	[549, 576]	28
Q5JQC9	[674, 741]	68
Q6ZS10	[343, 377]	35
Q8NAX2	[71, 114]	44
Q9H6R6	[101, 132]	32
Q9UGK8	[310, 416]	107
A6NFZ4	[59, 104]	46
O15347	[7, 52]	46
O15347	[97, 117]	21
O75478	[2, 69]	68
O95813	[188, 219]	32
O95813	[230, 253]	24
P04054	[35, 147]	113
P04233	[194, 266]	73
P0C7L1	[62, 96]	35
P13056	[121, 196]	76
P24592	[162, 216]	55
P36897	[77, 118]	42
P40394	[106, 122]	17
P56192	[408, 448]	41
Q13875	[17, 72]	56
Q3KNT7	[63, 107]	45
Q3KNT7	[137, 160]	24
Q5J5C9	[21, 60]	40
Q76KX8	[18, 74]	57
Q8IXR5	[220, 270]	51
Q8TAT5	[501, 541]	41
Q96G01	[514, 542]	29
Q96QF0	[300, 328]	29
Q96QF0	[383, 415]	33
Q9P2Z0	[11, 80]	70
A6NP61	[246, 320]	75
O60664	[28, 72]	45
O76074	[429, 453]	25
P05106	[24, 90]	67
P05106	[296, 311]	16
P15509	[56, 77]	22
P24666	[101, 146]	46
P41439	[32, 184]	153
P42127	[94, 131]	38
P43354	[253, 335]	83
Q2I0M5	[22, 176]	155
Q7RTZ1	[224, 278]	55
Q92630	[454, 506]	53
Q969D9	[56, 84]	29
Q969D9	[105, 143]	39
Q96C12	[169, 197]	29
Q9BZJ3	[176, 196]	21
Q9BZJ3	[207, 227]	21
Q9GZM7	[243, 336]	94
Q9NS23	[60, 118]	59
A0A0G2JMM0	[228, 321]	94
A1A5B4	[652, 680]	29
A6NLU5	[120, 140]	21
O14618	[135, 154]	20
O43865	[389, 405]	17
O60320	[124, 162]	39
O95409	[237, 276]	40
P48443	[125, 215]	91
P54317	[440, 468]	29
P86452	[278, 304]	27
Q13519	[10, 76]	67
Q5SNT2	[46, 137]	92
Q5VUJ5	[439, 475]	37
Q6UWH4	[386, 410]	25
Q6ZTN6	[437, 459]	23
Q71RG4	[226, 248]	23
Q8NFH5	[240, 258]	19
Q969P6	[218, 233]	16
Q969P6	[326, 346]	21
Q96M53	[97, 149]	53
Q96SI1	[248, 270]	23
Q9H2R5	[126, 244]	119
E9PJ23	[219, 248]	30
O95256	[46, 167]	122
P00387	[265, 300]	36
P13591	[253, 350]	98
P14679	[234, 290]	57
P14679	[311, 343]	33
P32970	[159, 175]	17
P35558	[16, 58]	43
P35558	[389, 419]	31
Q03181	[54, 147]	94
Q15438	[339, 359]	21
Q53H47	[60, 132]	73
Q86T96	[448, 472]	25
Q86Y97	[174, 249]	76
Q8TAA1	[77, 187]	111
Q96P63	[55, 87]	33
Q9BV36	[49, 105]	57
Q9H0H5	[289, 344]	56
Q9H6B1	[194, 224]	31
Q9H6B1	[259, 289]	31
Q9HA38	[57, 104]	48
Q9HA38	[232, 268]	37
Q9Y639	[229, 261]	33
A0A087WXM9	[200, 219]	20
B1AK53	[300, 341]	42
O14495	[162, 184]	23
O95639	[243, 268]	26
P13671	[403, 446]	44
P26012	[37, 95]	59
P36894	[44, 153]	110
P43403	[56, 115]	60
P47871	[61, 82]	22
Q15195	[31, 71]	41
Q16650	[500, 521]	22
Q16650	[661, 681]	21
Q16658	[228, 277]	50
Q16658	[315, 334]	20
Q6FIF0	[144, 193]	50
Q92830	[134, 160]	27
Q99795	[187, 230]	44
Q9UBL3	[108, 185]	78
Q9UKY1	[100, 149]	50
Q9UKY1	[512, 528]	17
A8K7I4	[192, 212]	21
A8K7I4	[247, 278]	32
O94830	[62, 82]	21
P05111	[331, 365]	35
