Accession_number	Region	Domain
P32927	[241, 332]	Immunoglobulins
P34059	[298, 314]	Alkaline Phosphatase, subunit A
P53420	[1492, 1507]	Collagen IV, non-collagenous
P53420	[1572, 1642]	Collagen IV, non-collagenous
P53420	[1671, 1689]	Collagen IV, non-collagenous
P98174	[726, 795]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q13625	[6, 36]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q14508	[74, 123]	Elafin-like
Q16819	[274, 305]	-
Q16819	[670, 711]	Laminin
Q5T1H1	[528, 596]	Laminin
Q5T1H1	[2339, 2374]	Laminin
Q5T1H1	[2595, 2651]	Laminin
Q5T1H1	[2898, 2942]	Laminin
Q5U5R9	[740, 761]	Hect, E3 ligase catalytic domain
Q5VYX0	[45, 67]	-
Q5VYX0	[274, 300]	-
Q6IQ16	[333, 351]	-
Q6ZSG1	[287, 343]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q70CQ3	[216, 311]	Cysteine proteinases
Q70EK9	[221, 241]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q70EK9	[467, 528]	Cysteine proteinases
Q70EK9	[540, 600]	Cysteine proteinases
Q7RTY8	[771, 800]	Trypsin-like serine proteases
Q86UV5	[261, 280]	Cysteine proteinases
Q86UV5	[388, 413]	Cysteine proteinases
Q86VH2	[181, 198]	Kinesin motor domain
Q96BS2	[155, 178]	EF-hand
Q96P47	[832, 846]	Ankyrin repeat-containing domain
Q9P016	[54, 65]	ph1033 like domains
Q9UBS4	[153, 228]	Urease metallochaperone UreE, N-terminal domain
Q9Y2K6	[12, 73]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75509	[51, 133]	Tumor Necrosis Factor Receptor, subunit A, domain 2
O75764	[170, 220]	Transcription elongation factor S-II, central domain
O75764	[294, 347]	-
O95872	[206, 234]	Ankyrin repeat-containing domain
P08174	[97, 129]	Complement Module, domain 1
P08174	[223, 281]	Complement Module, domain 1
P30613	[384, 409]	Phosphoenolpyruvate-binding domains
P35557	[436, 452]	-
Q13835	[496, 539]	Leucine-rich Repeat Variant
Q5FWF4	[621, 652]	Zn-finger domain of Sec23/24
Q5FWF4	[1016, 1059]	-
Q8IV20	[393, 411]	CNF1/YfiH-like putative cysteine hydrolases
Q8N1W2	[575, 599]	Classic Zinc Finger
Q8TEU7	[92, 122]	Jelly Rolls
Q9BU89	[229, 294]	Leucine-rich Repeat Variant
Q9H5V7	[135, 162]	Classic Zinc Finger
Q9H5V7	[358, 418]	Classic Zinc Finger
Q9P0M4	[110, 153]	Cystine-knot cytokines
Q9P0M4	[166, 196]	Cystine-knot cytokines
Q9P2E8	[152, 203]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UIC8	[20, 37]	Vaccinia Virus protein VP39
Q9Y2Y4	[401, 445]	Classic Zinc Finger
Q9Y483	[100, 162]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y581	[144, 196]	Insulin-like
A0A1B0GX51	[98, 114]	Immunoglobulins
O14773	[512, 542]	Peptidase S8/S53 domain
O14964	[155, 225]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75554	[8, 35]	Classic Zinc Finger
P02461	[31, 66]	Complement Module, domain 1
P02461	[1230, 1275]	-
P09455	[73, 107]	-
P30530	[146, 224]	Immunoglobulins
Q12933	[19, 137]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q13241	[133, 178]	Mannose-Binding Protein A, subunit A
Q13637	[140, 166]	P-loop containing nucleotide triphosphate hydrolases
Q14721	[53, 84]	Potassium Channel Kv1.1; Chain A
Q8IY37	[597, 612]	P-loop containing nucleotide triphosphate hydrolases
Q8N5C8	[1, 69]	DNA helicase RuvA subunit, C-terminal domain
Q8NDX5	[773, 813]	-
Q8WXH0	[6095, 6122]	-
Q9BYV1	[216, 265]	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
Q9UPQ3	[604, 642]	Arf GTPase activating protein
O15254	[411, 433]	Butyryl-CoA Dehydrogenase, subunit A, domain 3
O15523	[168, 186]	P-loop containing nucleotide triphosphate hydrolases
O43257	[106, 152]	-
P01860	[13, 52]	Immunoglobulins
P01860	[283, 299]	Immunoglobulins
P02795	[1, 59]	Metallothionein Isoform II
P12318	[92, 108]	Immunoglobulins
P20908	[1611, 1690]	-
P33992	[164, 217]	-
P54105	[110, 133]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q10588	[147, 172]	NAD(P)-binding Rossmann-like Domain
Q13263	[56, 93]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q13263	[618, 680]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14005	[1243, 1265]	-
Q14118	[255, 276]	Dystroglycan, domain 2
Q5VST9	[109, 140]	Immunoglobulins
Q5VST9	[250, 273]	Immunoglobulins
Q5VST9	[496, 510]	Immunoglobulins
Q5VST9	[895, 977]	Immunoglobulins
Q5VST9	[1042, 1062]	Immunoglobulins
Q5VST9	[1072, 1154]	Immunoglobulins
Q5VST9	[1168, 1196]	Immunoglobulins
Q5VST9	[1263, 1345]	Immunoglobulins
Q5VST9	[2533, 2551]	Immunoglobulins
Q5VST9	[2569, 2592]	Immunoglobulins
Q5VST9	[2754, 2772]	Immunoglobulins
Q5VST9	[2890, 2916]	Immunoglobulins
Q5VST9	[3125, 3144]	Immunoglobulins
Q5VST9	[3156, 3181]	Immunoglobulins
Q5VST9	[3500, 3528]	Immunoglobulins
Q5VST9	[3553, 3624]	Immunoglobulins
Q5VST9	[3665, 3702]	Immunoglobulins
Q5VST9	[4030, 4066]	Immunoglobulins
Q5VST9	[4131, 4156]	Immunoglobulins
Q5VST9	[4573, 4597]	Immunoglobulins
Q5VST9	[4689, 4711]	Immunoglobulins
Q5VST9	[4885, 4906]	Immunoglobulins
Q5VST9	[4954, 4993]	Immunoglobulins
Q5VST9	[7900, 7934]	Transferase(Phosphotransferase) domain 1
Q6UW15	[37, 53]	Mannose-Binding Protein A, subunit A
Q8N104	[19, 64]	Antimicrobial Peptide, Beta-defensin 2; Chain A
Q8N5P1	[184, 219]	-
Q8WV22	[192, 246]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q99523	[441, 464]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q99523	[669, 724]	-
Q9H5L6	[33, 80]	THAP domain
Q9NQT5	[52, 76]	-
O95292	[78, 128]	Immunoglobulins
P04278	[203, 217]	-
P28347	[307, 325]	-
P42701	[165, 213]	Immunoglobulins
P42701	[484, 500]	Immunoglobulins
P58294	[20, 99]	Lipase, subunit A
Q04206	[67, 150]	Rel homology domain (RHD), DNA-binding domain
Q5T6F2	[60, 92]	DNA helicase RuvA subunit, C-terminal domain
Q7Z7A3	[5, 26]	HUPs
Q7Z7A3	[275, 311]	HUPs
Q8TEY7	[34, 96]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q92791	[74, 97]	Tetratricopeptide repeat domain
Q93098	[267, 334]	-
Q9BX84	[1967, 1986]	MHCK/EF2 kinase
Q9C0B9	[1137, 1154]	Zinc finger, CCHC-type
Q9H1Z9	[226, 259]	Tetraspanin
Q9UBM4	[119, 147]	Ribonuclease Inhibitor
Q9UDY8	[711, 728]	-
O15235	[53, 132]	Nucleic acid-binding proteins
O60500	[96, 117]	Immunoglobulins
O60500	[569, 585]	Immunoglobulins
P10720	[36, 66]	-
P14770	[17, 29]	Ribonuclease Inhibitor
P16112	[2317, 2373]	Mannose-Binding Protein A, subunit A
P16112	[2445, 2504]	Complement Module, domain 1
P19876	[68, 92]	-
P34896	[373, 405]	Aspartate Aminotransferase, domain 1
Q14563	[519, 586]	ligand-binding face of the semaphorins, domain 2
Q15413	[1275, 1312]	-
Q15669	[126, 142]	P-loop containing nucleotide triphosphate hydrolases
Q6UXM1	[46, 68]	Ribonuclease Inhibitor
Q6UXM1	[503, 525]	Immunoglobulins
Q8IZF6	[2381, 2443]	GPCR, family 2, extracellular hormone receptor domain
Q8IZP7	[169, 194]	P-loop containing nucleotide triphosphate hydrolases
Q8IZP7	[267, 285]	P-loop containing nucleotide triphosphate hydrolases
Q8N488	[21, 58]	Zinc finger, RanBP2-type
Q8NBF1	[196, 206]	Classic Zinc Finger
Q8NBF1	[288, 320]	Classic Zinc Finger
Q8TEQ6	[3, 23]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8TEQ6	[203, 242]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q96NW4	[694, 748]	Ankyrin repeat-containing domain
Q9BQS6	[97, 129]	-
P01127	[107, 185]	Cystine-knot cytokines
P05166	[517, 535]	2-enoyl-CoA Hydratase; Chain A, domain 1
P40313	[192, 216]	Trypsin-like serine proteases
P41091	[90, 119]	P-loop containing nucleotide triphosphate hydrolases
P43628	[166, 206]	Immunoglobulins
Q12767	[1187, 1204]	Calcium-transporting ATPase, transmembrane domain
Q1W4C9	[29, 88]	-
Q6PI73	[81, 102]	Immunoglobulins
Q6PI73	[268, 303]	Immunoglobulins
Q6PI73	[372, 405]	Immunoglobulins
Q6UXK5	[29, 45]	Ribonuclease Inhibitor
Q8N895	[245, 261]	Classic Zinc Finger
Q8N895	[532, 557]	Classic Zinc Finger
Q8N9S9	[282, 301]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q8NA82	[644, 686]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WYA1	[268, 314]	PAS domain
Q92743	[37, 111]	-
Q96G61	[4, 20]	Nucleoside Triphosphate Pyrophosphohydrolase
Q96SL8	[195, 248]	Classic Zinc Finger
Q96SL8	[330, 379]	Classic Zinc Finger
Q9H0M4	[245, 300]	-
Q9H195	[13103, 13167]	Laminin
Q9H4E7	[245, 309]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NZS9	[29, 46]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y263	[3, 21]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9Y2I7	[142, 219]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[5026, 5045]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[5093, 5111]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15344	[1, 19]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15344	[44, 61]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15344	[106, 159]	-
O60636	[135, 176]	Tetraspanin
P00748	[475, 590]	Trypsin-like serine proteases
P00750	[405, 445]	Trypsin-like serine proteases
P00750	[475, 519]	Trypsin-like serine proteases
P03372	[176, 258]	Erythroid Transcription Factor GATA-1, subunit A
P0DUB6	[143, 173]	Glycosidases
P21941	[231, 262]	Laminin
P22570	[332, 357]	NAD(P)-binding Rossmann-like Domain
P26232	[823, 862]	Alpha-catenin/vinculin-like
P43320	[21, 60]	Crystallins
P43629	[83, 101]	Immunoglobulins
P43629	[220, 298]	Immunoglobulins
P43631	[166, 202]	Immunoglobulins
P47895	[46, 71]	Aldehyde Dehydrogenase; Chain A, domain 1
P49759	[146, 161]	Phosphorylase Kinase; domain 1
Q13158	[86, 98]	Death Domain, Fas
Q5TFG8	[15, 44]	Classic Zinc Finger
Q6PJE2	[67, 101]	Zona pellucida, ZP-C domain
Q6PJE2	[126, 172]	Zona pellucida, ZP-C domain
Q6Q0C0	[118, 169]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6Q0C0	[204, 257]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z3G6	[123, 150]	Cysteine Rich Protein
Q7Z3G6	[252, 312]	Cysteine Rich Protein
Q7Z736	[670, 720]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q86SJ2	[37, 50]	Ribonuclease Inhibitor
Q86XP0	[681, 703]	Cytosolic phospholipase A2 catalytic domain
Q8NEZ4	[336, 355]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[4885, 4910]	SET domain
Q8TDW5	[49, 107]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96G91	[169, 195]	Rhodopsin 7-helix transmembrane proteins
Q9BQS8	[1195, 1233]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P2S2	[687, 712]	Laminin
Q9P2S2	[1095, 1119]	Laminin
Q9ULK6	[81, 110]	-
Q9ULK6	[252, 281]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y5Z0	[441, 460]	Acid Proteases
A6NDA9	[23, 48]	Ribonuclease Inhibitor
P20783	[144, 163]	Cystine-knot cytokines
P20783	[193, 227]	Cystine-knot cytokines
P21817	[4946, 4959]	-
P23467	[1352, 1376]	Immunoglobulins
P23467	[1675, 1691]	Protein tyrosine phosphatase superfamily
P23467	[1711, 1739]	Protein tyrosine phosphatase superfamily
P38936	[14, 78]	p27
P41182	[654, 681]	Classic Zinc Finger
P43378	[316, 347]	Protein tyrosine phosphatase superfamily
P43378	[495, 516]	Protein tyrosine phosphatase superfamily
P51884	[33, 56]	Ribonuclease Inhibitor
P52732	[19, 57]	Kinesin motor domain
P54252	[13, 28]	-
Q13285	[4, 104]	Erythroid Transcription Factor GATA-1, subunit A
Q16787	[72, 131]	Galactose-binding domain-like
Q6DD87	[278, 292]	Classic Zinc Finger
Q6DD87	[317, 356]	Classic Zinc Finger
Q8IWB7	[312, 333]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N228	[91, 128]	SLED domain
Q8N441	[199, 235]	Immunoglobulins
Q8TDE3	[40, 130]	Ribonuclease A-like domain
Q9BVH7	[81, 140]	Glycosyl transferase family 29
Q9H8W5	[24, 47]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H8W5	[131, 227]	Classic Zinc Finger
Q9HBF4	[593, 663]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBF4	[722, 775]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P0K8	[119, 139]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9UKZ4	[1472, 1496]	TolB, C-terminal domain
Q9UM47	[1378, 1502]	-
Q9UM47	[1593, 1616]	-
Q9UM47	[1787, 1828]	Ankyrin repeat-containing domain
O60359	[38, 84]	-
P04196	[82, 115]	-
P04196	[231, 253]	-
P0DTU3	[164, 230]	Immunoglobulins
P16234	[425, 443]	Immunoglobulins
Q0D2K5	[9, 102]	Tie2 ligand-binding domain superfamily
Q13253	[166, 231]	Cystine-knot cytokines
Q15303	[220, 330]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q16568	[76, 115]	CART, C-terminal domain
Q6P179	[495, 521]	Neutral Protease Domain 2
Q6RFH5	[38, 57]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q86VH4	[34, 58]	Ribonuclease Inhibitor
Q86VH4	[333, 361]	Ribonuclease Inhibitor
Q86X76	[166, 193]	Carbon-nitrogen hydrolase
Q8IZD2	[109, 179]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WXI4	[199, 225]	Hotdog Thioesterase
Q93099	[368, 386]	Jelly Rolls
Q96BD0	[198, 219]	MFS general substrate transporter like domains
Q96BD0	[506, 571]	-
Q96KR1	[327, 356]	Classic Zinc Finger
Q96KR1	[379, 411]	Classic Zinc Finger
Q96KR1	[571, 611]	Classic Zinc Finger
Q96QE5	[126, 151]	Ribonuclease H-like superfamily/Ribonuclease H
Q9GZU2	[602, 654]	Classic Zinc Finger
Q9GZU2	[968, 990]	Classic Zinc Finger
Q9GZU2	[1504, 1586]	Classic Zinc Finger
Q9NP62	[79, 128]	GCM motif
Q9NZP8	[100, 139]	Spermadhesin, CUB domain
Q9NZP8	[185, 236]	Complement Module, domain 1
Q9UDR5	[331, 407]	NAD(P)-binding Rossmann-like Domain
Q9UHD0	[119, 144]	-
Q9UHF7	[663, 720]	Classic Zinc Finger
Q9UHF7	[886, 943]	Erythroid Transcription Factor GATA-1, subunit A
Q9UHF7	[1233, 1271]	Classic Zinc Finger
Q9Y5L3	[67, 88]	-
Q9Y5L3	[284, 314]	Exopolyphosphatase. Domain 2
A0A1W2PQD8	[107, 146]	-
A6NC86	[27, 51]	CD59
A6NC86	[120, 203]	CD59
O15353	[327, 358]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
O60312	[435, 458]	Calcium-transporting ATPase, cytoplasmic domain N
O60312	[774, 791]	Calcium-transporting ATPase, cytoplasmic domain N
O60312	[933, 950]	HAD superfamily/HAD-like
O95996	[388, 415]	Leucine-rich Repeat Variant
P01344	[25, 36]	Insulin-like
P01344	[49, 91]	Insulin-like
P49223	[43, 81]	Pancreatic trypsin inhibitor Kunitz domain
Q13506	[191, 209]	NAB conserved domain 2
Q13907	[68, 111]	Nucleoside Triphosphate Pyrophosphohydrolase
Q86VZ4	[327, 345]	Low-density Lipoprotein Receptor
Q8N6G6	[32, 85]	Thrombospondin type-1 (TSP1) repeat
Q8N6G6	[378, 438]	Thrombospondin type-1 (TSP1) repeat
Q8TE60	[500, 511]	-
Q8TE60	[530, 575]	-
Q8TE60	[592, 643]	Thrombospondin type-1 (TSP1) repeat
Q92871	[226, 252]	HAD superfamily/HAD-like
Q969H4	[197, 263]	-
Q969H4	[402, 410]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9BW19	[477, 511]	Kinesin motor domain
Q9BW19	[527, 576]	Kinesin motor domain
Q9H977	[300, 315]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9HC38	[14, 32]	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
Q9NSV4	[643, 681]	-
Q9UM07	[157, 184]	Protein-arginine deiminase, central domain
B2RTY4	[2030, 2054]	-
O75382	[14, 97]	Zinc/RING finger domain, C3HC4 (zinc finger)
P01834	[75, 99]	Immunoglobulins
P23771	[307, 361]	Erythroid Transcription Factor GATA-1, subunit A
P46459	[8, 32]	-
P54922	[96, 127]	ADP-ribosylation/Crystallin J1
P78552	[89, 119]	Immunoglobulins
Q00888	[389, 406]	Immunoglobulins
Q05513	[117, 183]	-
Q07866	[421, 473]	Tetratricopeptide repeat domain
Q63HR2	[37, 81]	-
Q63HR2	[1261, 1308]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q6ZMJ4	[183, 204]	Interleukin-34
Q92854	[362, 381]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q92854	[503, 559]	ligand-binding face of the semaphorins, domain 2
Q96A37	[25, 127]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96NS5	[260, 320]	Ankyrin repeat-containing domain
Q99487	[2, 18]	alpha/beta hydrolase
Q9BX67	[137, 168]	Immunoglobulins
Q9BX67	[214, 239]	Immunoglobulins
Q9H4P4	[2, 67]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H4P4	[83, 132]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P1U1	[8, 38]	-
Q9P2Y4	[80, 110]	Classic Zinc Finger
Q9P2Y4	[163, 209]	Classic Zinc Finger
Q9P2Y4	[294, 324]	Classic Zinc Finger
Q9UDV6	[314, 341]	Classic Zinc Finger
Q9UDV6	[363, 398]	Classic Zinc Finger
Q9UQD0	[314, 352]	-
Q9Y3I0	[468, 504]	tRNA-splicing ligase RtcB
Q9Y5B0	[81, 114]	-
Q9Y6T7	[316, 359]	-
Q9Y6T7	[739, 773]	-
A6NM43	[248, 270]	GroEL-like equatorial domain
O00305	[85, 116]	SH3 Domains
O43255	[71, 126]	Zinc/RING finger domain, C3HC4 (zinc finger)
O60902	[186, 203]	Homeodomain-like
P00734	[84, 198]	Plasminogen Kringle 4
P00734	[313, 347]	Thrombin light chain domain
P05556	[21, 74]	ligand-binding face of the semaphorins, domain 2
P05556	[198, 218]	ntegrin, alpha v. Chain A, domain 3
P05556	[398, 416]	ntegrin, alpha v. Chain A, domain 3
Q01484	[983, 998]	-
Q12873	[370, 429]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q12873	[455, 509]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q4G0W2	[82, 111]	Protein tyrosine phosphatase superfamily
Q6UW60	[329, 376]	Peptidase S8/S53 domain
Q6UW60	[590, 676]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q96RI1	[129, 211]	Erythroid Transcription Factor GATA-1, subunit A
Q9H324	[827, 885]	Thrombospondin type-1 (TSP1) repeat
Q9H324	[947, 980]	Thrombospondin type-1 (TSP1) repeat
Q9H324	[1005, 1058]	Thrombospondin type-1 (TSP1) repeat
Q9P2J2	[199, 220]	Immunoglobulins
Q9Y6L6	[461, 510]	-
A6NMB1	[293, 313]	Immunoglobulins
A6NMB1	[397, 424]	Immunoglobulins
A6NMB9	[387, 403]	P-loop containing nucleotide triphosphate hydrolases
A6NMB9	[589, 630]	-
A8MTI9	[225, 251]	Trypsin-like serine proteases
A8MTJ6	[192, 233]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
B1AKI9	[215, 266]	Thrombospondin type-1 (TSP1) repeat
O60603	[27, 48]	Ribonuclease Inhibitor
P02458	[33, 68]	Complement Module, domain 1
P02458	[1258, 1307]	-
P06732	[135, 153]	Glutamine synthetase/guanido kinase, catalytic domain
P08631	[241, 252]	Phosphorylase Kinase; domain 1
P20023	[107, 148]	Complement Module, domain 1
P20023	[214, 224]	Complement Module, domain 1
P20023	[331, 343]	Complement Module, domain 1
P20023	[408, 475]	Complement Module, domain 1
P20023	[646, 659]	Complement Module, domain 1
P20023	[752, 780]	Complement Module, domain 1
P20023	[906, 931]	Complement Module, domain 1
P20023	[944, 963]	Complement Module, domain 1
P21675	[36, 62]	TAFII-230 TBP-binding domain
P36980	[145, 204]	Complement Module, domain 1
P36980	[236, 269]	Complement Module, domain 1
P50336	[456, 476]	FAD/NAD(P)-binding domain
Q15434	[84, 134]	-
Q15434	[174, 218]	-
Q3KQV3	[130, 165]	Classic Zinc Finger
Q6NVV9	[166, 201]	Disintegrin domain
Q7Z304	[497, 530]	-
Q8IUN9	[265, 307]	Mannose-Binding Protein A, subunit A
Q92613	[190, 227]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96JN8	[316, 331]	-
Q96JN8	[1269, 1292]	-
Q9BQ69	[178, 212]	Leucine Aminopeptidase, subunit E, domain 1
Q9BV68	[215, 278]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H694	[140, 169]	-
Q9NQ30	[26, 103]	-
Q9NXI6	[29, 64]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14753	[170, 250]	Classic Zinc Finger
O14967	[347, 388]	Calreticulin/calnexin, P domain
O15231	[616, 688]	Cysteine Rich Protein
O43345	[1222, 1233]	Classic Zinc Finger
O43374	[137, 157]	C2 domain
O43374	[690, 713]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P02768	[105, 131]	-
P02768	[263, 320]	-
P02768	[442, 518]	-
P09429	[5, 49]	High mobility group box domain
P09429	[91, 120]	High mobility group box domain
P15692	[254, 313]	Cystine-knot cytokines
P15692	[347, 393]	Vascular endothelial growth factor, heparin-binding domain
P51606	[237, 256]	-
Q15916	[284, 312]	Classic Zinc Finger
Q2VWP7	[713, 722]	Immunoglobulins
Q5VYJ5	[251, 290]	-
Q5VYJ5	[433, 473]	Low-density Lipoprotein Receptor
Q5VYJ5	[638, 657]	-
Q5VYJ5	[863, 889]	-
Q5VYJ5	[1049, 1087]	Low-density Lipoprotein Receptor
Q5VYJ5	[1261, 1303]	Low-density Lipoprotein Receptor
Q5VYJ5	[1663, 1675]	-
Q5VYJ5	[1726, 1761]	-
Q70CQ2	[2049, 2075]	Cysteine proteinases
Q8IWS0	[11, 135]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWS0	[208, 230]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWS0	[268, 300]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N1N0	[559, 575]	Mannose-Binding Protein A, subunit A
Q9BYM8	[276, 333]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYM8	[443, 499]	-
Q9H1B7	[727, 785]	Interferon regulatory factor 2-binding protein
Q9UHI8	[344, 403]	Collagenase (Catalytic Domain)
Q9UHI8	[911, 966]	Thrombospondin type-1 (TSP1) repeat
Q9Y4G6	[538, 579]	Talin, central domain
Q9Y4G6	[693, 760]	Alpha-catenin/vinculin-like
Q9Y4G6	[1045, 1138]	Talin, central domain
Q9Y4G6	[1182, 1207]	Talin, central domain
Q9Y4G6	[1459, 1582]	Alpha-catenin/vinculin-like
Q9Y4G6	[2174, 2229]	Talin, central domain
Q9Y4G6	[2390, 2438]	I/LWEQ domain
O14917	[74, 125]	Cadherins
O75928	[221, 240]	PINIT domain
O75928	[406, 426]	Zinc/RING finger domain, C3HC4 (zinc finger)
O94811	[60, 98]	EF-hand
O95602	[50, 76]	RNA polymerase II, clamp domain
O95602	[511, 556]	-
O95602	[888, 936]	-
P01308	[80, 109]	Insulin-like
P14866	[489, 569]	-
P16562	[60, 101]	CAP
P16562	[201, 241]	Crisp domain
P23229	[75, 145]	Integrin alpha, N-terminal
P23229	[536, 561]	Integrin domains. Chain A, domain 2
P23229	[643, 667]	Integrin domains. Chain A, domain 2
P23229	[762, 781]	ntegrin, alpha v. Chain A, domain 3
P23229	[955, 999]	ntegrin, alpha v. Chain A, domain 4
P40197	[18, 40]	Ribonuclease Inhibitor
P48742	[59, 124]	Cysteine Rich Protein
P50993	[228, 248]	Calcium-transporting ATPase, cytoplasmic transduction domain A
P50993	[346, 365]	Calcium-transporting ATPase, transmembrane domain
P50993	[407, 482]	HAD superfamily/HAD-like
Q13275	[550, 584]	ligand-binding face of the semaphorins, domain 2
Q13275	[617, 636]	Immunoglobulins
Q14119	[73, 104]	Classic Zinc Finger
Q14469	[105, 117]	-
Q14469	[136, 152]	-
Q2VWA4	[145, 208]	SAND domain-like
Q8IZF7	[393, 430]	-
Q92506	[10, 41]	NAD(P)-binding Rossmann-like Domain
Q93086	[111, 175]	atp-gated p2x4 ion channel
Q96HC4	[409, 426]	Cysteine Rich Protein
Q9BYV2	[51, 91]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYV2	[119, 164]	Classic Zinc Finger
Q9H091	[312, 347]	-
Q9H2P0	[70, 87]	Classic Zinc Finger
Q9NVR0	[76, 104]	Potassium Channel Kv1.1; Chain A
Q9NVR0	[640, 671]	Kelch-type beta propeller
Q9UG22	[48, 65]	P-loop containing nucleotide triphosphate hydrolases
Q9Y616	[419, 451]	Transferase(Phosphotransferase) domain 1
A0A0C4DH68	[31, 48]	Immunoglobulins
O94822	[1732, 1765]	Zinc/RING finger domain, C3HC4 (zinc finger)
P01130	[664, 713]	Laminin
P06400	[833, 855]	-
P07942	[19, 87]	Galactose-binding domain-like
P28325	[96, 122]	-
P32298	[28, 68]	Phosphorylase Kinase; domain 1
P32298	[107, 152]	Phosphorylase Kinase; domain 1
P32298	[190, 223]	Phosphorylase Kinase; domain 1
P32298	[419, 457]	Phosphorylase Kinase; domain 1
P48995	[186, 206]	Ankyrin repeat-containing domain
Q00887	[395, 417]	Immunoglobulins
Q00G26	[239, 273]	Flagellar protein FliS
Q00G26	[334, 349]	Flagellar protein FliS
Q14982	[191, 216]	Immunoglobulins
Q5JPH6	[147, 177]	HUPs
Q6NUI6	[33, 51]	Ribonuclease Inhibitor
Q6NUI6	[402, 440]	Ribonuclease Inhibitor
Q6NUI6	[691, 719]	Ribonuclease Inhibitor
Q8N3E9	[567, 592]	Phosphatidylinositol (PI) phosphodiesterase
Q8TDF6	[44, 71]	Son of sevenless (SoS) protein Chain: S domain 1
Q8TDF6	[555, 591]	-
Q96P50	[410, 435]	Arf GTPase activating protein
