Accession_number	Region	Domain
Q8NC96	[150, 167]	No_Gene3D_overlap
Q8WY91	[325, 374]	No_Gene3D_overlap
Q96K78	[43, 76]	No_Gene3D_overlap
Q9BXA9	[408, 479]	Classic Zinc Finger
Q9BXA9	[662, 766]	Classic Zinc Finger
Q9BXA9	[971, 1040]	Classic Zinc Finger
Q9BXA9	[1117, 1184]	Classic Zinc Finger
Q9HCK8	[1916, 1935]	No_Gene3D_overlap
Q9HCK8	[2146, 2161]	No_Gene3D_overlap
Q9HCK8	[2301, 2319]	-
Q9NXD2	[701, 767]	No_Gene3D_overlap
Q9P086	[73, 116]	-
Q9P215	[366, 382]	No_Gene3D_overlap
Q9Y2G7	[108, 384]	Classic Zinc Finger
Q9Y2G7	[430, 518]	Classic Zinc Finger
Q9Y2R2	[383, 398]	No_Gene3D_overlap
Q9Y6J0	[561, 584]	No_Gene3D_overlap
O15403	[469, 490]	MFS general substrate transporter like domains
P08138	[26, 193]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q13835	[187, 252]	Leucine-rich Repeat Variant
Q16795	[18, 45]	No_Gene3D_overlap
Q5FWF4	[823, 958]	-
Q5JVF3	[14, 57]	No_Gene3D_overlap
Q8IV20	[50, 67]	No_Gene3D_overlap
Q8N1W2	[284, 496]	Classic Zinc Finger
Q8NB66	[1005, 1037]	No_Gene3D_overlap
Q8TEU7	[247, 263]	Jelly Rolls
Q96GE5	[95, 642]	Classic Zinc Finger
Q99435	[260, 815]	Laminin
Q9BY31	[147, 193]	Classic Zinc Finger
Q9BY31	[255, 663]	Classic Zinc Finger
Q9BY31	[721, 899]	Classic Zinc Finger
Q9BZ72	[792, 811]	No_Gene3D_overlap
Q9NP60	[561, 585]	No_Gene3D_overlap
P78385	[0, 51]	No_Gene3D_overlap
P78385	[61, 114]	No_Gene3D_overlap
P78385	[376, 484]	-
Q13241	[40, 67]	Mannose-Binding Protein A, subunit A
Q14721	[672, 696]	No_Gene3D_overlap
Q15973	[69, 350]	Classic Zinc Finger
Q5T481	[389, 488]	No_Gene3D_overlap
Q7RTX7	[349, 392]	No_Gene3D_overlap
Q8WXH0	[1377, 1427]	No_Gene3D_overlap
Q8WXH0	[1724, 1758]	-
Q8WXH0	[4244, 4263]	No_Gene3D_overlap
Q96AP0	[153, 245]	-
Q96MM6	[619, 685]	No_Gene3D_overlap
Q9UGI9	[141, 170]	No_Gene3D_overlap
Q9Y6B7	[569, 603]	TATA-Binding Protein
O00562	[552, 576]	No_Gene3D_overlap
O00562	[907, 932]	No_Gene3D_overlap
O75373	[101, 535]	Classic Zinc Finger
P01860	[103, 171]	Immunoglobulins
P09001	[318, 333]	No_Gene3D_overlap
P17019	[101, 562]	Classic Zinc Finger
Q10588	[265, 297]	NAD(P)-binding Rossmann-like Domain
Q13263	[111, 254]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14005	[295, 327]	-
Q14118	[688, 711]	No_Gene3D_overlap
Q14181	[172, 200]	No_Gene3D_overlap
Q495T6	[73, 97]	Collagenase (Catalytic Domain)
Q5MCW4	[134, 359]	Classic Zinc Finger
Q5MCW4	[380, 685]	Classic Zinc Finger
Q5VST9	[1506, 1703]	Immunoglobulins
Q5VST9	[3251, 3465]	Immunoglobulins
Q5VST9	[3715, 4008]	Immunoglobulins
Q5VST9	[5093, 5128]	Immunoglobulins
Q6U841	[660, 718]	No_Gene3D_overlap
Q7Z3Y8	[79, 99]	No_Gene3D_overlap
Q8N859	[173, 441]	Classic Zinc Finger
Q96MF6	[46, 62]	No_Gene3D_overlap
Q9Y4B6	[1000, 1028]	No_Gene3D_overlap
A6NJZ7	[432, 532]	No_Gene3D_overlap
A6NJZ7	[950, 971]	No_Gene3D_overlap
A6NJZ7	[1194, 1220]	No_Gene3D_overlap
A6NJZ7	[1367, 1384]	No_Gene3D_overlap
O15535	[135, 156]	DNA breaking-rejoining enzymes
O15535	[243, 393]	Classic Zinc Finger
O60896	[10, 35]	Receptor activity modifying family
P0CJ79	[213, 717]	Classic Zinc Finger
Q5VV52	[111, 306]	Classic Zinc Finger
Q7L3S4	[65, 314]	Classic Zinc Finger
Q86SP6	[424, 449]	No_Gene3D_overlap
Q86SP6	[537, 554]	No_Gene3D_overlap
Q8N0U4	[0, 39]	No_Gene3D_overlap
Q93098	[110, 126]	No_Gene3D_overlap
Q93098	[152, 200]	No_Gene3D_overlap
Q9BX84	[13, 48]	No_Gene3D_overlap
Q9BX84	[1235, 1259]	No_Gene3D_overlap
Q9BX84	[1442, 1479]	No_Gene3D_overlap
Q9BX84	[1544, 1560]	No_Gene3D_overlap
Q9BX84	[1622, 1666]	No_Gene3D_overlap
Q9C0B9	[1009, 1026]	No_Gene3D_overlap
Q9Y5I4	[734, 751]	No_Gene3D_overlap
O00534	[613, 655]	No_Gene3D_overlap
O15375	[189, 219]	MFS general substrate transporter like domains
O95633	[25, 238]	TGF-beta binding (TB) domain
O96018	[362, 397]	-
P28698	[356, 458]	Classic Zinc Finger
P28698	[483, 729]	Classic Zinc Finger
P52739	[307, 393]	Classic Zinc Finger
Q08AF3	[0, 27]	No_Gene3D_overlap
Q08AF3	[357, 372]	No_Gene3D_overlap
Q15413	[1899, 1940]	No_Gene3D_overlap
Q2NKQ1	[674, 697]	No_Gene3D_overlap
Q6UXM1	[880, 1003]	No_Gene3D_overlap
Q7L7V1	[714, 742]	No_Gene3D_overlap
Q8TEQ6	[850, 881]	No_Gene3D_overlap
Q96NW4	[401, 442]	No_Gene3D_overlap
Q9HC57	[72, 198]	Elafin-like
Q9NQZ8	[122, 488]	Classic Zinc Finger
Q9Y4A5	[1066, 1081]	No_Gene3D_overlap
Q9Y4A5	[1486, 1504]	No_Gene3D_overlap
Q12767	[789, 809]	No_Gene3D_overlap
Q12767	[1033, 1062]	No_Gene3D_overlap
Q59H18	[751, 777]	No_Gene3D_overlap
Q7RTS7	[110, 130]	No_Gene3D_overlap
Q8IUA0	[38, 240]	Pancreatic trypsin inhibitor Kunitz domain
Q8N141	[152, 374]	Classic Zinc Finger
Q8N141	[442, 531]	Classic Zinc Finger
Q8N895	[275, 456]	Classic Zinc Finger
Q96SE7	[124, 168]	No_Gene3D_overlap
Q96SE7	[201, 219]	No_Gene3D_overlap
Q96SE7	[240, 441]	Classic Zinc Finger
Q96SE7	[456, 838]	Classic Zinc Finger
Q96SL8	[20, 125]	Classic Zinc Finger
Q96SL8	[411, 495]	Classic Zinc Finger
Q9BYP7	[1209, 1239]	No_Gene3D_overlap
Q9BYP7	[1254, 1277]	No_Gene3D_overlap
Q9H195	[13265, 13387]	No_Gene3D_overlap
Q9ULV3	[586, 715]	Classic Zinc Finger
Q9ULV3	[787, 841]	No_Gene3D_overlap
O14686	[126, 362]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[1463, 1567]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14815	[21, 52]	No_Gene3D_overlap
P00748	[48, 301]	Plasminogen Kringle 4
P00750	[27, 244]	Complement Module, domain 1
P17025	[165, 273]	Classic Zinc Finger
P17025	[314, 622]	Classic Zinc Finger
P22570	[0, 28]	No_Gene3D_overlap
P32297	[357, 430]	Neurotransmitter-gated ion-channel transmembrane domain
Q15695	[162, 231]	-
Q7Z3G6	[85, 103]	No_Gene3D_overlap
Q86VR7	[331, 617]	Immunoglobulins
Q8NEZ4	[120, 166]	No_Gene3D_overlap
Q8NEZ4	[373, 536]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[1045, 1167]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[4213, 4258]	No_Gene3D_overlap
Q93070	[283, 302]	No_Gene3D_overlap
Q96G91	[317, 336]	Rhodopsin 7-helix transmembrane proteins
Q9C0D4	[78, 109]	No_Gene3D_overlap
Q9C0D4	[119, 165]	Classic Zinc Finger
Q9C0D4	[273, 324]	No_Gene3D_overlap
Q9C0D4	[460, 508]	No_Gene3D_overlap
Q9C0D4	[1017, 1033]	No_Gene3D_overlap
Q9P2S2	[178, 287]	-
Q9UF02	[210, 226]	-
Q9ULK6	[317, 339]	Zinc/RING finger domain, C3HC4 (zinc finger)
P05412	[78, 106]	No_Gene3D_overlap
P11161	[89, 116]	No_Gene3D_overlap
P11161	[344, 419]	Classic Zinc Finger
P21817	[810, 858]	-
P21817	[1769, 1789]	No_Gene3D_overlap
P21817	[2035, 2061]	No_Gene3D_overlap
P23467	[1533, 1573]	No_Gene3D_overlap
P41182	[508, 608]	Classic Zinc Finger
P52732	[836, 865]	No_Gene3D_overlap
Q02386	[124, 219]	Classic Zinc Finger
Q02386	[237, 665]	Classic Zinc Finger
Q16787	[291, 726]	Laminin
Q16787	[1249, 1470]	Laminin
Q16787	[1649, 1840]	Laminin
Q5VTD9	[122, 326]	Classic Zinc Finger
Q6DD87	[65, 183]	Classic Zinc Finger
Q8N8L2	[25, 436]	Classic Zinc Finger
Q8WWF6	[112, 134]	DnaJ domain
Q96AQ8	[122, 155]	No_Gene3D_overlap
Q99758	[866, 887]	No_Gene3D_overlap
Q9H501	[484, 503]	No_Gene3D_overlap
Q9H8W5	[358, 408]	Immunoglobulins
Q9H8W5	[505, 577]	No_Gene3D_overlap
Q9HBF4	[14, 117]	No_Gene3D_overlap
Q9HBF4	[408, 473]	No_Gene3D_overlap
Q9HC84	[231, 434]	Laminin
Q9HC84	[552, 872]	Laminin
Q9HC84	[1035, 1268]	No_Gene3D_overlap
Q9HC84	[1315, 1435]	No_Gene3D_overlap
Q9HC84	[1499, 1560]	No_Gene3D_overlap
Q9HC84	[1781, 1889]	No_Gene3D_overlap
Q9HC84	[2302, 2384]	No_Gene3D_overlap
Q9HC84	[2860, 2944]	No_Gene3D_overlap
Q9HC84	[2960, 2977]	No_Gene3D_overlap
Q9HC84	[3562, 3639]	No_Gene3D_overlap
Q9HC84	[4119, 4203]	No_Gene3D_overlap
Q9HC84	[4216, 4236]	No_Gene3D_overlap
Q9HC84	[4927, 4993]	No_Gene3D_overlap
Q9HC84	[5008, 5064]	No_Gene3D_overlap
Q9HC84	[5211, 5258]	No_Gene3D_overlap
Q9HC84	[5280, 5752]	Laminin
Q9NZL3	[160, 706]	Classic Zinc Finger
Q9P0J1	[0, 85]	PPM-type phosphatase domain
Q9UJL9	[155, 200]	No_Gene3D_overlap
Q9UJL9	[284, 371]	Classic Zinc Finger
Q9UJL9	[382, 533]	Classic Zinc Finger
Q9UKZ4	[529, 847]	Galactose-binding domain-like
Q9UKZ4	[979, 994]	No_Gene3D_overlap
Q9UKZ4	[1172, 1190]	No_Gene3D_overlap
Q9UM47	[42, 1321]	Laminin
Q14203	[1231, 1259]	No_Gene3D_overlap
Q14929	[76, 94]	No_Gene3D_overlap
Q14929	[224, 596]	Classic Zinc Finger
Q15303	[491, 650]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q6P1L6	[134, 170]	No_Gene3D_overlap
Q6P1L6	[238, 598]	Classic Zinc Finger
Q6P1R3	[175, 218]	Homeodomain-like
Q6UWX4	[46, 65]	No_Gene3D_overlap
Q70Z44	[346, 363]	No_Gene3D_overlap
Q86X76	[28, 64]	Carbon-nitrogen hydrolase
Q8IZD2	[454, 480]	SET domain
Q8IZD2	[1070, 1089]	No_Gene3D_overlap
Q8IZD2	[1103, 1129]	No_Gene3D_overlap
Q8NCD3	[255, 277]	No_Gene3D_overlap
Q8NCD3	[330, 380]	No_Gene3D_overlap
Q8NCD3	[438, 464]	No_Gene3D_overlap
Q8NCD3	[575, 635]	No_Gene3D_overlap
Q96EB6	[497, 519]	No_Gene3D_overlap
Q96QE5	[19, 57]	No_Gene3D_overlap
Q9GZU2	[430, 589]	Classic Zinc Finger
Q9GZU2	[1000, 1042]	Classic Zinc Finger
Q9GZU2	[1104, 1358]	Classic Zinc Finger
Q9H8Y5	[65, 97]	No_Gene3D_overlap
Q9NSB4	[44, 115]	No_Gene3D_overlap
Q9NSB4	[434, 491]	No_Gene3D_overlap
Q9NZV8	[557, 595]	No_Gene3D_overlap
Q9UHF7	[424, 465]	No_Gene3D_overlap
Q9UHF7	[556, 642]	No_Gene3D_overlap
A6PVC2	[582, 617]	No_Gene3D_overlap
A6PVC2	[766, 838]	No_Gene3D_overlap
O60312	[613, 630]	No_Gene3D_overlap
O60524	[670, 691]	No_Gene3D_overlap
O95382	[74, 93]	No_Gene3D_overlap
O95977	[324, 341]	No_Gene3D_overlap
O95996	[1242, 1282]	No_Gene3D_overlap
O95996	[1336, 1362]	No_Gene3D_overlap
P01344	[104, 120]	No_Gene3D_overlap
Q13506	[86, 126]	No_Gene3D_overlap
Q15155	[965, 984]	No_Gene3D_overlap
Q5VTA0	[458, 473]	No_Gene3D_overlap
Q86VZ4	[110, 168]	No_Gene3D_overlap
Q8N6G6	[111, 191]	-
Q8N6G6	[467, 846]	Thrombospondin type-1 (TSP1) repeat
Q8N6G6	[1496, 1760]	Thrombospondin type-1 (TSP1) repeat
Q8TCC3	[134, 157]	No_Gene3D_overlap
Q8TE60	[0, 54]	No_Gene3D_overlap
Q8TE60	[695, 748]	-
Q8TE60	[901, 1220]	Thrombospondin type-1 (TSP1) repeat
Q9BZG1	[23, 43]	No_Gene3D_overlap
Q9BZG1	[242, 258]	No_Gene3D_overlap
Q9H7D7	[639, 660]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H7L2	[273, 351]	Immunoglobulins
Q9H7R5	[148, 677]	Classic Zinc Finger
B2RTY4	[723, 740]	No_Gene3D_overlap
B2RTY4	[755, 786]	No_Gene3D_overlap
B2RTY4	[1170, 1223]	No_Gene3D_overlap
B4DU55	[177, 562]	Classic Zinc Finger
Q14258	[0, 210]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q63HR2	[633, 716]	No_Gene3D_overlap
Q63HR2	[745, 779]	No_Gene3D_overlap
Q6PII5	[225, 289]	No_Gene3D_overlap
Q96Q06	[254, 322]	No_Gene3D_overlap
Q99697	[0, 25]	No_Gene3D_overlap
Q9P2Y4	[494, 548]	Classic Zinc Finger
Q9UDV6	[412, 476]	Classic Zinc Finger
Q9UQD0	[642, 657]	No_Gene3D_overlap
Q9UQD0	[1155, 1185]	No_Gene3D_overlap
P05556	[455, 694]	Laminin
P47883	[308, 333]	No_Gene3D_overlap
P51815	[352, 501]	Classic Zinc Finger
P60508	[31, 66]	No_Gene3D_overlap
P60508	[109, 170]	No_Gene3D_overlap
Q6ZNA5	[171, 211]	No_Gene3D_overlap
Q8IYB7	[140, 168]	-
Q8NFR9	[64, 94]	No_Gene3D_overlap
Q9H2U9	[340, 575]	Disintegrin domain
Q9H2U9	[613, 664]	No_Gene3D_overlap
Q9H324	[464, 640]	Thrombospondin type-1 (TSP1) repeat
Q9H324	[652, 715]	-
Q9P255	[57, 530]	Classic Zinc Finger
Q9P2J2	[1130, 1159]	No_Gene3D_overlap
O00470	[85, 120]	No_Gene3D_overlap
P06239	[0, 23]	No_Gene3D_overlap
P0DUQ1	[129, 144]	No_Gene3D_overlap
P0DUQ1	[452, 477]	No_Gene3D_overlap
P21675	[969, 999]	No_Gene3D_overlap
P21675	[1174, 1210]	No_Gene3D_overlap
P28370	[156, 175]	No_Gene3D_overlap
Q3KQV3	[206, 592]	Classic Zinc Finger
Q66K89	[46, 86]	No_Gene3D_overlap
Q66K89	[122, 146]	No_Gene3D_overlap
Q66K89	[203, 286]	Classic Zinc Finger
Q66K89	[451, 624]	Classic Zinc Finger
Q68DX3	[728, 755]	-
Q68DX3	[1257, 1308]	No_Gene3D_overlap
Q6NSZ9	[126, 144]	No_Gene3D_overlap
Q6NSZ9	[338, 534]	Classic Zinc Finger
Q6NVV9	[333, 401]	No_Gene3D_overlap
Q6UXH1	[29, 46]	No_Gene3D_overlap
Q6UXH1	[117, 326]	Laminin
Q8IUN9	[119, 148]	No_Gene3D_overlap
Q8IUN9	[159, 184]	Mannose-Binding Protein A, subunit A
Q8IWB6	[1220, 1254]	No_Gene3D_overlap
Q8WUT4	[546, 597]	Immunoglobulins
Q96JN8	[1316, 1406]	No_Gene3D_overlap
Q96JX3	[0, 15]	No_Gene3D_overlap
Q9BV68	[0, 36]	No_Gene3D_overlap
Q9H694	[414, 448]	-
Q9H694	[464, 480]	No_Gene3D_overlap
Q9H694	[846, 881]	Transcription Factor, Ets-1
Q9H7X3	[124, 373]	Classic Zinc Finger
Q9Y5E2	[727, 770]	No_Gene3D_overlap
O43345	[118, 405]	Classic Zinc Finger
O43345	[421, 897]	Classic Zinc Finger
O43345	[924, 1127]	Classic Zinc Finger
P17612	[332, 350]	No_Gene3D_overlap
Q14500	[353, 387]	G protein-activated inward rectifier potassium channel 1
Q15916	[332, 411]	Classic Zinc Finger
Q5VYJ5	[23, 103]	Low-density Lipoprotein Receptor
Q5VYJ5	[1451, 1539]	Low-density Lipoprotein Receptor
Q5VYJ5	[1898, 2073]	Low-density Lipoprotein Receptor
Q6S5L8	[389, 469]	No_Gene3D_overlap
Q70CQ2	[3482, 3543]	No_Gene3D_overlap
Q8N819	[395, 410]	Phosphatase 2C, C-terminal domain suprefamily
Q8WXB4	[205, 221]	No_Gene3D_overlap
Q8WXB4	[416, 791]	Classic Zinc Finger
Q96RP7	[410, 425]	No_Gene3D_overlap
Q96RP7	[437, 463]	No_Gene3D_overlap
Q9GZV8	[387, 570]	Classic Zinc Finger
Q9H1B7	[2, 52]	No_Gene3D_overlap
Q9NQV5	[1, 63]	No_Gene3D_overlap
Q9NQV5	[362, 382]	No_Gene3D_overlap
Q9UHI8	[432, 640]	Collagenase (Catalytic Domain)
Q9UHI8	[664, 734]	-
Q9ULP9	[0, 20]	No_Gene3D_overlap
Q9Y4A8	[652, 681]	No_Gene3D_overlap
O14917	[1000, 1025]	No_Gene3D_overlap
P25942	[9, 182]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q03936	[111, 544]	Classic Zinc Finger
Q03936	[557, 585]	Classic Zinc Finger
Q13275	[730, 753]	No_Gene3D_overlap
Q14119	[168, 335]	Classic Zinc Finger
Q15257	[80, 103]	No_Gene3D_overlap
Q15323	[0, 62]	No_Gene3D_overlap
Q15323	[371, 415]	No_Gene3D_overlap
Q15915	[292, 383]	Classic Zinc Finger
Q8IZF7	[28, 159]	No_Gene3D_overlap
Q8NAA4	[267, 284]	No_Gene3D_overlap
Q9BYV2	[0, 15]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H091	[237, 264]	No_Gene3D_overlap
Q9H091	[636, 679]	No_Gene3D_overlap
Q9H2P0	[205, 222]	No_Gene3D_overlap
Q9NTQ9	[210, 232]	Gap junction channel protein cysteine-rich domain
Q9Y2T1	[510, 564]	No_Gene3D_overlap
A8MZ59	[169, 197]	No_Gene3D_overlap
O75335	[551, 583]	No_Gene3D_overlap
O94921	[11, 54]	No_Gene3D_overlap
P01130	[19, 387]	Laminin
P07942	[273, 547]	Galactose-binding domain-like
P07942	[766, 1178]	Laminin
P07942	[1415, 1446]	No_Gene3D_overlap
P32298	[558, 577]	No_Gene3D_overlap
P78536	[404, 647]	Disintegrin domain
Q13105	[297, 592]	Classic Zinc Finger
Q14094	[276, 304]	No_Gene3D_overlap
Q14094	[324, 343]	No_Gene3D_overlap
Q14586	[92, 157]	No_Gene3D_overlap
Q14586	[244, 742]	Classic Zinc Finger
Q2M3W8	[225, 570]	Classic Zinc Finger
Q53H12	[5, 29]	No_Gene3D_overlap
Q53H12	[323, 415]	No_Gene3D_overlap
Q58EX7	[159, 182]	No_Gene3D_overlap
Q58EX7	[677, 704]	No_Gene3D_overlap
Q58EX7	[1091, 1132]	No_Gene3D_overlap
Q6SJ93	[39, 88]	No_Gene3D_overlap
Q8WX94	[955, 979]	Ribonuclease Inhibitor
Q96P50	[570, 597]	No_Gene3D_overlap
Q99973	[7, 186]	No_Gene3D_overlap
Q99973	[1489, 1505]	No_Gene3D_overlap
Q9BR84	[311, 537]	Classic Zinc Finger
Q9H2Y7	[13, 41]	No_Gene3D_overlap
Q9H4Q4	[233, 316]	Classic Zinc Finger
Q9UKX7	[150, 165]	No_Gene3D_overlap
Q9Y2G8	[713, 775]	No_Gene3D_overlap
Q9Y4E5	[129, 171]	No_Gene3D_overlap
Q9Y4E5	[409, 478]	No_Gene3D_overlap
Q9Y4E5	[595, 654]	Classic Zinc Finger
Q9Y4E5	[710, 733]	Classic Zinc Finger
Q9Y4E5	[1000, 1023]	No_Gene3D_overlap
Q9Y5E9	[728, 758]	No_Gene3D_overlap
O00400	[476, 497]	MFS general substrate transporter like domains
O43278	[46, 63]	No_Gene3D_overlap
O43278	[320, 454]	Low-density Lipoprotein Receptor
O95744	[26, 73]	Histidine kinase-like ATPase, C-terminal domain
O95744	[232, 296]	Histidine kinase-like ATPase, C-terminal domain
P21709	[211, 425]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P29375	[10, 62]	ARID DNA-binding domain
P29375	[664, 719]	No_Gene3D_overlap
P49590	[23, 42]	No_Gene3D_overlap
Q02505	[3111, 3158]	No_Gene3D_overlap
Q02505	[3173, 3233]	No_Gene3D_overlap
Q6ECI4	[218, 716]	Classic Zinc Finger
Q6ZN19	[74, 152]	Classic Zinc Finger
Q6ZN19	[164, 321]	Classic Zinc Finger
Q6ZN19	[332, 406]	Classic Zinc Finger
Q6ZN19	[473, 792]	Classic Zinc Finger
Q8IWU5	[588, 606]	No_Gene3D_overlap
Q8IWU5	[713, 748]	No_Gene3D_overlap
Q8NBS3	[59, 94]	No_Gene3D_overlap
Q8TD86	[0, 26]	No_Gene3D_overlap
Q8TE57	[95, 133]	No_Gene3D_overlap
Q8TE57	[151, 191]	No_Gene3D_overlap
Q8TE57	[222, 272]	No_Gene3D_overlap
Q8TE57	[540, 675]	-
Q8TE57	[688, 752]	-
Q92889	[396, 414]	No_Gene3D_overlap
Q9BTV6	[417, 447]	No_Gene3D_overlap
Q9BUZ4	[0, 269]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HAU0	[75, 121]	-
Q9ULK2	[36, 91]	No_Gene3D_overlap
Q9ULK2	[103, 125]	No_Gene3D_overlap
Q9ULK2	[455, 471]	No_Gene3D_overlap
Q9Y5F2	[726, 762]	No_Gene3D_overlap
A6NM28	[148, 369]	Classic Zinc Finger
O14775	[0, 52]	YVTN repeat-like/Quinoprotein amine dehydrogenase
O43361	[116, 152]	No_Gene3D_overlap
O43361	[284, 751]	Classic Zinc Finger
P60852	[206, 273]	No_Gene3D_overlap
Q14689	[923, 952]	-
Q3B726	[17, 44]	RNA polymerase Rpb7-like, N-terminal domain
Q6ZNJ1	[704, 739]	No_Gene3D_overlap
Q96NX5	[380, 437]	No_Gene3D_overlap
Q96T68	[135, 195]	Methyl-cpg-binding Protein 2; Chain A
Q9BQC3	[240, 268]	Diphthamide synthesis DPH1/DPH2 domain 3
Q9BQI6	[762, 805]	Ankyrin repeat-containing domain
Q9HCZ1	[199, 679]	Classic Zinc Finger
Q9HD23	[52, 70]	No_Gene3D_overlap
Q9NPC8	[117, 134]	Homeodomain-like
Q9UF12	[0, 17]	No_Gene3D_overlap
Q9UII5	[24, 560]	Classic Zinc Finger
Q9UII5	[601, 782]	Classic Zinc Finger
Q9Y5F3	[764, 783]	No_Gene3D_overlap
A6NFC9	[199, 238]	No_Gene3D_overlap
O94892	[117, 144]	No_Gene3D_overlap
O94892	[195, 496]	Classic Zinc Finger
O94892	[534, 646]	Classic Zinc Finger
P05155	[125, 140]	No_Gene3D_overlap
P10643	[18, 147]	Low-density Lipoprotein Receptor
P10643	[449, 520]	Thrombospondin type-1 (TSP1) repeat
P10643	[540, 582]	Complement Module, domain 1
P10643	[644, 842]	-
P12110	[242, 258]	No_Gene3D_overlap
Q05481	[114, 1179]	Classic Zinc Finger
Q05516	[502, 669]	Classic Zinc Finger
Q13351	[277, 361]	Classic Zinc Finger
Q3MIS6	[102, 131]	No_Gene3D_overlap
Q3MIS6	[172, 627]	Classic Zinc Finger
Q6P9A3	[130, 639]	Classic Zinc Finger
Q6UXZ4	[261, 390]	Thrombospondin type-1 (TSP1) repeat
Q6ZT07	[949, 977]	No_Gene3D_overlap
Q6ZT07	[1000, 1021]	No_Gene3D_overlap
Q8NC26	[248, 278]	No_Gene3D_overlap
Q8NC26	[290, 416]	Classic Zinc Finger
Q8TE82	[384, 412]	No_Gene3D_overlap
Q8TE82	[437, 498]	No_Gene3D_overlap
Q9BYC2	[10, 38]	Glutaconate Coenzyme A-transferase
Q9GZZ7	[23, 134]	No_Gene3D_overlap
Q9H1U4	[195, 448]	Laminin
Q9H611	[5, 32]	No_Gene3D_overlap
Q9HB63	[254, 480]	Galactose-binding domain-like
Q9UGR2	[404, 499]	No_Gene3D_overlap
Q9UGR2	[562, 582]	No_Gene3D_overlap
Q9UGR2	[681, 723]	No_Gene3D_overlap
Q9UGR2	[754, 784]	No_Gene3D_overlap
Q9UGR2	[871, 919]	Classic Zinc Finger
O60673	[189, 204]	DNA Polymerase, chain B, domain 1
O60673	[1390, 1441]	No_Gene3D_overlap
O60673	[3024, 3065]	No_Gene3D_overlap
O60673	[3081, 3112]	No_Gene3D_overlap
O75044	[334, 370]	Arfaptin homology (AH) domain/BAR domain
O94842	[571, 614]	No_Gene3D_overlap
P24821	[36, 60]	No_Gene3D_overlap
P24821	[90, 633]	Laminin
P42694	[0, 20]	No_Gene3D_overlap
P42694	[149, 208]	Zinc finger, CCCH-type
P78325	[83, 101]	No_Gene3D_overlap
P78325	[150, 192]	No_Gene3D_overlap
P78325	[301, 650]	Collagenase (Catalytic Domain)
Q15572	[13, 31]	No_Gene3D_overlap
Q15572	[625, 648]	No_Gene3D_overlap
Q17R60	[674, 755]	No_Gene3D_overlap
Q4VX76	[278, 310]	C2 domain
Q5JVG8	[102, 443]	Classic Zinc Finger
Q8IWN7	[352, 414]	No_Gene3D_overlap
Q8IWN7	[1106, 1176]	No_Gene3D_overlap
Q8N594	[126, 151]	No_Gene3D_overlap
Q8N9U0	[0, 91]	No_Gene3D_overlap
Q8TAP6	[474, 523]	No_Gene3D_overlap
Q969U6	[272, 298]	No_Gene3D_overlap
Q96QT4	[0, 37]	No_Gene3D_overlap
Q96QT4	[1147, 1167]	No_Gene3D_overlap
Q96QT4	[1283, 1305]	No_Gene3D_overlap
Q96RT7	[129, 146]	No_Gene3D_overlap
Q96RT7	[290, 315]	No_Gene3D_overlap
Q9H3R0	[608, 693]	No_Gene3D_overlap
Q9P0T4	[79, 190]	Classic Zinc Finger
Q9ULJ7	[0, 51]	No_Gene3D_overlap
A6NCL2	[31, 158]	-
A6NER0	[467, 500]	No_Gene3D_overlap
P49116	[242, 264]	No_Gene3D_overlap
Q02487	[765, 828]	TCF3-CBD (Catenin binding domain)
Q7Z698	[302, 414]	No_Gene3D_overlap
Q8N108	[178, 208]	No_Gene3D_overlap
Q8N1F8	[539, 573]	No_Gene3D_overlap
Q8N1F8	[668, 721]	No_Gene3D_overlap
Q8N782	[202, 478]	Classic Zinc Finger
Q92766	[200, 379]	Classic Zinc Finger
Q92766	[1239, 1264]	No_Gene3D_overlap
Q96EK7	[841, 856]	No_Gene3D_overlap
Q96RW7	[4538, 4884]	Green fluorescent protein
Q96RW7	[5079, 5369]	Laminin
Q96RW7	[5404, 5529]	Laminin
Q9HCE7	[133, 176]	C2 domain
Q9HCE7	[291, 311]	Hect, E3 ligase catalytic domains
Q9NSA0	[70, 114]	No_Gene3D_overlap
Q9NZR4	[241, 279]	No_Gene3D_overlap
Q9UIG8	[457, 525]	MFS general substrate transporter like domains
Q9UJW7	[102, 159]	No_Gene3D_overlap
Q9UJW7	[192, 265]	No_Gene3D_overlap
Q9UJW7	[341, 824]	Classic Zinc Finger
Q9Y6N6	[257, 538]	Laminin
Q9Y6N6	[663, 1020]	Laminin
