Accession_number	Region	Domain
Q8WUA4	[542, 563]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q93098	[245, 350]	-
Q9C0B9	[1122, 1155]	Zinc finger, CCHC-type
Q9H1Z9	[236, 258]	Tetraspanin
O00602	[100, 120]	Gamma Fibrinogen, chain A, domain 1
O15235	[53, 102]	Nucleic acid-binding proteins
O15235	[121, 137]	Nucleic acid-binding proteins
O95633	[27, 74]	TGF-beta binding (TB) domain
P14770	[16, 33]	Ribonuclease Inhibitor
P16112	[2272, 2357]	Laminin
P16112	[2429, 2512]	Complement Module, domain 1
P28698	[478, 527]	Classic Zinc Finger
P34896	[373, 396]	Aspartate Aminotransferase, domain 1
P52739	[282, 331]	Classic Zinc Finger
P52739	[347, 395]	Classic Zinc Finger
Q6UXM1	[36, 62]	Ribonuclease Inhibitor
Q8IZP7	[164, 193]	P-loop containing nucleotide triphosphate hydrolases
Q8IZP7	[214, 237]	P-loop containing nucleotide triphosphate hydrolases
Q8IZP7	[262, 286]	P-loop containing nucleotide triphosphate hydrolases
Q8N488	[16, 52]	Zinc finger, RanBP2-type
Q8NBF1	[196, 212]	Classic Zinc Finger
Q8NBF1	[253, 308]	Classic Zinc Finger
Q96NW4	[700, 729]	Ankyrin repeat-containing domain
Q9HC57	[55, 113]	Elafin-like
Q9NQZ8	[401, 452]	Classic Zinc Finger
Q9Y336	[152, 173]	Immunoglobulins
P01127	[119, 150]	Cystine-knot cytokines
P01127	[167, 189]	Cystine-knot cytokines
P40313	[200, 219]	Trypsin-like serine proteases
P41091	[90, 114]	P-loop containing nucleotide triphosphate hydrolases
Q8N141	[161, 212]	Classic Zinc Finger
Q8N141	[441, 492]	Classic Zinc Finger
Q8N895	[244, 295]	Classic Zinc Finger
Q8N895	[496, 519]	Classic Zinc Finger
Q8NA82	[648, 682]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q92743	[21, 139]	-
Q96BH1	[187, 210]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96SE7	[280, 331]	Classic Zinc Finger
Q96SE7	[644, 695]	Classic Zinc Finger
Q96SL8	[191, 242]	Classic Zinc Finger
Q96SL8	[322, 372]	Classic Zinc Finger
Q96SL8	[405, 450]	Classic Zinc Finger
Q9H195	[13101, 13162]	Laminin
Q9Y2I7	[150, 206]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[120, 145]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[155, 198]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[214, 231]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[251, 378]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[1377, 1407]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[1428, 1445]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[1529, 1565]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[5021, 5044]	Zinc/RING finger domain, C3HC4 (zinc finger)
O14686	[5090, 5112]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15344	[33, 68]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15344	[108, 154]	-
O15344	[164, 189]	Classic Zinc Finger
O60636	[152, 170]	Tetraspanin
P00748	[151, 280]	Laminin
P00748	[406, 446]	Trypsin-like serine proteases
P00748	[477, 506]	Trypsin-like serine proteases
P00748	[547, 574]	Trypsin-like serine proteases
P00750	[66, 98]	Complement Module, domain 1
P00750	[111, 190]	Plasminogen Kringle 4
P00750	[256, 278]	Plasminogen Kringle 4
P00750	[417, 453]	Trypsin-like serine proteases
P00750	[465, 521]	Trypsin-like serine proteases
P03372	[205, 254]	Erythroid Transcription Factor GATA-1, subunit A
P17025	[225, 276]	Classic Zinc Finger
P21941	[229, 268]	Laminin
Q6PJE2	[118, 174]	Zona pellucida, ZP-C domain
Q6Q0C0	[129, 170]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6Q0C0	[185, 291]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z3G6	[119, 143]	Cysteine Rich Protein
Q7Z3G6	[184, 208]	Cysteine Rich Protein
Q7Z3G6	[254, 319]	Cysteine Rich Protein
Q7Z736	[399, 421]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q8NEZ4	[279, 311]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[327, 526]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[957, 981]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[1003, 1029]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[4391, 4414]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NEZ4	[4894, 4910]	SET domain
Q8TDW5	[53, 107]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96HA7	[218, 239]	Tetratricopeptide repeat domain
Q96HA7	[1340, 1370]	Ribonuclease Inhibitor
Q9BQS8	[1168, 1190]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BQS8	[1207, 1235]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P2S2	[195, 250]	Laminin
Q9P2S2	[675, 709]	Laminin
Q9P2S2	[1082, 1138]	Laminin
P11161	[331, 384]	Classic Zinc Finger
P38936	[2, 43]	p27
P51884	[31, 52]	Ribonuclease Inhibitor
P83881	[1, 24]	-
P83881	[61, 97]	-
Q02386	[183, 206]	Classic Zinc Finger
Q13285	[31, 82]	Erythroid Transcription Factor GATA-1, subunit A
Q16787	[296, 460]	Laminin
Q5VTD9	[183, 234]	Classic Zinc Finger
Q6DD87	[271, 294]	Classic Zinc Finger
Q6DD87	[308, 359]	Classic Zinc Finger
Q8IWB7	[305, 329]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TDE3	[39, 59]	Ribonuclease A-like domain
Q8TDE3	[77, 144]	Ribonuclease A-like domain
Q9H8W5	[18, 33]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H8W5	[124, 168]	Classic Zinc Finger
Q9H8W5	[208, 231]	Classic Zinc Finger
Q9HBF4	[595, 663]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBF4	[710, 776]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UJL9	[270, 321]	Classic Zinc Finger
Q9UKZ4	[1465, 1488]	TolB, C-terminal domain
Q9Y3A3	[84, 103]	MOB kinase activator
Q0D2K5	[16, 187]	Tie2 ligand-binding domain superfamily
Q13253	[178, 193]	Cystine-knot cytokines
Q14929	[393, 447]	Classic Zinc Finger
Q15303	[175, 273]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q15303	[295, 343]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q16568	[74, 104]	CART, C-terminal domain
Q6P1L6	[260, 311]	Classic Zinc Finger
Q86X76	[48, 69]	Carbon-nitrogen hydrolase
Q86X76	[161, 185]	Carbon-nitrogen hydrolase
Q8IZD2	[110, 172]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WXI4	[76, 93]	Hotdog Thioesterase
Q96BD0	[498, 514]	-
Q96KR1	[322, 349]	Classic Zinc Finger
Q96KR1	[373, 400]	Classic Zinc Finger
Q9GZU2	[496, 549]	Classic Zinc Finger
Q9GZU2	[962, 986]	Classic Zinc Finger
Q9GZU2	[1101, 1142]	Classic Zinc Finger
Q9GZU2	[1154, 1177]	Classic Zinc Finger
Q9GZU2	[1555, 1578]	Classic Zinc Finger
Q9NP62	[97, 125]	GCM motif
Q9UHD0	[117, 137]	-
Q9UHF7	[655, 725]	Classic Zinc Finger
Q9UHF7	[1228, 1261]	Classic Zinc Finger
A6NC86	[27, 63]	CD59
A6NC86	[77, 203]	CD59
O00585	[20, 41]	-
Q13907	[75, 95]	Nucleoside Triphosphate Pyrophosphohydrolase
Q86VZ4	[322, 353]	Low-density Lipoprotein Receptor
Q8N6G6	[336, 368]	Thrombospondin type-1 (TSP1) repeat
Q8N6G6	[523, 541]	Thrombospondin type-1 (TSP1) repeat
Q8N6G6	[556, 593]	Thrombospondin type-1 (TSP1) repeat
Q8N6G6	[1682, 1761]	Thrombospondin type-1 (TSP1) repeat
Q8TE60	[442, 462]	Collagenase (Catalytic Domain)
Q8TE60	[485, 502]	Collagenase (Catalytic Domain)
Q8TE60	[544, 571]	-
Q8TE60	[602, 655]	Thrombospondin type-1 (TSP1) repeat
Q9H7R5	[169, 220]	Classic Zinc Finger
Q9H977	[287, 307]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9NSV4	[676, 696]	-
B2RTY4	[2032, 2056]	-
B4DU55	[223, 274]	Classic Zinc Finger
O75382	[29, 71]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75382	[104, 147]	Classic Zinc Finger
P23771	[238, 296]	Erythroid Transcription Factor GATA-1, subunit A
P23771	[306, 350]	Erythroid Transcription Factor GATA-1, subunit A
P78552	[84, 133]	Immunoglobulins
Q05513	[37, 81]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q14258	[0, 71]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14258	[86, 195]	-
Q63HR2	[35, 88]	-
Q6ZMJ4	[184, 208]	Interleukin-34
Q96A37	[8, 81]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96NS5	[240, 269]	Ankyrin repeat-containing domain
Q96NS5	[281, 296]	Ankyrin repeat-containing domain
Q9H4P4	[15, 62]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H4P4	[97, 143]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P0K7	[90, 123]	Ankyrin repeat-containing domain
Q9P2Y4	[76, 99]	Classic Zinc Finger
Q9P2Y4	[154, 203]	Classic Zinc Finger
Q9P2Y4	[296, 316]	Classic Zinc Finger
Q9UDV6	[360, 399]	Classic Zinc Finger
Q9UDV6	[418, 469]	Classic Zinc Finger
O43255	[84, 123]	Zinc/RING finger domain, C3HC4 (zinc finger)
O43255	[143, 180]	Zinc/RING finger domain, C3HC4 (zinc finger)
P00734	[49, 138]	Plasminogen Kringle 4
P00734	[251, 300]	Plasminogen Kringle 4
P05556	[17, 84]	ligand-binding face of the semaphorins, domain 2
P51815	[356, 407]	Classic Zinc Finger
Q12873	[351, 432]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q12873	[448, 503]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6UW60	[585, 610]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q6UW60	[638, 712]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q8IYU2	[161, 191]	Ankyrin repeat-containing domain
Q92537	[38, 60]	Complement Module, domain 1
Q96RI1	[126, 226]	Erythroid Transcription Factor GATA-1, subunit A
Q9H2U9	[339, 373]	Collagenase (Catalytic Domain)
Q9H324	[360, 382]	Collagenase (Catalytic Domain)
Q9H324	[398, 418]	Collagenase (Catalytic Domain)
Q9H324	[468, 615]	-
Q9P255	[384, 435]	Classic Zinc Finger
Q9Y6L6	[448, 474]	-
A8MTI9	[224, 248]	Trypsin-like serine proteases
B1AKI9	[222, 270]	Thrombospondin type-1 (TSP1) repeat
P02458	[1304, 1325]	-
P20023	[199, 224]	Complement Module, domain 1
P20023	[267, 285]	Complement Module, domain 1
P20023	[297, 360]	Complement Module, domain 1
P20023	[386, 419]	Complement Module, domain 1
P20023	[436, 505]	Complement Module, domain 1
P20023	[545, 593]	Complement Module, domain 1
P20023	[636, 696]	Complement Module, domain 1
P20023	[750, 799]	Complement Module, domain 1
P20023	[821, 860]	Complement Module, domain 1
P20023	[895, 921]	Complement Module, domain 1
P20023	[941, 967]	Complement Module, domain 1
P36980	[103, 158]	Complement Module, domain 1
P36980	[175, 211]	Complement Module, domain 1
P36980	[246, 269]	Complement Module, domain 1
Q3KQV3	[116, 146]	Classic Zinc Finger
Q68DX3	[130, 167]	Transferase(Phosphotransferase) domain 1
Q6NSZ9	[339, 389]	Classic Zinc Finger
Q7Z304	[495, 518]	-
Q8IUN9	[162, 190]	Mannose-Binding Protein A, subunit A
Q8N8A2	[388, 446]	Ankyrin repeat-containing domain
Q8WUT4	[351, 386]	Ribonuclease Inhibitor
Q9BV68	[218, 278]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NQ30	[18, 135]	-
Q9NXI6	[0, 55]	Zinc/RING finger domain, C3HC4 (zinc finger)
O15231	[604, 644]	Cysteine Rich Protein
O43345	[146, 183]	Classic Zinc Finger
O43345	[220, 271]	Classic Zinc Finger
O43345	[360, 411]	Classic Zinc Finger
O43345	[684, 735]	Classic Zinc Finger
O43345	[852, 897]	Classic Zinc Finger
O43345	[992, 1043]	Classic Zinc Finger
O43345	[1132, 1149]	Classic Zinc Finger
O43374	[684, 713]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P02768	[104, 134]	-
P02768	[280, 322]	-
P02768	[450, 474]	-
P02768	[487, 514]	-
P15692	[252, 283]	Cystine-knot cytokines
P15692	[294, 319]	Cystine-knot cytokines
P15692	[335, 394]	Vascular endothelial growth factor, heparin-binding domain
Q15916	[292, 314]	Classic Zinc Finger
Q15916	[373, 396]	Classic Zinc Finger
Q5VYJ5	[31, 89]	Low-density Lipoprotein Receptor
Q5VYJ5	[431, 476]	Low-density Lipoprotein Receptor
Q5VYJ5	[840, 873]	Low-density Lipoprotein Receptor
Q5VYJ5	[1039, 1089]	Low-density Lipoprotein Receptor
Q5VYJ5	[1251, 1301]	Low-density Lipoprotein Receptor
Q5VYJ5	[1468, 1528]	Low-density Lipoprotein Receptor
Q5VYJ5	[1700, 1746]	Low-density Lipoprotein Receptor
Q6S5L8	[313, 330]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q8IWS0	[6, 54]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWS0	[71, 137]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWS0	[201, 224]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWS0	[269, 313]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N819	[319, 334]	PPM-type phosphatase domain
Q8WXB4	[420, 442]	Classic Zinc Finger
Q8WXB4	[475, 526]	Classic Zinc Finger
Q9BYM8	[191, 226]	Zn-finger domain of Sec23/24
Q9BYM8	[271, 292]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYM8	[304, 329]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYM8	[436, 509]	-
Q9GZV8	[419, 440]	Classic Zinc Finger
Q9GZV8	[451, 497]	Classic Zinc Finger
Q9GZV8	[508, 555]	Classic Zinc Finger
Q9H1B7	[703, 773]	Interferon regulatory factor 2-binding protein
Q9UHI8	[360, 394]	Collagenase (Catalytic Domain)
Q9UHI8	[406, 554]	-
Q9UHI8	[870, 966]	Thrombospondin type-1 (TSP1) repeat
P16562	[162, 242]	Crisp domain
P23229	[660, 680]	ntegrin, alpha v. Chain A, domain 3
P48742	[29, 44]	Cysteine Rich Protein
P48742	[60, 75]	Cysteine Rich Protein
Q03936	[472, 523]	Classic Zinc Finger
Q13275	[544, 582]	ligand-binding face of the semaphorins, domain 2
Q14119	[165, 216]	Classic Zinc Finger
Q15915	[260, 278]	Classic Zinc Finger
Q15915	[293, 348]	Classic Zinc Finger
Q93086	[118, 156]	atp-gated p2x4 ion channel
Q96HC4	[409, 427]	Cysteine Rich Protein
Q9BYV2	[67, 83]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYV2	[115, 140]	Classic Zinc Finger
Q9H091	[315, 341]	-
Q9NVR0	[642, 660]	Kelch-type beta propeller
Q9NX47	[20, 35]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UG22	[178, 202]	P-loop containing nucleotide triphosphate hydrolases
P01130	[665, 707]	Laminin
P28325	[94, 116]	-
P32241	[26, 71]	GPCR, family 2, extracellular hormone receptor domain
P48995	[187, 204]	Ankyrin repeat-containing domain
P78536	[412, 432]	Collagenase (Catalytic Domain)
P78536	[625, 641]	-
Q13105	[606, 628]	Classic Zinc Finger
Q14586	[258, 285]	Classic Zinc Finger
Q2M3W8	[220, 279]	Classic Zinc Finger
Q2M3W8	[368, 408]	Classic Zinc Finger
Q6NUI6	[29, 57]	Ribonuclease Inhibitor
Q6NUI6	[385, 423]	Ribonuclease Inhibitor
Q96P50	[407, 432]	Arf GTPase activating protein
Q99973	[2043, 2076]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9BR84	[96, 212]	Classic Zinc Finger
Q9BR84	[232, 255]	Classic Zinc Finger
Q9BR84	[288, 339]	Classic Zinc Finger
Q9H4Q4	[290, 313]	Classic Zinc Finger
Q9NVM4	[623, 649]	Hnrnp arginine n-methyltransferase1
Q9Y4E5	[780, 819]	Classic Zinc Finger
O14682	[457, 478]	Kelch-type beta propeller
O15529	[324, 345]	Rhodopsin 7-helix transmembrane proteins
O43278	[239, 256]	Pancreatic trypsin inhibitor Kunitz domain
O43278	[417, 446]	Pancreatic trypsin inhibitor Kunitz domain
O60942	[86, 110]	Protein tyrosine phosphatase superfamily
P14555	[45, 76]	Phospholipase A2 domain
P14555	[93, 143]	Phospholipase A2 domain
P21709	[220, 340]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P21709	[359, 395]	Immunoglobulins
P29375	[326, 354]	Cupin
P29375	[1599, 1667]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q02505	[2947, 3008]	Laminin
Q13641	[51, 77]	Ribonuclease Inhibitor
Q13670	[37, 53]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6Q6R5	[0, 65]	Cysteine Rich Protein
Q6Q6R5	[112, 185]	Cysteine Rich Protein
Q6ZN19	[192, 243]	Classic Zinc Finger
Q8N339	[0, 60]	Metallothionein Isoform II
Q92908	[379, 423]	Erythroid Transcription Factor GATA-1, subunit A
Q92908	[433, 477]	Erythroid Transcription Factor GATA-1, subunit A
Q9BQ83	[174, 260]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BUZ4	[14, 51]	Zinc/RING finger domain, C3HC4 (zinc finger)
A6NM28	[143, 194]	Classic Zinc Finger
A6NMS7	[820, 845]	Ribonuclease Inhibitor
A6NMS7	[1045, 1066]	Ribonuclease Inhibitor
O14775	[103, 120]	YVTN repeat-like/Quinoprotein amine dehydrogenase
O43361	[289, 340]	Classic Zinc Finger
O43361	[474, 525]	Classic Zinc Finger
O43361	[547, 570]	Classic Zinc Finger
O43361	[603, 645]	Classic Zinc Finger
P0C7P0	[87, 118]	CDGSH iron-sulfur domain, mitoNEET-type
P47989	[37, 54]	-
P47989	[102, 125]	[2Fe-2S]-binding domain
P47989	[153, 189]	[2Fe-2S]-binding domain
P60852	[535, 554]	Zona pellucida, ZP-C domain
Q6DRA6	[88, 116]	Histone, subunit A
Q96T68	[341, 365]	SET domain
Q9HCZ1	[228, 279]	Classic Zinc Finger
Q9UII5	[95, 137]	Classic Zinc Finger
Q9UII5	[151, 202]	Classic Zinc Finger
Q9UII5	[235, 286]	Classic Zinc Finger
Q9UII5	[767, 782]	Classic Zinc Finger
O94892	[196, 247]	Classic Zinc Finger
O94892	[448, 499]	Classic Zinc Finger
P01185	[20, 163]	Neurohypophysial hormone domain
P10643	[598, 623]	Complement Module, domain 1
P12110	[591, 616]	von Willebrand factor, type A domain
P12110	[803, 826]	von Willebrand factor, type A domain
P49763	[72, 103]	Cystine-knot cytokines
P49763	[117, 139]	Cystine-knot cytokines
Q05481	[621, 672]	Classic Zinc Finger
Q05481	[901, 952]	Classic Zinc Finger
Q05516	[395, 418]	Classic Zinc Finger
Q05516	[461, 478]	Classic Zinc Finger
Q13351	[270, 325]	Classic Zinc Finger
Q5T4W7	[139, 163]	Cystine-knot cytokines
Q5T4W7	[176, 197]	Cystine-knot cytokines
Q6P9A3	[266, 318]	Classic Zinc Finger
Q6P9A3	[464, 515]	Classic Zinc Finger
Q6UXZ4	[259, 302]	Thrombospondin type-1 (TSP1) repeat
Q6UXZ4	[321, 368]	Thrombospondin type-1 (TSP1) repeat
Q92466	[27, 58]	-
Q96T51	[637, 707]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9GZZ7	[206, 237]	GDNF binding domain
Q9HB63	[21, 49]	Galactose-binding domain-like
Q9HB63	[63, 87]	Galactose-binding domain-like
Q9HB63	[223, 245]	Galactose-binding domain-like
Q9HB63	[498, 515]	-
Q9UGR2	[839, 856]	Classic Zinc Finger
Q9Y2X7	[0, 29]	Arf GTPase activating protein
A6NM11	[820, 845]	Ribonuclease Inhibitor
A6NM11	[1045, 1066]	Ribonuclease Inhibitor
O75147	[1868, 1889]	Immunoglobulins
O75369	[1075, 1096]	Immunoglobulins
O75792	[3, 34]	Ribonuclease H-like superfamily/Ribonuclease H
P08294	[196, 222]	Superoxide dismutase, copper/zinc binding domain
P35637	[422, 449]	Zinc finger, RanBP2-type
P52735	[559, 581]	-
Q4VX76	[51, 77]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q5JVG8	[360, 411]	Classic Zinc Finger
Q96QT4	[1801, 1824]	MHCK/EF2 kinase
Q9BQG2	[284, 316]	-
Q9NY12	[75, 95]	Probable tRNA pseudouridine synthase domain
Q9P0T4	[75, 95]	Classic Zinc Finger
Q9Y3Y4	[332, 404]	Zinc/RING finger domain, C3HC4 (zinc finger)
A6NCL2	[24, 61]	-
B2RXF5	[283, 308]	Classic Zinc Finger
O15105	[114, 144]	SMAD MH1 domain
O15105	[168, 234]	SMAD MH1 domain
P0DTL6	[140, 218]	Zinc/RING finger domain, C3HC4 (zinc finger)
P49116	[109, 186]	Erythroid Transcription Factor GATA-1, subunit A
Q02487	[665, 683]	Cadherins
Q02487	[860, 881]	TCF3-CBD (Catenin binding domain)
Q14515	[422, 508]	-
Q6EMK4	[21, 47]	Ribonuclease Inhibitor
Q6EMK4	[403, 448]	Laminin
Q6ZNA4	[917, 952]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86TM6	[312, 338]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IYR6	[263, 309]	Laminin
Q92766	[57, 111]	Classic Zinc Finger
Q92766	[217, 250]	Classic Zinc Finger
Q92766	[752, 814]	Classic Zinc Finger
Q9C029	[27, 90]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9C029	[116, 161]	Classic Zinc Finger
Q9UJW7	[340, 393]	Classic Zinc Finger
Q9ULV8	[351, 392]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPW8	[576, 612]	-
Q9Y2K7	[560, 684]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y6N6	[20, 86]	Galactose-binding domain-like
O00555	[270, 290]	-
P08861	[203, 236]	Trypsin-like serine proteases
P53355	[569, 597]	Ankyrin repeat-containing domain
P56975	[305, 337]	Laminin
Q05923	[136, 152]	Rhodanese-like domain
Q15633	[322, 346]	-
Q1L5Z9	[132, 175]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q1L5Z9	[465, 491]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q5U5Q3	[597, 656]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86T13	[20, 61]	Mannose-Binding Protein A, subunit A
Q86T13	[127, 163]	Mannose-Binding Protein A, subunit A
Q8IUX8	[214, 267]	Laminin
Q8TE58	[325, 354]	Collagenase (Catalytic Domain)
Q8TE58	[415, 431]	Collagenase (Catalytic Domain)
Q8TE58	[840, 949]	Thrombospondin type-1 (TSP1) repeat
Q9BS31	[169, 220]	Classic Zinc Finger
P15918	[357, 372]	Classic Zinc Finger
P49790	[653, 690]	Zinc finger, RanBP2-type
P49790	[717, 762]	Zinc finger, RanBP2-type
P49790	[788, 825]	Zinc finger, RanBP2-type
P49790	[846, 883]	Zinc finger, RanBP2-type
P49863	[190, 226]	Trypsin-like serine proteases
P52743	[64, 106]	Classic Zinc Finger
P52743	[147, 170]	Classic Zinc Finger
Q14872	[118, 156]	Classic Zinc Finger
Q14872	[191, 245]	Classic Zinc Finger
Q9C0K0	[446, 469]	Classic Zinc Finger
Q9H7Z3	[882, 898]	Tetratricopeptide repeat domain
Q9NSC2	[697, 780]	Classic Zinc Finger
Q9NSC2	[996, 1015]	Classic Zinc Finger
O60259	[134, 243]	Trypsin-like serine proteases
P31689	[123, 205]	Heat shock protein DnaJ, cysteine-rich domain
Q07352	[109, 144]	Zinc finger, CCCH-type
Q5VTT5	[411, 439]	Immunoglobulins
Q6VVB1	[26, 52]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6VVB1	[62, 85]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6VVB1	[101, 121]	TolB, C-terminal domain
Q86SG6	[489, 505]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q86SG6	[662, 683]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q8IZC7	[65, 116]	Classic Zinc Finger
Q8IZC7	[160, 185]	Classic Zinc Finger
Q8IZC7	[216, 267]	Classic Zinc Finger
Q8N9K5	[198, 251]	Classic Zinc Finger
Q8WUP2	[172, 257]	Cysteine Rich Protein
Q8WUP2	[302, 372]	Cysteine Rich Protein
Q96H15	[51, 68]	Immunoglobulins
Q9H2X0	[694, 793]	-
Q9HAZ2	[221, 249]	Classic Zinc Finger
Q9HAZ2	[270, 323]	Classic Zinc Finger
Q9HAZ2	[970, 1025]	Classic Zinc Finger
Q9HCM2	[499, 565]	Immunoglobulins
Q9HCM2	[662, 702]	Immunoglobulins
Q9HCM2	[727, 771]	Immunoglobulins
Q9HCM2	[793, 864]	Immunoglobulins
Q9NVW2	[559, 617]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NXJ5	[79, 117]	Peptidase C15, pyroglutamyl peptidase I-like
Q9ULJ3	[900, 938]	Classic Zinc Finger
Q9UPA5	[159, 227]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPA5	[454, 524]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UQR1	[162, 213]	Classic Zinc Finger
Q9Y5Y2	[188, 208]	P-loop containing nucleotide triphosphate hydrolases
A0A8Q3WKH5	[0, 26]	Histone, subunit A
O43463	[178, 204]	SET domain
O95625	[563, 611]	Classic Zinc Finger
O95625	[670, 693]	Classic Zinc Finger
O95625	[848, 872]	Classic Zinc Finger
O95625	[905, 928]	Classic Zinc Finger
P02749	[116, 144]	Complement Module, domain 1
P02749	[176, 214]	Complement Module, domain 1
P02749	[231, 273]	Complement Module, domain 1
P02749	[291, 323]	Complement Module, domain 1
P04004	[19, 67]	-
P41229	[361, 385]	Cupin
P41229	[1177, 1192]	Zinc/RING finger domain, C3HC4 (zinc finger)
P48059	[0, 24]	Cysteine Rich Protein
P48059	[109, 136]	Cysteine Rich Protein
P48059	[150, 205]	Cysteine Rich Protein
Q13231	[409, 462]	Glycosidases
Q14061	[12, 62]	CytochromE C oxidase copper chaperone
Q16270	[19, 165]	-
Q16609	[66, 114]	Plasminogen Kringle 4
Q9NT68	[1511, 1537]	TolB, C-terminal domain
Q9NZC7	[373, 389]	NAD(P)-binding Rossmann-like Domain
Q9P0P0	[65, 95]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P0P0	[108, 125]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UGK8	[124, 148]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q9UGK8	[307, 344]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q9UIW2	[509, 561]	Immunoglobulins
Q9UIW2	[596, 626]	Immunoglobulins
Q9UIW2	[812, 870]	Immunoglobulins
Q9Y5A6	[268, 319]	Classic Zinc Finger
