accession	start	end	domain
P78536	218	474	Collagenase (Catalytic Domain)
P78536	581	642	-
P31260	315	396	Homeodomain-like
Q9P218	465	555	Immunoglobulins
Q9P218	740	832	Immunoglobulins
Q9P218	177	362	von Willebrand factor, type A domain
Q9P218	25	119	Immunoglobulins
Q9P218	373	464	Immunoglobulins
Q9P218	556	650	Immunoglobulins
Q9P218	651	739	Immunoglobulins
Q9P218	833	1057	-
Q9BQS7	23	372	Cupredoxins - blue copper proteins
Q9BQS7	376	730	Cupredoxins - blue copper proteins
Q9BQS7	731	1071	Cupredoxins - blue copper proteins
Q8NH00	52	345	Rhodopsin 7-helix transmembrane proteins
P53778	116	324	Transferase(Phosphotransferase) domain 1
P53778	25	349	Phosphorylase Kinase; domain 1
Q96S79	2	186	P-loop containing nucleotide triphosphate hydrolases
Q96S82	335	380	DNA helicase RuvA subunit, C-terminal domain
Q96S82	1	100	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q8WXG8	1	99	EF-hand
Q6NXT2	2	135	Histone, subunit A
O14638	141	548	Alkaline Phosphatase, subunit A
O14638	45	90	-
O14638	91	140	-
O14638	549	875	Extracellular Endonuclease, subunit A
A0A1B0GX56	14	115	Immunoglobulins
A0A7P0TAN4	591	619	Classic Zinc Finger
A0A7P0TAN4	228	254	Classic Zinc Finger
A0A7P0TAN4	255	283	Classic Zinc Finger
A0A7P0TAN4	340	367	Classic Zinc Finger
A0A7P0TAN4	368	395	Classic Zinc Finger
A0A7P0TAN4	396	423	Classic Zinc Finger
A0A7P0TAN4	508	535	Classic Zinc Finger
A0A7P0TAN4	536	564	Classic Zinc Finger
A0A7P0TAN4	565	590	Classic Zinc Finger
A0A7P0TAN4	424	451	Classic Zinc Finger
A0A7P0TAN4	452	479	Classic Zinc Finger
A0A7P0TAN4	480	507	Classic Zinc Finger
A0A7P0TAN4	19	75	-
A0A7P0TAN4	284	311	Classic Zinc Finger
A0A7P0TAN4	312	339	Classic Zinc Finger
P25874	14	306	Mitochondrial carrier domain
P0C024	14	201	Nucleoside Triphosphate Pyrophosphohydrolase
Q13303	36	361	NADP-dependent oxidoreductase domain
Q9UPR3	853	1016	5'-nuclease
Q9UPR3	29	262	Tetratricopeptide repeat domain
Q9H2U1	158	388	P-loop containing nucleotide triphosphate hydrolases
Q9H2U1	649	762	-
Q9H2U1	458	623	P-loop containing nucleotide triphosphate hydrolases
P68871	2	147	Globins
Q8N695	37	573	Sodium/glucose cotransporter
Q9GZU2	39	130	DNA breaking-rejoining enzymes
Q9GZU2	1222	1316	Classic Zinc Finger
Q9GZU2	451	479	Classic Zinc Finger
Q9GZU2	1079	1189	Classic Zinc Finger
Q9GZU2	968	1001	Classic Zinc Finger
Q9GZU2	561	593	Classic Zinc Finger
Q9GZU2	1331	1363	Classic Zinc Finger
Q9GZU2	599	682	Classic Zinc Finger
Q9GZU2	683	767	Classic Zinc Finger
Q9GZU2	480	555	Classic Zinc Finger
Q9GZU2	1504	1586	Classic Zinc Finger
P20719	171	255	Homeodomain-like
Q14061	1	63	CytochromE C oxidase copper chaperone
Q8WZA2	760	1011	Ras guanine-nucleotide exchange factors catalytic domain
Q8WZA2	665	758	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q8WZA2	504	664	Son of sevenless (SoS) protein Chain: S domain 1
Q8WZA2	196	300	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8WZA2	319	372	-
Q8WZA2	13	167	Jelly Rolls
Q8WZA2	373	503	Jelly Rolls
Q5VZ52	5	88	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q9Y2L9	62	292	Ribonuclease Inhibitor
Q9Y2L9	574	698	Calponin-like domain
Q5FYB0	416	526	-
Q5FYB0	76	415	Alkaline Phosphatase, subunit A
P58557	9	157	"Metalloproteases (""zincins""), catalytic domain"
B5MCN3	276	382	GOLD domain
B5MCN3	16	275	CRAL-TRIO lipid binding domain
Q3ZCT8	128	250	-
Q3ZCT8	7	126	Potassium Channel Kv1.1; Chain A
Q3ZCT8	262	610	Kelch-type beta propeller
Q99487	2	390	alpha/beta hydrolase
Q96F46	375	541	-
Q96F46	199	303	Interleukin-17 receptor A/B, fibronectin-III-like domain 2
Q96F46	32	198	Interleukin-17 receptor A/B, fibronectin-III-like domain 1
P78412	145	207	Homeodomain-like
Q8WVM0	239	328	Ribosomal RNA adenine dimethylase-like, domain 2
Q8WVM0	2	238	Vaccinia Virus protein VP39
Q92541	351	482	Plus-3 domain
Q03113	59	369	P-loop containing nucleotide triphosphate hydrolases
Q03113	86	207	GI Alpha 1, domain 2-like
Q9Y6X8	74	161	Classic Zinc Finger
Q9Y6X8	274	317	Homeodomain-like
Q9Y6X8	632	700	Homeodomain-like
Q9Y6X8	520	600	Homeodomain-like
Q9Y6X8	441	501	Homeodomain-like
Q9UKW4	660	781	SH2 domain
Q9UKW4	188	380	Dbl homology (DH) domain
Q9UKW4	786	847	SH3 Domains
Q9UKW4	584	659	SH3 Domains
Q9UKW4	1	164	Calponin-like domain
Q9UKW4	511	572	-
Q9UKW4	381	509	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NNW7	40	384	FAD/NAD(P)-binding domain
Q9NNW7	202	325	FAD/NAD(P)-binding domain
Q9NNW7	394	524	-
P15509	105	215	Immunoglobulins
P15509	218	315	Immunoglobulins
Q02880	59	297	Histidine kinase-like ATPase, C-terminal domain
Q02880	462	735	-
Q02880	736	1033	Topoisomerase II, domain 5
Q02880	309	432	-
Q02880	1035	1211	Topoisomerase, domain 3
Q02880	916	1019	-
Q02880	597	640	-
Q04726	439	772	YVTN repeat-like/Quinoprotein amine dehydrogenase
O95377	1	219	Gap junction channel protein cysteine-rich domain
Q9Y3L5	1	173	P-loop containing nucleotide triphosphate hydrolases
P17858	178	385	Phosphofructokinase domain
P17858	18	364	-
P17858	402	731	-
P17858	543	745	Phosphofructokinase domain
Q86SS6	202	345	C2 domain
Q86SS6	346	490	C2 domain
Q70EK9	190	312	Zinc/RING finger domain, C3HC4 (zinc finger)
Q70EK9	356	710	Cysteine proteinases
Q9UBN7	1107	1213	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UBN7	79	463	Histone deacetylase domain
Q9UBN7	475	851	Histone deacetylase domain
Q96M27	247	387	-
O00469	555	736	q2cbj1_9rhob like domain
O00469	282	431	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q68CJ6	42	149	P-loop containing nucleotide triphosphate hydrolases
Q68CJ6	266	464	P-loop containing nucleotide triphosphate hydrolases
P51841	556	817	Transferase(Phosphotransferase) domain 1
P51841	171	422	-
P51841	839	1066	Nucleotide cyclase
P51841	74	404	-
O43819	97	266	Glutaredoxin
P51530	827	1044	P-loop containing nucleotide triphosphate hydrolases
P51530	125	403	-
P51530	558	826	P-loop containing nucleotide triphosphate hydrolases
O15018	716	825	-
O15018	54	195	-
O15018	305	425	-
O15018	554	680	-
O15018	2594	2716	-
O15018	2740	2839	-
Q8N688	22	61	Antimicrobial Peptide, Beta-defensin 2; Chain A
Q8WZ73	55	136	-
Q8WZ73	299	363	Zinc/RING finger domain, C3HC4 (zinc finger)
Q5VYS8	309	421	Beta Polymerase, domain 2
Q5VYS8	1022	1140	Beta Polymerase, domain 2
Q5VYS8	422	642	-
Q5VYS8	1141	1308	-
Q5VYS8	1342	1483	Zinc finger, CCHC-type
Q9UPW5	856	1139	Zn peptidases
Q9UPW5	15	315	Leucine-rich Repeat Variant
Q9UPW5	702	850	-
Q9Y286	256	344	Immunoglobulins
Q9Y286	148	244	Immunoglobulins
Q9Y286	18	144	Immunoglobulins
Q6P9A2	83	466	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q6P9A2	467	604	-
Q08ET2	144	231	Immunoglobulins
Q08ET2	232	338	Immunoglobulins
Q08ET2	20	143	Immunoglobulins
Q6UWJ1	267	669	-
P18545	1	86	Retinal cGMP phosphodiesterase, gamma subunit
P31930	273	480	Metalloenzyme, LuxS/M16 peptidase-like
P31930	28	252	Metalloenzyme, LuxS/M16 peptidase-like
Q9UGM5	161	267	-
Q9UGM5	34	140	-
Q8NGG8	22	311	Rhodopsin 7-helix transmembrane proteins
Q9UN42	83	357	Na, k-atpase alpha subunit.
Q6DRA6	2	110	Histone, subunit A
P30520	131	230	Adenylosuccinate Synthetase, subunit A, domain 2
P30520	297	456	Adenylosuccinate Synthetase, subunit A, domain 3
P30520	32	296	Adenylosuccinate Synthetase, subunit A, domain 1
Q8NGR8	21	309	Rhodopsin 7-helix transmembrane proteins
Q68DY1	254	283	Classic Zinc Finger
Q68DY1	367	393	Classic Zinc Finger
Q68DY1	477	503	Classic Zinc Finger
Q68DY1	449	476	Classic Zinc Finger
Q68DY1	284	310	Classic Zinc Finger
Q68DY1	420	448	Classic Zinc Finger
Q68DY1	1	55	-
Q68DY1	162	199	Classic Zinc Finger
Q68DY1	226	253	Classic Zinc Finger
Q68DY1	311	338	Classic Zinc Finger
Q68DY1	394	419	Classic Zinc Finger
Q68DY1	339	366	Classic Zinc Finger
Q68DY1	200	225	Classic Zinc Finger
Q9UHB4	208	445	Translation factors
Q9UHB4	1	161	-
Q9UHB4	252	380	NADPH-cytochrome p450 Reductase; Chain A, domain 3
Q9UHB4	446	597	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
O75638	79	150	Alpha-D-phosphohexomutase, C-terminal domain
Q9NQZ5	124	327	-
P35520	84	382	-
P35520	398	551	CBS-domain
P35520	116	229	-
P49023	411	468	Cysteine Rich Protein
P49023	469	530	Cysteine Rich Protein
P49023	531	590	Cysteine Rich Protein
P49023	347	410	Cysteine Rich Protein
Q9NVE7	599	770	Uncharacterised protein PF01937, DUF89, domain 3
Q9NVE7	434	520	AF1104-like
Q9NVE7	178	348	-
Q9NVE7	35	177	-
Q8N3G9	158	222	Immunoglobulins
P84550	68	168	Ski
P84550	181	279	SAND domain-like
A0A1W2PPF3	16	74	Homeodomain-like
A0A1W2PPF3	105	156	Homeodomain-like
Q9P2J2	25	139	Immunoglobulins
Q9P2J2	319	421	Immunoglobulins
Q9P2J2	228	318	Immunoglobulins
Q9P2J2	507	620	Immunoglobulins
Q9P2J2	621	719	Immunoglobulins
Q9P2J2	422	504	Immunoglobulins
Q9P2J2	140	227	Immunoglobulins
P15884	550	631	Helix-loop-helix DNA-binding domain
Q8N9B4	11	97	Ankyrin repeat-containing domain
Q8N9B4	226	332	Ankyrin repeat-containing domain
Q8N9B4	98	225	Ankyrin repeat-containing domain
Q02080	13	93	Transcription factor, MADS-box
Q8WUA2	203	346	-
Q8WUA2	1	172	Cyclophilin-like
Q8N100	36	103	Helix-loop-helix DNA-binding domain
P11465	145	243	Immunoglobulins
P11465	244	325	Immunoglobulins
P11465	35	140	Immunoglobulins
Q9GZW5	37	129	DNA breaking-rejoining enzymes
Q9UII6	25	197	Protein tyrosine phosphatase superfamily
Q9NRM0	49	519	MFS general substrate transporter like domains
Q10469	118	408	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
O15075	176	266	Doublecortin domain
O15075	48	162	Doublecortin domain
O15075	468	649	Transferase(Phosphotransferase) domain 1
O15075	374	467	Phosphorylase Kinase; domain 1
A6NDN8	28	98	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9H8T0	75	223	Ubiquitin Conjugating Enzyme
Q9BQI9	157	277	Acid Proteases
P56915	154	249	Homeodomain-like
P03956	21	269	Collagenase (Catalytic Domain)
P03956	270	469	Hemopexin-like domain
P22570	41	487	NAD(P)-binding Rossmann-like Domain
P22570	76	362	FAD/NAD(P)-binding domain
Q9Y6H8	2	236	Gap junction channel protein cysteine-rich domain
O15067	835	1007	PurM-like C-terminal domain
O15067	651	833	PurM-like, N-terminal domain
O15067	1008	1333	-
O15067	227	432	PurM-like, N-terminal domain
O15067	166	226	Phosphoribosylformylglycinamidine synthase, linker domain
O15067	433	610	PurM-like C-terminal domain
P51508	328	357	Classic Zinc Finger
P51508	249	321	Classic Zinc Finger
P51508	15	72	-
P51508	408	434	Classic Zinc Finger
P51508	464	491	Classic Zinc Finger
P51508	492	520	Classic Zinc Finger
P51508	577	603	Classic Zinc Finger
P51508	521	550	Classic Zinc Finger
P51508	551	576	Classic Zinc Finger
P51508	380	407	Classic Zinc Finger
P51508	435	463	Classic Zinc Finger
P51508	604	630	Classic Zinc Finger
P51508	631	661	Classic Zinc Finger
P51508	358	379	Classic Zinc Finger
P59045	1	93	Death Domain, Fas
P59045	555	674	Ribonuclease Inhibitor
P59045	675	825	Ribonuclease Inhibitor
P59045	826	984	Ribonuclease Inhibitor
P59045	97	293	P-loop containing nucleotide triphosphate hydrolases
Q6P587	1	221	Fumarylacetoacetase-like, C-terminal domain
Q96LI5	160	555	Endonuclease/exonuclease/phosphatase
Q96LI5	20	159	Ribonuclease Inhibitor
P50549	324	441	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q8NFH8	32	141	EF-hand
Q8NFH8	263	372	EF-hand
Q9BR84	86	168	Classic Zinc Finger
Q9BR84	8	66	-
Q9BR84	378	409	Classic Zinc Finger
Q9BR84	463	487	Classic Zinc Finger
Q9BR84	323	349	Classic Zinc Finger
Q9BR84	488	534	Classic Zinc Finger
Q9BR84	174	212	Classic Zinc Finger
Q9BR84	410	434	Classic Zinc Finger
Q9BR84	293	322	Classic Zinc Finger
Q9BR84	435	462	Classic Zinc Finger
Q9BR84	215	292	Classic Zinc Finger
Q9BR84	350	377	Classic Zinc Finger
Q9BYB0	169	323	Ankyrin repeat-containing domain
Q9BYB0	324	418	Ankyrin repeat-containing domain
Q9BYB0	637	745	-
Q9BYB0	1740	1806	Transcription Factor, Ets-1
Q9BYB0	545	604	SH3 Domains
Q9BYB0	83	168	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q8NDH6	43	244	Arfaptin homology (AH) domain/BAR domain
P20711	82	379	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
P20711	380	480	Aspartate Aminotransferase, domain 1
P20711	1	81	dopa decarboxylase, N-terminal domain
P15692	215	327	Cystine-knot cytokines
P15692	342	395	Vascular endothelial growth factor, heparin-binding domain
Q96BD6	236	272	SOCS box
Q96BD6	58	224	-
Q8TDM5	19	102	CD59
Q8NI32	56	144	CD59
Q9C0D6	83	468	Formin, FH2 domain
P51003	53	208	Beta Polymerase, domain 2
P51003	21	362	-
P51003	366	488	Poly(A) polymerase predicted RNA binding domain
Q9BQY4	135	198	Homeodomain-like
A0A087X179	104	215	putative rabgap domain of human tbc1 domain family member 14 like domains
A0A087X179	220	356	Ypt/Rab-GAP domain of gyp1p, domain 3
O43347	20	103	-
O43347	105	200	-
Q9UBF1	221	344	MAGE homology domain, winged helix WH2 motif
Q9UBF1	111	219	MAGE homology domain, winged helix WH1 motif
O75398	494	544	-
O75398	197	288	SAND domain-like
O15381	435	565	-
O15381	749	845	-
O15381	1	74	-
O15381	572	748	P-loop containing nucleotide triphosphate hydrolases
O15381	244	432	P-loop containing nucleotide triphosphate hydrolases
Q99627	20	165	-
Q9H9Z2	120	186	Zinc finger, CCHC-type
Q9H9Z2	31	119	Nucleic acid-binding proteins
Q96NT0	5	176	-
Q8WXF8	26	116	Death Domain, Fas
Q9NYR8	6	287	NAD(P)-binding Rossmann-like Domain
Q8IXK0	626	670	-
Q8IXK0	788	858	Transcription Factor, Ets-1
P35354	10	58	Laminin
P35354	59	569	Haem peroxidase domain superfamily, animal type
Q9BPU6	9	479	Urease, subunit C, domain 1
Q9BPU6	61	433	Metal-dependent hydrolases
A8MYU2	325	461	NAD(P)-binding Rossmann-like Domain
A8MYU2	705	881	NAD(P)-binding Rossmann-like Domain
A8MYU2	102	317	-
O14773	198	563	Peptidase S8/S53 domain
Q14993	44	256	-
Q9NY47	290	465	von Willebrand factor, type A domain
Q9NY47	513	643	PAS domain
Q13401	86	167	Histidine kinase-like ATPase, C-terminal domain
Q13401	2	62	-
Q8NGG2	59	354	Rhodopsin 7-helix transmembrane proteins
Q9P2W3	2	66	Transducin (heterotrimeric G protein), gamma chain
Q9H6Y2	38	254	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H6Y2	255	341	YVTN repeat-like/Quinoprotein amine dehydrogenase
P63162	1	91	-
Q96NJ6	362	391	Classic Zinc Finger
Q96NJ6	418	448	Classic Zinc Finger
Q96NJ6	166	194	Classic Zinc Finger
Q96NJ6	334	361	Classic Zinc Finger
Q96NJ6	392	417	Classic Zinc Finger
Q96NJ6	222	247	Classic Zinc Finger
Q96NJ6	307	333	Classic Zinc Finger
Q96NJ6	248	277	Classic Zinc Finger
Q96NJ6	278	306	Classic Zinc Finger
Q96NJ6	471	502	Classic Zinc Finger
Q96NJ6	130	165	Classic Zinc Finger
Q96NJ6	195	221	Classic Zinc Finger
Q96NJ6	449	470	Classic Zinc Finger
A0A0B4J1U3	10	116	Immunoglobulins
O96013	5	47	CRIB domain
O96013	398	591	Transferase(Phosphotransferase) domain 1
O96013	260	397	Phosphorylase Kinase; domain 1
P31153	129	388	-
P31153	18	255	-
P31153	25	292	-
Q8NGD1	20	306	Rhodopsin 7-helix transmembrane proteins
Q2M3G4	641	827	-
Q8TAD8	212	373	-
Q9UBT2	168	382	Ubiquitin activating enzymes (Uba3). Chain: B, domain 2
Q9UBT2	4	113	Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1
Q9UBT2	445	588	Ubiquitin-like 2 activating enzyme e1b. Chain: B, domain 3
Q9UBT2	589	640	Ubiquitin-like 2 activating enzyme e1b. Chain: B, domain 3
Q13162	74	271	Glutaredoxin
A0A075B6I1	22	120	Immunoglobulins
P25713	1	68	Metallothionein Isoform II
Q9BTC8	145	265	-
Q9BTC8	2	144	-
Q9BTC8	266	330	Homeodomain-like
Q9HC36	101	193	-
Q9HC36	203	411	-
P0C7P4	88	151	Ubiquinol cytochrome reductase, transmembrane domain
P0C7P4	152	283	Rieske [2Fe-2S] iron-sulphur domain
P0C7P4	11	87	Cytochrome Bc1 Complex; Chain I
P05120	11	364	Antithrombin, subunit I, domain 2
P05120	208	410	Alpha-1-antitrypsin, domain 1
Q5FVE4	42	510	N-terminal domain of ligase-like
Q99801	104	184	Homeodomain-like
Q8NA82	644	722	Zinc/RING finger domain, C3HC4 (zinc finger)
P49918	25	102	p27
Q96G91	25	324	Rhodopsin 7-helix transmembrane proteins
Q15172	63	461	Leucine-rich Repeat Variant
Q92953	167	317	Voltage-gated potassium channels. Chain C
Q92953	27	156	Potassium Channel Kv1.1; Chain A
Q92953	318	428	-
Q12872	454	512	Surp module
Q12872	204	262	Surp module
Q9H8P0	149	317	-
O75531	2	89	Barrier-to-autointegration factor, BAF
A8MVS5	14	112	Immunoglobulins
O43186	34	112	Homeodomain-like
Q6UW15	37	174	Mannose-Binding Protein A, subunit A
P63244	8	317	YVTN repeat-like/Quinoprotein amine dehydrogenase
P00749	31	69	Laminin
P00749	191	419	Trypsin-like serine proteases
P00749	70	163	Plasminogen Kringle 4
P00749	190	413	Trypsin-like serine proteases
Q96P50	263	374	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q96P50	1	252	Arfaptin homology (AH) domain/BAR domain
Q96P50	668	805	Ankyrin repeat-containing domain
Q96P50	385	523	Arf GTPase activating protein
Q8IV08	98	256	Endonuclease Chain A
Q8IV08	298	486	Endonuclease Chain A
Q8NDV1	49	299	Glycosyl transferase family 29
Q15020	304	613	Tetratricopeptide repeat domain
Q15020	679	792	-
Q15020	101	279	Tetratricopeptide repeat domain
Q15020	793	890	-
P58549	10	75	Single helix bin
Q9Y296	1	215	-
P05093	21	507	Cytochrome P450
Q16651	57	282	Trypsin-like serine proteases
Q16651	48	275	Trypsin-like serine proteases
P51858	2	105	-
P20339	13	202	P-loop containing nucleotide triphosphate hydrolases
A6NGQ2	20	131	K Homology domain, type 1
Q8NH94	71	360	Rhodopsin 7-helix transmembrane proteins
Q9Y2H9	965	1061	-
Q9Y2H9	372	693	Phosphorylase Kinase; domain 1
Q9Y2H9	454	664	Transferase(Phosphotransferase) domain 1
Q9Y2H9	189	283	MAST3 pre-PK domain-like
Q6SZW1	553	673	Toll/interleukin-1 receptor homology (TIR) domain
Q6SZW1	97	305	Leucine-rich Repeat Variant
Q6SZW1	481	547	Transcription Factor, Ets-1
Q6SZW1	405	480	Transcription Factor, Ets-1
Q8WV28	346	453	SH2 domain
Q8TC59	386	503	paz domain
Q8TC59	597	724	-
Q8TC59	734	966	Ribonuclease H-like superfamily/Ribonuclease H
Q9Y5Y2	9	265	P-loop containing nucleotide triphosphate hydrolases
Q96PQ7	456	651	Kelch-type beta propeller
Q96PQ7	319	440	-
Q96PQ7	652	754	Kelch-type beta propeller
Q96PQ7	192	318	Potassium Channel Kv1.1; Chain A
Q7Z7M1	114	314	-
Q7Z7M1	650	925	Rhodopsin 7-helix transmembrane proteins
Q7Z7M1	518	649	-
Q93045	78	178	-
P49593	155	433	PPM-type phosphatase domain
Q7Z699	3	131	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q13685	80	431	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q86U90	58	266	DHBP synthase
Q8ND76	108	328	Cyclin-like
Q92900	567	617	-
Q92900	325	425	-
Q92900	714	925	P-loop containing nucleotide triphosphate hydrolases
Q92900	445	713	P-loop containing nucleotide triphosphate hydrolases
Q15653	50	304	Ankyrin repeat-containing domain
Q9Y5R2	377	571	Hemopexin-like domain
Q9Y5R2	76	331	Collagenase (Catalytic Domain)
Q8WY54	230	510	PPM-type phosphatase domain
Q8NGD3	20	313	Rhodopsin 7-helix transmembrane proteins
Q9Y581	19	196	Insulin-like
P36894	55	152	CD59
P36894	314	532	Transferase(Phosphotransferase) domain 1
P36894	197	313	Phosphorylase Kinase; domain 1
P57721	292	366	K Homology domain, type 1
P57721	42	114	K Homology domain, type 1
P57721	123	201	K Homology domain, type 1
Q0PNE2	6	259	P-loop containing nucleotide triphosphate hydrolases
Q92750	654	701	Histone, subunit A
Q92750	242	352	TAFH/NHR1 domain
Q8NAT1	490	572	Immunoglobulins
P57739	1	193	-
Q7Z5N4	977	1064	Immunoglobulins
Q7Z5N4	1480	1569	Immunoglobulins
Q7Z5N4	655	767	Immunoglobulins
Q7Z5N4	387	476	Immunoglobulins
Q7Z5N4	477	573	Immunoglobulins
Q7Z5N4	1069	1164	Immunoglobulins
Q7Z5N4	286	386	Immunoglobulins
Q7Z5N4	864	971	Immunoglobulins
Q7Z5N4	1698	1800	Immunoglobulins
Q7Z5N4	768	863	Immunoglobulins
Q7Z5N4	1275	1376	Immunoglobulins
Q7Z5N4	580	654	Immunoglobulins
Q7Z5N4	194	281	Immunoglobulins
Q7Z5N4	1165	1274	Immunoglobulins
Q7Z5N4	1570	1697	Immunoglobulins
Q7Z5N4	1904	2003	Immunoglobulins
Q7Z5N4	1377	1479	Immunoglobulins
Q7Z5N4	1801	1903	Immunoglobulins
Q7Z5N4	103	193	Immunoglobulins
O75326	45	492	YVTN repeat-like/Quinoprotein amine dehydrogenase
O75326	493	549	ligand-binding face of the semaphorins, domain 2
O75326	550	634	Immunoglobulins
O76075	1	83	-
O76075	84	130	-
Q96A08	2	127	Histone, subunit A
Q9NZV1	35	112	-
Q9NZV1	536	565	Antistasin; domain 1
Q9NZV1	566	597	Antistasin; domain 1
Q9NZV1	499	535	Antistasin; domain 1
Q9NZV1	327	391	-
Q9NZV1	398	457	-
Q9NZV1	604	663	-
Q9NZV1	674	735	-
Q9NZV1	747	809	-
Q9NZV1	814	874	-
O14684	3	152	Membrane associated eicosanoid/glutathione metabolism-like domain
P04080	1	98	-
Q7Z4W1	1	244	NAD(P)-binding Rossmann-like Domain
P36776	119	229	LON domain-like
P36776	753	959	-
P36776	659	751	-
P36776	285	411	-
P36776	481	658	P-loop containing nucleotide triphosphate hydrolases
P36776	420	468	-
P40238	34	130	Immunoglobulins
P40238	287	378	Immunoglobulins
P40238	391	492	Immunoglobulins
P40238	133	284	Immunoglobulins
Q13155	120	320	-
Q02539	39	112	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P80303	225	327	EF-hand
Q96LZ7	289	410	Tetratricopeptide repeat domain
Q9Y606	74	196	Pseudouridine synthase I, catalytic domain, N-terminal subdomain
Q9Y606	197	408	Pseudouridine synthase I, catalytic domain, C-terminal subdomain
Q5VT99	25	241	Ribonuclease Inhibitor
Q9UK99	115	258	SMI1/KNR4-like
Q9UK99	275	407	ApaG domain
Q9UK99	1	89	-
Q9Y242	25	128	-
Q9Y242	289	344	Zinc/RING finger domain, C3HC4 (zinc finger)
P36405	18	182	P-loop containing nucleotide triphosphate hydrolases
Q9H2C1	60	126	Cysteine Rich Protein
Q9H2C1	154	238	Homeodomain-like
Q9H2C1	5	59	Cysteine Rich Protein
Q9ULH0	137	201	Ankyrin repeat-containing domain
Q9ULH0	5	136	Ankyrin repeat-containing domain
Q9ULH0	202	423	Ankyrin repeat-containing domain
Q9ULH0	1207	1283	Transcription Factor, Ets-1
Q9BV44	292	490	Vaccinia Virus protein VP39
Q9BV44	195	286	-
Q9BV44	39	187	-
P53582	81	384	Creatinase/methionine aminopeptidase superfamily
Q8N5X7	28	224	RNA Cap, Translation Initiation Factor Eif4e
Q96RR4	153	269	Phosphorylase Kinase; domain 1
Q96RR4	270	448	Transferase(Phosphotransferase) domain 1
O15553	3	97	Death Domain, Fas
O15553	586	776	-
O15553	350	437	Classic Zinc Finger
Q5T230	63	127	Homeodomain-like
Q9H7P6	47	198	-
P55072	464	647	P-loop containing nucleotide triphosphate hydrolases
P55072	2	107	-
P55072	108	205	-
P55072	372	463	-
P55072	206	370	P-loop containing nucleotide triphosphate hydrolases
P55072	651	759	-
Q9Y2J8	122	294	Protein-arginine deiminase, central domain
Q9Y2J8	3	121	Protein-arginine deiminase, N-terminal domain
Q9Y2J8	295	665	L-arginine/glycine Amidinotransferase; Chain A
Q9P291	192	452	Leucine-rich Repeat Variant
P63151	54	445	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q96PQ1	380	463	Immunoglobulins
Q96PQ1	17	142	Immunoglobulins
Q96PQ1	143	275	Immunoglobulins
Q96PQ1	276	369	Immunoglobulins
Q9BUP3	1	242	NAD(P)-binding Rossmann-like Domain
Q96A61	212	263	Classic Zinc Finger
Q96A61	3	71	Zinc/RING finger domain, C3HC4 (zinc finger)
O15529	5	334	Rhodopsin 7-helix transmembrane proteins
P43243	480	578	-
P43243	385	479	-
Q9HAU8	39	264	tricorn interacting facor f3 domain
Q9HAU8	364	519	Neutral Protease Domain 2
Q9HAU8	265	362	-
Q9HAU8	527	674	Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal domain
Q5T7W7	267	424	Rhodanese-like domain
Q5T7W7	160	264	-
O75324	1	88	membrane protein stannin
Q9NPC1	10	295	Rhodopsin 7-helix transmembrane proteins
Q96MG8	6	226	Vaccinia Virus protein VP39
Q5JVG2	355	382	Classic Zinc Finger
Q5JVG2	3	60	-
Q5JVG2	605	630	Classic Zinc Finger
Q5JVG2	464	490	Classic Zinc Finger
Q5JVG2	435	463	Classic Zinc Finger
Q5JVG2	491	516	Classic Zinc Finger
Q5JVG2	631	657	Classic Zinc Finger
Q5JVG2	658	686	Classic Zinc Finger
Q5JVG2	715	741	Classic Zinc Finger
Q5JVG2	216	302	Classic Zinc Finger
Q5JVG2	549	576	Classic Zinc Finger
Q5JVG2	517	548	Classic Zinc Finger
Q5JVG2	742	769	Classic Zinc Finger
Q5JVG2	577	604	Classic Zinc Finger
Q5JVG2	410	434	Classic Zinc Finger
Q5JVG2	687	714	Classic Zinc Finger
