accession	start	end
Q9NYJ8	659	692
Q9Y490	1467	1495
A6NDX5	101	124
A6NDX5	198	221
A6NDX5	268	291
A6NDX5	324	377
A6NDX5	540	591
O43422	0	70
O94953	693	746
P04731	0	60
P16233	310	330
P21246	36	99
P21246	120	150
P22105	74	96
P22105	110	754
P27701	165	202
P37173	54	76
P37173	118	138
P61968	47	65
P61968	140	164
P98153	23	75
P98153	284	338
Q13886	134	189
Q15415	433	459
Q16651	200	243
Q5SRH9	151	173
Q5UAW9	290	307
Q6ZMY3	113	170
Q6ZMY3	318	353
Q6ZMY3	779	821
Q70EL1	214	234
Q70EL1	1057	1105
Q7Z3K3	369	407
Q7Z3K3	485	508
Q7Z3K3	521	557
Q86YJ5	29	55
Q86YJ5	104	138
Q8IZA0	887	902
Q8WTV1	0	20
Q99684	132	164
Q99684	275	326
Q9HCI7	47	88
Q9HCI7	133	163
Q9HCI7	210	256
Q9HCI7	451	507
Q9NY28	551	573
Q9UKJ8	378	579
Q9UKJ8	635	671
Q9Y337	167	279
A0A8V8TPW1	16	76
A0A8V8TPW1	90	123
A8TX70	1375	1402
H3BPF8	613	630
O15218	342	364
O15391	245	297
O60308	773	878
O75081	545	601
P19544	191	215
P19544	314	369
P35523	808	828
P78364	789	840
Q0VAF6	17	56
Q13643	0	233
Q15796	59	83
Q5T8P6	292	312
Q86VP1	602	625
Q86VP1	746	769
Q8N3J9	22	39
Q8N3J9	51	73
Q8N3J9	106	255
Q8N475	62	123
Q8TCU4	2557	2585
Q8TF46	28	48
Q969G2	52	70
Q969G2	82	101
Q9BUL5	331	393
Q9BYN7	341	364
Q9BYN7	464	479
Q9BYN7	530	599
Q9BYN7	613	669
Q9H3T3	528	543
Q9NZF1	1	38
Q9NZF1	49	110
Q9UGL9	0	98
Q9UJW0	38	88
A5YKK6	1489	1513
O15060	334	386
O15060	552	571
O15060	596	649
O94855	288	325
O94886	293	311
O95391	112	132
P01877	66	119
P01877	156	200
P20151	198	240
P28358	77	122
P49747	58	361
P57727	389	409
P98161	23	53
P98161	239	268
P98161	481	535
P98161	635	676
P98161	2456	2479
Q14D33	86	110
Q14D33	123	161
Q14D33	488	536
Q15746	1164	1192
Q15746	1862	1902
Q5GH76	13	83
Q5JSP0	527	592
Q68DV7	249	276
Q68DV7	297	321
Q68DV7	471	518
Q68DV7	690	737
Q68DV7	748	782
Q6ZU52	445	484
Q7L622	0	33
Q7L622	74	96
Q7L622	226	271
Q8IVE3	1077	1096
Q8N3T1	459	476
Q8N3T1	506	545
Q8N3T1	608	629
Q8NEZ3	1307	1341
Q8TDM5	18	106
Q92956	33	192
Q99676	211	460
Q9BRP7	325	342
Q9BTL4	177	213
Q9BWV1	919	956
Q9BWV1	1007	1028
Q9BWV1	1045	1089
Q9H0B3	238	279
Q9H0B3	727	764
Q9H0B3	1026	1081
Q9P278	618	712
Q9P278	766	786
Q9P278	846	881
Q9UID6	103	119
Q9UID6	225	240
Q9UID6	315	339
Q9UPR6	262	289
Q9UPR6	310	337
Q9UPR6	374	423
Q9UPR6	459	484
Q9Y466	5	87
A0PJX4	65	87
A6NK53	190	252
A6NK53	291	416
A6NK53	438	578
O00198	0	27
O14525	459	495
O14525	606	679
O14525	700	728
O14525	930	963
O14525	1000	1035
O60337	0	23
O60635	173	194
O76081	198	229
O95521	445	473
O95630	386	408
P01876	3	29
P01876	66	132
P01876	169	213
P03973	24	131
P23458	799	830
P35348	408	444
P52740	105	156
P52740	219	250
P52740	282	305
P52740	338	389
P52740	617	705
P62877	48	69
Q0VDD8	555	587
Q14995	110	173
Q14995	290	393
Q2M2W7	182	206
Q5T5B0	0	91
Q5VUE5	31	58
Q5VUE5	104	132
Q6ZNE5	36	64
Q6ZR52	41	82
Q6ZR52	103	145
Q6ZR52	184	237
Q6ZR52	548	599
Q86W24	744	761
Q86XN8	589	648
Q8IZ20	0	21
Q8IZ20	32	94
Q8IZ20	162	180
Q8IZ20	341	364
Q8IZ20	417	440
Q8TCT1	160	183
Q96NJ6	132	183
Q9NZK7	96	141
Q9P021	0	15
Q9P021	47	95
Q9UPT6	840	864
Q9Y5I0	722	746
A0A9L9PY65	61	96
A6NEL2	177	209
A8K0R7	160	211
A8K0R7	232	279
O95567	80	101
P00751	87	112
P00751	130	227
P00751	590	621
P00751	680	704
P14780	242	314
P14780	356	385
P52742	197	256
Q0IIN9	0	67
Q0IIN9	98	127
Q13574	119	138
Q13574	173	193
Q5JQS6	110	132
Q6ZSB9	119	169
Q6ZSB9	353	409
Q6ZV77	126	162
Q7Z3B3	577	601
Q7Z3B3	616	645
Q8N328	553	592
Q8TF61	1	19
Q8TF61	715	735
Q92802	222	260
Q92802	311	386
Q96FV2	0	17
Q96HA4	65	124
Q96I27	54	72
Q96I27	88	111
Q96I27	139	302
Q96K83	6	160
Q96K83	237	324
Q96K83	625	641
Q96K83	656	677
Q96K83	828	851
Q96K83	877	900
Q96K83	921	973
Q96K83	1053	1079
Q96K83	1090	1105
Q96K83	1129	1152
Q96K83	1216	1252
Q9BZE9	118	147
Q9NRX4	60	80
Q9ULD8	907	956
A0A9L9PY30	42	84
A2RRD8	152	483
A6NNJ1	36	72
A6QL64	1336	1358
O14978	369	420
O15399	1171	1206
O15399	1216	1235
O60765	205	256
O95158	227	257
P06213	173	355
P06213	699	719
P0C7W9	36	72
P0DV60	0	94
P17023	145	164
P17023	180	234
P30518	338	367
P43681	398	419
P43681	473	501
P43681	518	542
P48200	157	187
P54107	167	212
Q05586	434	452
Q13370	57	75
Q149N8	590	686
Q149N8	1002	1023
Q149N8	1421	1440
Q5MJ70	0	17
Q5T089	346	371
Q5T4S7	1647	1701
Q5T4S7	1778	1798
Q5T4S7	3652	3697
Q5T4S7	3754	3774
Q5T4S7	3855	3875
Q5T4S7	4828	4843
Q68CR7	686	706
Q6ZN08	95	216
Q8IWV8	94	117
Q8IWV8	138	172
Q8IWV8	1150	1185
Q8IWV8	1460	1478
Q8IWV8	1610	1662
Q8IYX8	284	329
Q8IYX8	346	371
Q8NDX6	120	191
Q8TE56	395	415
Q8TE56	458	541
Q8TE56	801	1049
Q8TE56	1064	1093
Q8WVV4	13	41
Q8WVV4	173	197
Q92622	910	941
Q96SZ4	126	151
Q96SZ4	338	361
Q96SZ4	395	447
Q96SZ4	513	564
Q99558	600	631
Q9BWT1	243	344
Q9NWW7	17	55
Q9NWW7	216	243
Q9NWW7	279	304
Q9ULW2	19	51
Q9ULW2	93	156
Q9ULW2	181	206
Q9Y6M4	421	442
C9JVW0	0	15
O43497	550	570
O43497	633	679
O95863	168	222
P0CG23	476	527
P17039	79	165
P17039	195	246
P17039	279	330
P21854	215	237
P51508	235	260
P51508	349	400
P56199	71	87
P56199	539	567
P59046	730	754
P63133	925	955
Q13536	59	91
Q14956	420	443
Q3MJ16	234	257
Q3MJ16	277	310
Q3MJ16	732	749
Q685J3	4124	4169
Q685J3	4338	4383
Q6ZMW2	127	164
Q6ZMW2	360	436
Q8IV04	90	120
Q8N9P6	0	22
Q8N9P6	48	98
Q8N9P6	143	159
Q8TD23	101	144
Q8TD23	163	301
Q96AQ9	0	26
Q96Q91	604	620
Q9BXG8	389	415
Q9C0E4	347	371
Q9NQX1	152	334
Q9NQX1	423	476
Q9NQX1	593	616
Q9UKQ9	188	232
Q9XRX5	0	113
A0JP26	0	51
O43909	166	185
P02452	29	101
P07202	133	155
P07202	251	278
P07202	710	846
P08842	563	581
P0DP57	27	68
P10646	81	130
P10646	147	187
P10646	243	276
P26640	1081	1102
P29320	219	331
P29320	355	385
P41587	23	47
Q30KQ5	35	75
Q3LI83	0	176
Q6DHY5	523	545
Q6WCQ1	0	34
Q7L3V2	40	81
Q8N9X3	55	77
Q8N9X3	106	126
Q8NA70	400	433
Q8ND94	37	82
Q8TDB6	550	608
Q8TDI0	335	471
Q8TE49	867	919
Q96T92	254	311
Q96T92	461	484
Q96T92	516	565
Q99469	123	168
Q9NPR2	579	606
Q9NUL5	113	232
Q9ULJ6	646	667
Q9UQ26	112	171
O43903	204	227
O95754	506	522
P25800	12	28
P51449	20	100
Q13796	463	503
Q4V348	14	64
Q4V348	166	404
Q4VC44	680	704
Q5JZY3	229	343
Q5JZY3	366	401
Q6QN14	34	61
Q6QN14	101	135
Q6ZNA1	209	260
Q7L3T8	280	301
Q86SU0	195	221
Q86T29	133	157
Q86T29	187	267
Q86VW2	0	35
Q93075	8	37
Q96HE9	129	170
Q96M43	440	490
Q96T76	538	556
Q9BXU3	371	408
Q9HBG6	1224	1240
Q9NQV6	167	195
Q9NQV6	547	574
Q9NQV6	638	686
Q9NQV6	824	848
Q9UBU2	67	249
Q9UPV7	109	142
Q9UPV7	174	189
A6QL63	26	60
A6QL63	290	323
D6RF30	605	623
O95361	66	163
O95460	211	389
O95460	570	590
O95786	208	236
P13385	69	129
P13385	144	166
P32320	0	21
Q2MV58	67	101
Q5H9J9	257	277
Q68DQ2	367	403
Q68DQ2	952	974
Q68DY1	96	271
Q6NXE6	0	20
Q6NXE6	462	480
Q7Z7L9	213	264
Q86UD4	6	49
Q86UD4	194	245
Q86XR5	29	63
Q8WV37	222	301
Q8WV37	362	413
Q8WV37	446	497
Q96ME7	163	211
Q96ME7	242	258
Q96ME7	275	301
Q96P53	306	329
Q9BY66	1164	1180
Q9BYE4	0	72
Q9H156	333	358
Q9UJH8	160	178
Q9UNY5	294	345
A6NGD5	0	19
A6NGD5	33	53
A6NGD5	347	398
P09486	61	158
P17098	248	412
P35442	255	279
P35442	309	862
P35442	901	955
P60411	0	291
P63128	537	604
Q02447	589	637
Q02447	672	695
Q14159	144	164
Q14159	793	823
Q4G0T1	189	249
Q4G0T1	286	347
Q4G0T1	399	451
Q4G0T1	465	542
Q4G0T1	716	731
Q4G0T1	762	804
Q6GMV2	90	145
Q6GMV2	309	327
Q6GMV2	342	390
Q7Z5P9	595	653
Q7Z5P9	665	829
Q7Z5P9	850	870
Q7Z5P9	976	1054
Q7Z5P9	1075	1282
Q7Z5P9	1405	1420
Q7Z5P9	1436	1458
Q7Z5P9	1475	1498
Q7Z5P9	1536	1569
Q7Z5P9	1609	1644
Q7Z5P9	8140	8300
Q86UX6	465	485
Q8N690	28	51
Q8NCP5	393	441
Q8NCP5	478	493
Q969Q1	64	86
Q969Q1	106	136
Q96BD5	480	515
Q96JM4	707	732
Q96L96	753	774
Q96L96	1526	1551
Q99575	167	193
Q99575	219	238
Q9BQB4	80	176
Q9NV72	300	462
Q9NVP4	182	340
Q9NVP4	359	384
Q9NXR8	352	415
Q9NZY2	61	104
Q9UBG7	49	74
Q9UK23	295	438
Q9ULE0	935	969
Q9Y6R0	184	213
A0A2R8Y2Y2	132	165
A0AAG2TUQ4	0	19
C9J798	684	713
C9JLR9	274	294
O43313	75	100
O43313	121	206
O60503	35	63
O60658	90	108
P0C7P1	431	480
P43353	210	225
P51523	199	249
P63215	40	59
Q13422	60	87
Q13422	108	232
Q13422	481	504
Q14432	18	53
Q14525	2	57
Q14525	352	403
Q3LHN2	13	42
Q5JT82	274	324
Q5JT82	334	357
Q6ZNC4	377	411
Q6ZNG1	153	344
Q7Z333	1431	1451
Q7Z333	1540	1574
Q86UT8	0	22
Q86UT8	57	78
Q8N393	185	205
Q8N393	231	263
Q8N393	287	325
Q8N393	358	581
Q92667	476	529
Q96SW2	315	336
Q9BZE0	192	212
Q9BZE0	226	279
Q9NSI5	229	248
Q9NSI5	270	380
Q9NW64	25	45
Q9NW64	62	82
Q9NW64	162	182
Q9NZ20	148	193
Q9NZ20	204	225
Q9NZ20	350	406
Q9NZ20	427	449
Q9UIE0	159	260
Q9UIE0	271	341
Q9UIE0	355	458
A0AAG2SUX2	507	539
A6NM62	321	365
A6NM62	404	434
A8MX34	0	340
O14492	307	342
O15496	73	139
O60687	63	86
O60687	121	195
O60687	253	326
P01031	696	721
P0C7W8	36	72
P0C7X0	36	72
P20393	139	202
P35321	10	82
P52737	215	322
Q52M93	177	228
Q52M93	289	312
Q52M93	373	396
Q52M93	429	482
Q5DID0	110	163
Q5DID0	506	560
Q5DID0	896	945
Q5T6S3	91	107
Q6NUJ5	395	427
Q6ZRP0	0	20
Q7L5Y9	298	349
Q8IX06	400	425
Q8IX06	446	476
Q8IXW0	573	633
Q8IZQ8	568	642
Q8N680	354	477
Q8N865	348	368
Q96AY2	155	185
Q96AY2	269	289
Q96FA3	322	341
Q96FA3	356	380
Q96MR9	204	247
Q96MR9	339	390
Q96MR9	510	635
Q96MR9	647	782
Q96QU1	1685	1719
Q96QU1	1816	1857
Q96ST8	761	782
Q9BS34	92	111
Q9BS34	123	155
Q9BS34	188	241
Q9HBX8	17	52
Q9UDV7	485	616
Q9Y3Q7	378	662
O14981	895	948
O43150	343	394
O43150	425	452
O43150	497	513
O43790	0	33
O43790	45	86
O43790	407	485
P08118	24	85
P27635	0	24
P56270	270	321
Q07627	0	176
Q13698	243	263
Q2LD37	615	635
Q2WGN9	162	182
Q2WGN9	197	217
Q569H4	161	182
Q569H4	202	229
Q6BEB4	260	312
Q6BEB4	347	370
Q6ZTR6	49	135
Q969S8	379	412
Q96IL0	25	71
Q96SF7	375	401
Q9BQ04	153	174
Q9C0B7	280	297
Q9GZP1	0	17
Q9GZP1	38	54
Q9H2U6	44	66
Q9UC07	0	18
Q9UC07	153	206
Q9UC07	234	462
Q9UHC1	1009	1046
Q9UHC1	1426	1452
Q9Y4C4	426	451
A6NHN0	91	111
A8MWA4	107	242
O15392	24	62
O95967	25	345
O95970	36	60
P07315	12	31
P15882	236	262
P23409	62	94
P29323	257	330
P29323	351	384
P49736	334	364
P59923	476	499
P59923	516	546
P59923	588	695
P59923	753	804
P59923	831	882
P59923	944	1020
Q2M1V0	0	29
Q5HYA8	49	166
Q8N9H8	683	708
Q8N9H8	720	737
Q8N9H8	772	798
Q8TA86	97	118
Q8TC90	11	58
Q8TC90	85	100
Q8WXH5	176	214
Q8WXI3	231	269
Q92585	19	46
Q96EK4	0	20
Q96EK4	43	68
Q99075	119	151
Q99750	76	170
Q99750	182	241
Q99814	195	213
Q9BRG2	269	297
Q9NUC0	163	190
Q9NUC0	338	355
Q9UPN9	115	197
Q9UPN9	284	308
Q9UPN9	879	907
Q9UPN9	936	961
A8MTY0	161	189
A8MTY0	217	240
A8MTY0	273	352
E9PIF3	343	364
P14652	234	255
P52943	0	65
P52943	115	187
P53667	7	29
P53667	193	217
Q02930	7	32
Q05215	113	134
Q05215	162	179
Q05215	458	527
Q15776	313	364
Q4FZB7	274	300
Q4FZB7	313	333
Q6IQ21	137	174
Q6IQ21	207	230
Q6IQ21	300	323
Q6IQ21	452	517
Q6IQ21	585	628
Q6IQ21	644	667
Q8IZX4	1274	1295
Q8N6F7	23	40
Q8TF27	472	494
Q8WYH8	178	239
Q92974	51	95
Q96CS4	140	331
Q96EZ4	219	248
Q96PG8	0	35
Q9BXB1	21	52
Q9BXB1	886	908
Q9NR81	484	525
Q9P2R6	123	162
A8MQ03	25	143
O75151	39	62
P10071	471	529
P10071	1168	1203
P10071	1243	1281
P11215	95	114
P11474	103	142
P14410	77	93
P14410	944	969
P36888	463	483
P48357	1138	1163
P55198	0	25
P55198	44	79
P55198	116	167
Q14973	333	348
Q2T9J0	6	40
Q4VXU2	490	522
Q5JNZ3	226	291
Q6P3W6	635	655
Q6P3W6	778	812
Q6P3W6	872	904
Q6P3W6	1022	1056
Q6P3W6	1116	1150
Q6P3W6	1266	1300
Q6P3W6	1360	1394
Q6P3W6	1510	1544
Q6P3W6	1604	1638
Q6P3W6	1754	1788
Q6P3W6	1848	1882
Q6P3W6	1998	2032
Q6P3W6	2092	2126
Q6P3W6	2242	2276
Q6P3W6	2336	2370
Q6P3W6	2486	2520
Q6P3W6	2580	2614
Q6P3W6	2730	2764
Q6P3W6	2824	2858
Q6P3W6	2974	3008
Q6P3W6	3068	3102
Q6P3W6	3218	3252
Q6P3W6	3312	3335
Q6P3W6	3462	3496
Q6P3W6	3556	3590
Q6UXD5	330	358
Q6UXD5	693	714
Q6UXD5	741	780
Q86YT6	74	99
Q86YT6	769	964
Q86YT6	975	997
Q8IZF3	41	98
Q8N3V7	19	40
Q8NDH2	1262	1284
Q8NDH2	1399	1436
Q8NDH2	6744	6801
Q8NDH2	6832	6867
Q8NDP4	110	159
Q8NDP4	175	200
Q8NDP4	224	398
Q8WTP8	1	23
Q8WTP8	72	119
Q9BRH9	228	281
Q9BRH9	585	633
Q9BZC7	1631	1654
Q9P2F9	36	146
Q9P2F9	191	275
Q9P2F9	562	581
Q9UBP4	136	279
Q9UMF0	414	452
Q9UMF0	495	530
Q9UMF0	585	617
Q9UMF0	662	711
Q9UPQ4	30	71
Q9UPQ4	116	132
O00154	14	63
O00154	81	106
O60911	163	184
O75541	107	164
O94933	362	388
P14543	379	432
P14543	660	928
P14543	1194	1246
P16415	31	145
P16415	211	513
P21580	376	416
P21580	467	636
P21580	705	789
P62068	206	241
Q14012	338	364
Q16610	209	297
Q16610	337	402
Q16610	415	507
Q2KHT4	269	293
Q5T7W7	424	501
Q6P387	20	52
Q6P387	84	114
Q8IZM8	34	52
Q8IZM8	721	745
Q8IZM8	1079	1124
Q8NCW0	78	101
Q8NCW0	121	136
Q8NCW0	176	219
Q8WUB8	369	497
Q96J02	142	190
Q96L34	675	702
Q9BZZ2	642	668
Q9BZZ2	1688	1708
Q9H336	211	250
Q9H336	284	343
Q9H336	394	429
Q9NST1	407	445
Q9NYG5	24	49
Q9NYG5	65	83
Q9UBI9	83	131
Q9UBI9	145	189
Q9UHL9	0	22
Q9UHL9	293	314
Q9UPQ0	983	1025
Q9UPQ0	1037	1080
Q9Y2A4	54	145
Q9Y2A4	160	183
Q9Y2A4	216	267
Q9Y2A4	579	664
Q9Y2P0	101	236
Q9Y5J7	31	58
A0A1B0GVS7	73	107
A0A1B0GVS7	125	184
A1L3X4	0	48
A1Z1Q3	105	130
A6NNL0	1	68
A8K979	586	627
A8MPS7	246	270
A8MPS7	283	319
B9A6J9	523	545
O15063	234	253
O15063	305	343
O95718	1	21
O95718	59	93
O95718	132	161
P0C0L4	691	745
P0C0L4	1580	1604
P36544	351	373
P36544	397	421
P49019	360	386
P62072	18	63
Q05209	722	745
Q08397	490	509
Q13224	1207	1254
Q15034	325	346
Q15697	28	62
Q15697	317	371
Q49AA0	290	371
Q63HK3	754	929
Q63HK3	939	960
Q6KB66	8	43
Q7Z408	2112	2132
Q7Z408	2143	2191
Q7Z408	2571	2597
Q7Z408	2639	2667
Q7Z408	2700	2725
Q7Z408	2754	2786
Q7Z408	2800	2902
Q7Z408	2926	2961
Q7Z408	2984	3018
Q7Z408	3059	3079
Q7Z408	3096	3199
Q7Z408	3216	3254
Q7Z5A7	57	130
Q8N4Q1	42	103
Q99932	109	129
Q9H1F0	21	69
Q9H7U1	744	764
Q9NUK0	18	76
Q9NUK0	173	238
Q9P2R3	703	754
Q9P2R3	1114	1135
Q9Y5R5	111	161
A0A8V8TNH8	36	72
A8MXV6	0	26
I3L0S3	152	189
O43296	44	75
O43296	147	245
O43296	362	378
O43296	394	415
O43296	437	497
O43296	530	553
O95450	516	542
O95450	563	730
O95450	859	1037
O95450	1052	1102
P07996	307	849
P07996	924	950
P0C2L3	80	106
P0C7H8	0	127
P15173	54	79
P15328	29	74
P36508	156	211
P57071	390	413
P57071	527	563
P57071	617	640
P57071	681	732
P57071	850	873
P63132	928	958
P98095	23	67
P98095	88	186
P98095	434	562
P98095	577	646
P98095	658	1081
Q06828	65	90
Q14392	416	438
Q5T3F8	305	324
Q5T3F8	383	399
Q6ZRI0	111	156
Q6ZRI0	188	203
Q6ZRI0	324	520
Q6ZRI0	726	990
Q6ZRI0	1138	1164
Q6ZRI0	1198	1219
Q6ZRI0	1414	1473
Q6ZRI0	2041	2094
Q6ZRI0	2289	2317
Q6ZRI0	2373	2765
Q6ZRI0	2778	2900
Q86XJ1	196	225
Q8NFG4	0	30
Q8NFG4	71	94
Q8TDY8	1176	1219
Q8TF47	202	225
Q8TF47	245	324
Q8TF47	441	511
Q8WWF5	334	360
Q8WWF5	394	416
Q96MU5	113	234
Q96Q04	661	692
Q9BVR0	80	110
Q9BZV3	1052	1074
Q9NWQ4	48	73
Q9NWQ4	207	236
Q9NWQ4	384	417
Q9NYD6	30	56
Q9NYD6	88	121
Q9NYT6	186	208
Q9NYT6	243	321
Q9UKS7	103	227
Q9UKS7	489	513
B7Z1M9	247	267
F5H094	452	474
O15027	664	684
O15354	469	485
O15354	560	591
O75152	19	89
P07949	504	632
P10276	77	157
P28340	1012	1038
P55010	91	147
P55259	37	94
P55259	171	234
P55259	467	482
P58397	354	382
P58397	398	418
P58397	473	494
P58397	505	611
P58397	645	709
P58397	837	1005
P58397	1327	1593
Q03167	711	727
Q12830	2901	2924
Q4KWH8	341	356
Q5FYA8	543	560
Q68DN1	1121	1136
Q6NUM6	199	219
Q6NUM6	341	359
Q6PJW8	66	101
Q7Z442	117	144
Q7Z442	183	233
Q8IVE0	266	286
Q8N184	244	324
Q8NHG8	150	217
Q96KV7	1069	1108
Q96KV7	1482	1499
Q9NQ79	534	614
Q9ULT6	268	289
Q9ULT6	316	357
Q9ULT6	520	632
Q9ULT6	699	723
Q9ULT6	768	855
Q9ULT6	870	901
A8K830	65	91
A8K830	161	188
O43439	496	552
O43829	268	319
O76011	0	57
O76011	351	393
O95260	61	88
O95377	217	239
P00749	18	39
P00749	54	131
P00749	144	172
P00749	277	306
P00749	342	384
P01859	3	29
P01859	72	118
P09871	332	368
P0CB33	107	255
P13598	37	61
P16109	120	349
P16109	368	409
P16109	430	464
P16109	492	667
P16109	677	714
P16109	736	766
P50461	0	171
P59091	32	61
P59091	109	132
P78333	50	77
P78333	336	367
Q02223	23	45
Q02223	123	145
Q14264	60	82
Q14264	147	174
Q15654	268	291
Q15654	397	412
Q17RB8	129	167
Q17RB8	493	513
Q6AHZ1	81	105
Q6AHZ1	198	215
Q6AHZ1	225	250
Q6AHZ1	1007	1037
Q6AHZ1	1203	1248
Q6AHZ1	1266	1308
Q6UWQ7	26	48
Q6UWQ7	100	118
Q7Z419	5	49
Q7Z419	61	91
Q7Z419	113	175
Q7Z419	191	214
Q7Z419	231	249
Q7Z419	286	302
Q8N4T4	0	19
Q8NBP0	62	111
Q8NDY6	190	224
Q8TAX0	194	250
Q8TBN0	288	311
Q96IR2	234	369
Q96IR2	626	705
Q9BRN9	57	90
Q9BRN9	130	164
Q9UKP6	343	371
Q9UKZ9	290	310
Q9UPQ7	15	35
Q9UPQ7	46	64
Q9UPQ7	88	171
A4D1P6	407	423
O15273	0	17
P01229	97	135
P23490	5	283
P51172	25	99
P51172	155	182
P51172	603	628
P59036	38	62
Q13591	516	710
Q13591	722	775
Q13591	788	910
Q14153	103	126
Q14153	170	251
Q14153	293	329
Q14153	358	417
Q15013	39	66
Q3KNT9	29	49
Q3KNT9	98	123
Q3KNV8	37	64
Q5EBN2	86	102
Q5EBN2	115	135
Q5EBN2	175	197
Q6ZRU5	125	147
Q6ZVW7	160	178
Q6ZVW7	302	324
Q6ZVW7	389	415
Q6ZVW7	453	472
Q86SR1	556	577
Q8N3F8	106	134
Q8N3F8	153	224
Q8N972	93	154
Q8TD17	334	415
Q8TF39	381	540
Q96AP4	0	16
Q96AP4	72	104
Q96AP4	145	211
Q96EK2	333	405
Q96IZ6	122	152
Q96JB6	101	141
Q96JB6	248	295
Q96JB6	371	419
Q96JB6	489	525
Q96JB6	635	659
Q96JB6	720	740
Q96PN7	1004	1029
Q96RV3	2030	2057
Q96T59	0	30
Q9BXJ4	19	52
Q9BYH1	799	815
Q9BYH1	852	878
Q9H1K0	155	199
Q9H1K0	240	264
Q9P2G1	171	193
Q9P2G1	269	290
Q9P2G1	333	356
Q9P2G1	415	436
Q9P2G1	461	487
Q9P2G1	507	540
Q9Y5S2	1028	1084
A8MWP4	115	159
O95714	1366	1383
O95714	2699	2779
P51786	153	400
P60880	77	99
Q02817	196	400
Q02817	588	634
Q02817	648	857
Q02817	1016	1047
Q02817	1068	1099
Q02817	1118	1265
Q02817	1291	1399
Q02817	1771	1885
Q02817	4434	4472
Q02817	4511	4590
Q02817	4628	4651
Q02817	4721	4784
Q13639	349	381
Q15527	21	47
Q15527	72	136
Q5K4E3	226	255
Q5K4E3	478	504
Q5K4E3	751	770
Q5TBA9	2806	2826
Q6L8G9	0	128
Q6NUJ2	130	165
Q6ZN18	252	280
Q6ZN18	319	344
Q6ZS46	70	93
Q7Z4N2	0	18
Q8IVP9	45	101
Q8IVP9	147	244
Q8IVP9	259	310
Q8IVP9	343	392
Q8N4L4	6	24
Q8NA96	63	89
Q8NA96	102	168
Q92576	175	285
Q92576	339	382
Q92576	709	779
Q92576	1691	1718
Q9BQ16	79	163
Q9BQ16	302	389
Q9H0B8	141	174
Q9H0B8	205	243
Q9H0B8	279	313
Q9H0B8	393	421
Q9H4E5	0	26
Q9H4E5	197	213
Q9NXT0	53	111
Q9NXT0	141	192
Q9ULI1	1712	1737
Q9Y253	549	587
Q9Y253	624	645
A6NNH2	35	67
A6NP11	107	280
P04155	21	83
P35354	17	37
Q04741	0	15
Q12829	259	277
Q14533	0	33
Q14533	45	86
Q14533	407	504
Q14896	1248	1273
Q14CM0	1211	1249
Q5T848	316	335
Q63HQ2	352	380
Q63HQ2	560	579
Q63HQ2	777	820
Q6R6M4	78	131
Q8IVW8	0	15
Q8IVW8	28	49
Q8IWY4	18	506
Q8IWY4	554	578
Q8IWY4	606	807
Q8N4L8	185	204
Q8N4L8	241	269
Q8WUH1	0	20
Q96GY0	289	314
Q96M89	136	169
Q9H3S3	390	413
Q9HBD1	22	52
Q9HBD1	414	434
Q9HC77	495	523
Q9HDB9	534	604
Q9NQ29	32	53
Q9NTI5	562	586
Q9P267	706	741
Q9UBW7	320	507
Q9UBW7	525	580
Q9UBW7	721	788
O00238	21	111
O14960	23	59
O15270	0	27
P10153	42	64
P10153	80	147
P35070	30	99
P58549	52	75
P98182	246	294
Q14596	223	252
Q14681	91	111
Q15406	15	129
Q53T94	2	17
Q6ZT77	137	162
Q86U44	265	305
Q8N158	11	34
Q8N158	58	77
Q8N2C7	1324	1343
Q8N2C7	1518	1543
Q8NFA0	1532	1555
Q8TEW6	41	59
Q8WU68	143	178
Q92886	0	17
Q96MF7	203	224
Q96QS1	163	180
Q96QS1	230	270
Q96QS1	289	319
Q9BUG6	347	454
Q9H019	200	231
Q9NTX7	0	44
Q9P0K1	384	402
Q9P0K1	432	596
Q9P0K1	624	668
Q9P0K1	679	720
B3KNS4	0	21
D6R901	34	61
D6R901	101	135
O00144	100	161
O00144	185	210
O00144	552	576
O15197	251	375
O15197	396	436
O43164	622	644
O43164	665	683
O75443	496	511
O75443	583	652
O75443	676	712
O75443	940	1047
O75443	1062	1090
O75443	1273	1292
O75443	1353	1409
O75443	1449	1477
O75443	1753	1809
O75443	2046	2065
O75443	2077	2125
O95197	31	51
O95202	1	74
O95985	640	659
O95985	684	783
P0C874	116	134
P0CW20	67	84
P0DPA2	313	341
P0DPA2	354	413
P10827	0	114
P51685	325	345
P51948	0	58
Q02509	93	177
Q02509	303	434
Q03405	20	42
Q03405	55	76
Q03405	87	310
Q15486	74	116
Q499Z3	391	406
Q5JPF3	1198	1223
Q5VWM3	450	474
Q68DK2	384	403
Q68DK2	511	533
Q68DK2	1231	1247
Q68DK2	1807	1880
Q86UC2	26	96
Q86V35	163	181
Q8IW36	140	327
Q8IW36	343	382
Q8IW36	455	514
Q9BSG1	164	215
Q9H3Y0	217	240
Q9HAZ1	38	63
Q9UKN8	736	758
Q9Y2A7	577	596
Q9Y2A7	611	642
Q9Y2M0	27	73
Q9Y2M0	277	310
Q9Y6H1	105	145
A0AAG2SVG9	0	49
O60522	1548	1566
O60522	1925	1979
